candidate_evaluations,hypervolume_contributions
"[{'F1': 0.55, 'F2': 5.2}, {'F1': 0.37, 'F2': 4.6}, {'F1': 0.45, 'F2': 5.0}, {'F1': 0.38, 'F2': 5.15}, {'F1': 0.61, 'F2': 5.5}]","[0.0, 0.14007060033931262, 0.0, 0.0, 0.0]"
"[{'F1': 0.25, 'F2': 5.45}, {'F1': 0.4, 'F2': 5.6}, {'F1': 0.2, 'F2': 5.3}, {'F1': 0.3, 'F2': 5.1}, {'F1': 0.15, 'F2': 5.25}]","[0.010613859815222781, 0.0, 0.03751815091799582, 0.02394903018790151, 0.05918195401466342]"
"[{'F1': 0.3, 'F2': 5.2}, {'F1': 0.2, 'F2': 5.5}, {'F1': 0.4, 'F2': 5.7}, {'F1': 0.15, 'F2': 5.8}, {'F1': 0.25, 'F2': 5.4}]","[0.01729620209220495, 0.005917121768385991, 0.0, 0.0, 0.013593485478898826]"
"[{'F1': 0.25, 'F2': 5.4}, {'F1': 0.15, 'F2': 5.2}, {'F1': 0.05, 'F2': 5.6}, {'F1': 0.12, 'F2': 5.3}, {'F1': 0.15, 'F2': 5.5}]","[0.0, 0.017896376494073607, 0.0, 0.0164625732310979, 0.0021978006220790824]"
"[{'F1': 0.28, 'F2': 5.45}, {'F1': 0.56, 'F2': 5.25}, {'F1': 0.67, 'F2': 5.4}, {'F1': 0.12, 'F2': 5.55}, {'F1': 0.23, 'F2': 5.2}]","[0.0, 0.0, 0.0, 0.0, 0.0014965975664635867]"
"[{'F1': 0.09, 'F2': 5.25}, {'F1': 0.03, 'F2': 5.1}, {'F1': 0.12, 'F2': 5.3}, {'F1': 0.15, 'F2': 5.15}, {'F1': 0.07, 'F2': 5.8}]","[0.0, 0.0040758945957393156, 0.0, 0.0, 0.0]"
"[{'F1': 0.07, 'F2': 4.25}, {'F1': 0.08, 'F2': 4.1}, {'F1': 0.03, 'F2': 4.5}, {'F1': 0.06, 'F2': 4.2}, {'F1': 0.02, 'F2': 4.0}]","[0.0, 0.0, 0.0, 0.0, 0.007109761840079054]"
"[{'F1': 0.02, 'F2': 4.2}, {'F1': 0.03, 'F2': 4.5}, {'F1': 0.01, 'F2': 4.1}, {'F1': 0.01, 'F2': 4.0}, {'F1': 0.04, 'F2': 4.3}]","[0.0, 0.0, 0.008013105901747863, 0.008372539613490382, 0.0]"
"[{'F1': 0.02, 'F2': 3.25}, {'F1': 0.03, 'F2': 3.1}, {'F1': 0.02, 'F2': 3.5}, {'F1': 0.02, 'F2': 3.6}, {'F1': 0.03, 'F2': 3.8}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.01, 'F2': 2.57}, {'F1': 0.01, 'F2': 2.48}, {'F1': 0.01, 'F2': 2.42}, {'F1': 0.01, 'F2': 2.56}, {'F1': 0.01, 'F2': 2.45}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.07, 'F2': 3.0}, {'F1': 0.1, 'F2': 4.5}, {'F1': 0.02, 'F2': 2.7}, {'F1': 0.01, 'F2': 2.8}, {'F1': 0.1, 'F2': 4.8}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.06, 'F2': 3.25}, {'F1': 0.05, 'F2': 3.1}, {'F1': 0.04, 'F2': 3.5}, {'F1': 0.03, 'F2': 3.7}, {'F1': 0.02, 'F2': 3.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.04, 'F2': 3.5}, {'F1': 0.01, 'F2': 2.45}, {'F1': 0.03, 'F2': 3.2}, {'F1': 0.02, 'F2': 2.9}, {'F1': 0.02, 'F2': 2.4}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
