surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.18, 'F2': 3.5}","{'F1': 0.18, 'F2': 5.908}"
"{'F1': 0.18, 'F2': 3.5}","{'F1': 0.02, 'F2': 4.24}"
"{'F1': 0.18, 'F2': 3.5}","{'F1': 0.05, 'F2': 3.592}"
"{'F1': 0.18, 'F2': 3.5}","{'F1': 0.1, 'F2': 4.874}"
"{'F1': 0.01, 'F2': 3.6}","{'F1': 0.14, 'F2': 0.95}"
"{'F1': 0.01, 'F2': 3.6}","{'F1': 0.01, 'F2': 2.753}"
"{'F1': 0.01, 'F2': 3.6}","{'F1': 0.01, 'F2': 4.24}"
"{'F1': 0.01, 'F2': 3.6}","{'F1': 0.8, 'F2': 3.202}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.01, 'F2': 1.502}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.16, 'F2': 4.584}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.1, 'F2': 4.701}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.7, 'F2': 3.132}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.01, 'F2': 1.062}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.005, 'F2': 2.144}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.01, 'F2': 0.985}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.14, 'F2': 1.339}"
"{'F1': 0.001, 'F2': 0.9}","{'F1': 0.001, 'F2': 1.106}"
"{'F1': 0.001, 'F2': 0.9}","{'F1': 0.001, 'F2': 1.087}"
"{'F1': 0.001, 'F2': 0.9}","{'F1': 0.001, 'F2': 4.957}"
"{'F1': 0.001, 'F2': 0.9}","{'F1': 0.005, 'F2': 1.424}"
"{'F1': 0.09, 'F2': 4.3}","{'F1': 0.06, 'F2': 1.849}"
"{'F1': 0.09, 'F2': 4.3}","{'F1': 0.06, 'F2': 3.933}"
"{'F1': 0.09, 'F2': 4.3}","{'F1': 0.06, 'F2': 3.74}"
"{'F1': 0.09, 'F2': 4.3}","{'F1': 0.08, 'F2': 4.411}"
"{'F1': 0.075, 'F2': 3.8}","{'F1': 0.002, 'F2': 1.5}"
"{'F1': 0.075, 'F2': 3.8}","{'F1': 0.08, 'F2': 2.101}"
"{'F1': 0.075, 'F2': 3.8}","{'F1': 0.065, 'F2': 3.902}"
"{'F1': 0.075, 'F2': 3.8}","{'F1': 0.061, 'F2': 3.319}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.001, 'F2': 0.981}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.001, 'F2': 1.077}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.003, 'F2': 1.463}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.065, 'F2': 3.532}"
"{'F1': 0.0, 'F2': 1.2}","{'F1': 0.005, 'F2': 1.071}"
"{'F1': 0.0, 'F2': 1.2}","{'F1': 0.001, 'F2': 1.374}"
"{'F1': 0.0, 'F2': 1.2}","{'F1': 0.02, 'F2': 3.632}"
"{'F1': 0.0, 'F2': 1.2}","{'F1': 0.07, 'F2': 4.633}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.001, 'F2': 1.018}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.001, 'F2': 1.104}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.005, 'F2': 1.913}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.02, 'F2': 5.247}"
"{'F1': 0.02, 'F2': 4.2}","{'F1': 0.09, 'F2': 3.687}"
"{'F1': 0.02, 'F2': 4.2}","{'F1': 0.04, 'F2': 3.436}"
"{'F1': 0.02, 'F2': 4.2}","{'F1': 0.02, 'F2': 4.609}"
"{'F1': 0.02, 'F2': 4.2}","{'F1': 0.03, 'F2': 4.535}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.002, 'F2': 1.117}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.001, 'F2': 1.097}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.0, 'F2': 1.138}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.002, 'F2': 1.957}"
"{'F1': 0.5, 'F2': 3.8}","{'F1': 0.001, 'F2': 1.959}"
"{'F1': 0.5, 'F2': 3.8}","{'F1': 0.05, 'F2': 3.915}"
"{'F1': 0.5, 'F2': 3.8}","{'F1': 0.1, 'F2': 4.918}"
"{'F1': 0.5, 'F2': 3.8}","{'F1': 0.02, 'F2': 4.651}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.001, 'F2': 1.089}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.0, 'F2': 1.129}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.001, 'F2': 1.252}"
"{'F1': 0.0, 'F2': 1.05}","{'F1': 0.002, 'F2': 1.178}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.0}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.001, 'F2': 1.019}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.001, 'F2': 1.073}"
"{'F1': 0.0, 'F2': 1.01}","{'F1': 0.0, 'F2': 1.089}"
