surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.2, 'F2': 3.7}","{'F1': 0.1, 'F2': 1.574}"
"{'F1': 0.2, 'F2': 3.7}","{'F1': 0.1, 'F2': 1.464}"
"{'F1': 0.2, 'F2': 3.7}","{'F1': 0.05, 'F2': 1.159}"
"{'F1': 0.2, 'F2': 3.7}","{'F1': 0.3, 'F2': 1.988}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.01, 'F2': 0.983}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.05, 'F2': 1.131}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.425, 'F2': 0.109}"
"{'F1': 0.01, 'F2': 1.0}","{'F1': 0.08, 'F2': 4.196}"
"{'F1': 0.5, 'F2': 2.8}","{'F1': 0.28, 'F2': 3.883}"
"{'F1': 0.5, 'F2': 2.8}","{'F1': 0.15, 'F2': 2.384}"
"{'F1': 0.5, 'F2': 2.8}","{'F1': 0.35, 'F2': 3.268}"
"{'F1': 0.5, 'F2': 2.8}","{'F1': 0.45, 'F2': 2.646}"
"{'F1': 0.7, 'F2': 3.5}","{'F1': 0.9, 'F2': 4.773}"
"{'F1': 0.7, 'F2': 3.5}","{'F1': 0.01, 'F2': 1.882}"
"{'F1': 0.7, 'F2': 3.5}","{'F1': 0.32, 'F2': 3.416}"
"{'F1': 0.7, 'F2': 3.5}","{'F1': 0.35, 'F2': 3.601}"
"{'F1': 0.35, 'F2': 2.5}","{'F1': 0.02, 'F2': 1.923}"
"{'F1': 0.35, 'F2': 2.5}","{'F1': 0.25, 'F2': 1.354}"
"{'F1': 0.35, 'F2': 2.5}","{'F1': 0.38, 'F2': 4.399}"
"{'F1': 0.35, 'F2': 2.5}","{'F1': 0.33, 'F2': 3.576}"
"{'F1': 0.7, 'F2': 4.5}","{'F1': 0.4, 'F2': 1.209}"
"{'F1': 0.7, 'F2': 4.5}","{'F1': 0.35, 'F2': 2.01}"
"{'F1': 0.7, 'F2': 4.5}","{'F1': 0.33, 'F2': 1.41}"
"{'F1': 0.7, 'F2': 4.5}","{'F1': 0.6, 'F2': 2.285}"
"{'F1': 0.33, 'F2': 3.8}","{'F1': 0.4, 'F2': 1.148}"
"{'F1': 0.33, 'F2': 3.8}","{'F1': 0.15, 'F2': 3.925}"
"{'F1': 0.33, 'F2': 3.8}","{'F1': 0.5, 'F2': 2.277}"
"{'F1': 0.33, 'F2': 3.8}","{'F1': 0.34, 'F2': 3.952}"
"{'F1': 0.005, 'F2': 1.0}","{'F1': 0.005, 'F2': 1.053}"
"{'F1': 0.005, 'F2': 1.0}","{'F1': 0.55, 'F2': 2.335}"
"{'F1': 0.005, 'F2': 1.0}","{'F1': 0.05, 'F2': 2.015}"
"{'F1': 0.005, 'F2': 1.0}","{'F1': 0.35, 'F2': 3.057}"
"{'F1': 0.34, 'F2': 2.8}","{'F1': 0.01, 'F2': 1.355}"
"{'F1': 0.34, 'F2': 2.8}","{'F1': 0.4, 'F2': 1.185}"
"{'F1': 0.34, 'F2': 2.8}","{'F1': 0.38, 'F2': 2.183}"
"{'F1': 0.34, 'F2': 2.8}","{'F1': 0.7, 'F2': 3.208}"
"{'F1': 0.001, 'F2': 1.0}","{'F1': 0.001, 'F2': 1.095}"
"{'F1': 0.001, 'F2': 1.0}","{'F1': 0.4, 'F2': 3.408}"
"{'F1': 0.001, 'F2': 1.0}","{'F1': 0.4, 'F2': 3.342}"
"{'F1': 0.001, 'F2': 1.0}","{'F1': 0.45, 'F2': 2.308}"
"{'F1': 0.7, 'F2': 2.8}","{'F1': 0.7, 'F2': 2.154}"
"{'F1': 0.7, 'F2': 2.8}","{'F1': 0.7, 'F2': 0.642}"
"{'F1': 0.7, 'F2': 2.8}","{'F1': 0.5, 'F2': 2.5}"
"{'F1': 0.7, 'F2': 2.8}","{'F1': 0.4, 'F2': 2.406}"
"{'F1': 0.3, 'F2': 3.8}","{'F1': 0.3, 'F2': 3.395}"
"{'F1': 0.3, 'F2': 3.8}","{'F1': 0.25, 'F2': 4.025}"
"{'F1': 0.3, 'F2': 3.8}","{'F1': 0.05, 'F2': 1.385}"
"{'F1': 0.3, 'F2': 3.8}","{'F1': 0.2, 'F2': 1.1}"
"{'F1': 0.7, 'F2': 3.2}","{'F1': 0.2, 'F2': 1.585}"
"{'F1': 0.7, 'F2': 3.2}","{'F1': 0.4, 'F2': 1.124}"
"{'F1': 0.7, 'F2': 3.2}","{'F1': 0.38, 'F2': 1.815}"
"{'F1': 0.7, 'F2': 3.2}","{'F1': 0.4, 'F2': 3.856}"
"{'F1': 0.1, 'F2': 1.65}","{'F1': 0.36, 'F2': 2.161}"
"{'F1': 0.1, 'F2': 1.65}","{'F1': 0.05, 'F2': 2.753}"
"{'F1': 0.1, 'F2': 1.65}","{'F1': 0.01, 'F2': 3.538}"
"{'F1': 0.1, 'F2': 1.65}","{'F1': 0.3, 'F2': 4.038}"
"{'F1': 0.37, 'F2': 2.8}","{'F1': 0.3, 'F2': 1.046}"
"{'F1': 0.37, 'F2': 2.8}","{'F1': 0.02, 'F2': 2.593}"
"{'F1': 0.37, 'F2': 2.8}","{'F1': 0.36, 'F2': 3.098}"
"{'F1': 0.37, 'F2': 2.8}","{'F1': 0.38, 'F2': 2.592}"
