surrogate_model_prediction,benchmark_evaluation
"{'Performance': 6.1033, 'Latency': 5.421}","{'error': 26.933333333333337, 'latency': 1.95216}"
"{'Performance': 18.0, 'Latency': 2.5}","{'error': 31.41333333333334, 'latency': 1.54256}"
"{'Performance': 21.9333, 'Latency': 1.8822}","{'error': 19.519999999999996, 'latency': 2.05776}"
"{'Performance': 0.0, 'Latency': 1.0}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 6.1033, 'Latency': 5.421}","{'error': 13.953333333333333, 'latency': 2.05776}"
"{'Performance': 31.4133, 'Latency': 1.5426}","{'error': 37.00666666666667, 'latency': 1.95216}"
"{'Performance': 6.1033, 'Latency': 5.421}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 31.4133, 'Latency': 1.5426}","{'error': 38.00666666666667, 'latency': 1.95216}"
"{'Performance': 31.4133, 'Latency': 1.5426}","{'error': 15.969999999999999, 'latency': 1.54256}"
"{'Performance': 19.7967, 'Latency': 2.573}","{'error': 13.556666666666672, 'latency': 1.64816}"
"{'Performance': 19.7967, 'Latency': 2.573}","{'error': 11.230000000000004, 'latency': 2.05776}"
"{'Performance': 31.4133, 'Latency': 1.5426}","{'error': 12.826666666666668, 'latency': 2.05776}"
"{'Performance': 12.8267, 'Latency': 2.0578}","{'error': 10.99666666666667, 'latency': 2.46736}"
"{'Performance': 19.52, 'Latency': 2.0578}","{'error': 24.16333333333334, 'latency': 1.95216}"
"{'Performance': 19.52, 'Latency': 2.0578}","{'error': 13.576666666666668, 'latency': 2.46736}"
"{'Performance': 15.97, 'Latency': 1.5426}","{'error': 13.765, 'latency': 1.13296}"
"{'Performance': 19.52, 'Latency': 2.0578}","{'error': 26.200000000000003, 'latency': 2.46736}"
"{'Performance': 13.9533, 'Latency': 2.0578}","{'error': 13.700000000000003, 'latency': 1.54256}"
"{'Performance': 6.1033, 'Latency': 5.421}","{'error': 11.009999999999991, 'latency': 2.57296}"
"{'Performance': 31.4133, 'Latency': 1.5426}","{'error': 19.97333333333333, 'latency': 1.54256}"
"{'Performance': 13.5767, 'Latency': 2.4674}","{'error': 24.533333333333346, 'latency': 1.54256}"
"{'Performance': 24.5333, 'Latency': 1.5426}","{'error': 19.995000000000005, 'latency': 2.36176}"
"{'Performance': 12.8267, 'Latency': 2.0578}","{'error': 24.24666666666667, 'latency': 1.95216}"
"{'Performance': 24.1633, 'Latency': 1.9522}","{'error': 13.289999999999992, 'latency': 1.13296}"
"{'Performance': 13.7, 'Latency': 1.5426}","{'error': 24.266666666666666, 'latency': 1.54256}"
"{'Performance': 15.97, 'Latency': 1.5426}","{'error': 11.286666666666676, 'latency': 2.05776}"
"{'Performance': 15.97, 'Latency': 1.5426}","{'error': 13.296666666666667, 'latency': 1.54256}"
"{'Performance': 19.52, 'Latency': 2.0578}","{'error': 24.155, 'latency': 1.54256}"
"{'Performance': 13.29, 'Latency': 1.133}","{'error': 13.34333333333332, 'latency': 1.13296}"
"{'Performance': 26.9333, 'Latency': 1.9522}","{'error': 45.45333333333334, 'latency': 1.95216}"
