surrogate_model_prediction,benchmark_evaluation
"{'Performance': 7.0533, 'Latency': 25.4677}","{'error': 24.189999999999998, 'latency': 21.68513298034668}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 90.0, 'latency': 15.594658851623535}"
"{'Performance': 5.0, 'Latency': 14.0}","{'error': 90.0, 'latency': 12.327055931091309}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 13.379999999999995, 'latency': 10.662603378295898}"
"{'Performance': 13.38, 'Latency': 10.6626}","{'error': 19.905, 'latency': 18.13455581665039}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 13.700000000000003, 'latency': 15.792179107666016}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 20.47, 'latency': 17.098379135131836}"
"{'Performance': 13.38, 'Latency': 10.6626}","{'error': 13.626666666666665, 'latency': 11.509718894958496}"
"{'Performance': 13.38, 'Latency': 10.6626}","{'error': 13.513333333333321, 'latency': 14.741401672363281}"
"{'Performance': 12.7433, 'Latency': 25.2749}","{'error': 19.706666666666663, 'latency': 17.525877952575684}"
"{'Performance': 7.0533, 'Latency': 25.4677}","{'error': 31.203333333333333, 'latency': 23.534832000732422}"
"{'Performance': 13.38, 'Latency': 10.6626}","{'error': 29.483333333333334, 'latency': 8.996825218200684}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 23.784999999999997, 'latency': 21.451187133789062}"
"{'Performance': 19.7067, 'Latency': 17.5259}","{'error': 19.83666666666666, 'latency': 13.977012634277344}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 23.955, 'latency': 21.340150833129883}"
"{'Performance': 23.955, 'Latency': 21.3402}","{'error': 19.92, 'latency': 13.2232666015625}"
"{'Performance': 19.92, 'Latency': 13.2233}","{'error': 19.623333333333335, 'latency': 13.976130485534668}"
"{'Performance': 13.7, 'Latency': 15.7922}","{'error': 13.396666666666661, 'latency': 14.933371543884277}"
"{'Performance': 23.955, 'Latency': 21.3402}","{'error': 11.010000000000005, 'latency': 17.25450038909912}"
"{'Performance': 19.92, 'Latency': 13.2233}","{'error': 13.613333333333344, 'latency': 14.02707576751709}"
"{'Performance': 13.3967, 'Latency': 14.9334}","{'error': 90.0, 'latency': 20.130643844604492}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 24.549999999999997, 'latency': 17.839527130126953}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 26.060000000000002, 'latency': 17.17991352081299}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 13.620000000000005, 'latency': 14.061284065246582}"
"{'Performance': 13.38, 'Latency': 10.6626}","{'error': 13.736666666666665, 'latency': 10.648818016052246}"
"{'Performance': 13.7367, 'Latency': 10.6488}","{'error': 13.203333333333333, 'latency': 10.671820640563965}"
"{'Performance': 13.38, 'Latency': 10.6626}","{'error': 30.74666666666667, 'latency': 13.1290864944458}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 45.70333333333334, 'latency': 8.148136138916016}"
"{'Performance': 13.7367, 'Latency': 10.6488}","{'error': 15.993333333333325, 'latency': 9.806761741638184}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 13.34333333333332, 'latency': 10.633678436279297}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 12.90000000000002, 'latency': 16.28885269165039}"
"{'Performance': 13.7, 'Latency': 15.7922}","{'error': 90.0, 'latency': 19.15943145751953}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 90.0, 'latency': 11.491026878356934}"
"{'Performance': 13.3433, 'Latency': 10.6337}","{'error': 13.346666666666678, 'latency': 12.987971305847168}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 10.50333333333333, 'latency': 13.053140640258789}"
"{'Performance': 20.47, 'Latency': 17.0984}","{'error': 15.944999999999993, 'latency': 14.205021858215332}"
"{'Performance': 15.9933, 'Latency': 9.8068}","{'error': 15.623333333333335, 'latency': 10.68089485168457}"
"{'Performance': 13.3967, 'Latency': 14.9334}","{'error': 90.0, 'latency': 14.879074096679688}"
"{'Performance': 13.3433, 'Latency': 10.6337}","{'error': 90.0, 'latency': 12.289891242980957}"
"{'Performance': 13.62, 'Latency': 14.0613}","{'error': 15.465000000000003, 'latency': 12.187137603759766}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 24.226666666666674, 'latency': 14.764847755432129}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 13.570000000000007, 'latency': 10.720548629760742}"
"{'Performance': 90.0, 'Latency': 12.2899}","{'error': 13.546666666666667, 'latency': 12.348747253417969}"
"{'Performance': 13.6267, 'Latency': 11.5097}","{'error': 24.80333333333334, 'latency': 14.670219421386719}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 32.07666666666667, 'latency': 13.02194595336914}"
"{'Performance': 90.0, 'Latency': 12.3271}","{'error': 90.0, 'latency': 15.694289207458494}"
"{'Performance': 13.3433, 'Latency': 10.6337}","{'error': 24.700000000000003, 'latency': 16.41791343688965}"
"{'Performance': 15.6233, 'Latency': 10.6809}","{'error': 30.976666666666674, 'latency': 13.180460929870605}"
"{'Performance': 10.0967, 'Latency': 20.6981}","{'error': 13.655000000000001, 'latency': 14.864559173583984}"
"{'Performance': 13.2033, 'Latency': 10.6718}","{'error': 90.0, 'latency': 10.595459938049316}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 24.08999999999999, 'latency': 14.069790840148926}"
"{'Performance': 13.3433, 'Latency': 10.6337}","{'error': 90.0, 'latency': 11.486797332763672}"
"{'Performance': 30.9767, 'Latency': 13.1805}","{'error': 20.400000000000006, 'latency': 13.769545555114746}"
"{'Performance': 19.6233, 'Latency': 13.9761}","{'error': 13.459999999999994, 'latency': 11.464896202087402}"
"{'Performance': 29.4833, 'Latency': 8.9968}","{'error': 13.466666666666654, 'latency': 9.855060577392578}"
"{'Performance': 90.0, 'Latency': 12.2899}","{'error': 90.0, 'latency': 15.65868854522705}"
"{'Performance': 90.0, 'Latency': 12.2899}","{'error': 90.0, 'latency': 11.465206146240234}"
