surrogate_model_prediction,benchmark_evaluation
"{'Performance': 7.0, 'Latency': 25.0}","{'error': 15.736666666666665, 'latency': 13.245091438293457}"
"{'Performance': 0, 'Latency': 0}","{'error': 90.0, 'latency': 13.159713745117188}"
"{'Performance': 8.4333, 'Latency': 21.7735}","{'error': 11.469999999999985, 'latency': 24.079666137695312}"
"{'Performance': 20.0, 'Latency': 22.0}","{'error': 26.933333333333337, 'latency': 17.292656898498535}"
"{'Performance': 90.0, 'Latency': 13.1597}","{'error': 11.0, 'latency': 20.153203010559082}"
"{'Performance': 13.0, 'Latency': 19.2451}","{'error': 19.766666666666666, 'latency': 17.41806983947754}"
"{'Performance': 13.55, 'Latency': 19.4689}","{'error': 20.790000000000006, 'latency': 13.90601634979248}"
"{'Performance': 10.5, 'Latency': 18.0}","{'error': 13.633333333333326, 'latency': 14.7239351272583}"
"{'Performance': 8.4333, 'Latency': 21.7735}","{'error': 11.066666666666663, 'latency': 19.806957244873047}"
"{'Performance': 17.0, 'Latency': 19.8}","{'error': 19.97, 'latency': 18.000125885009766}"
"{'Performance': 90.0, 'Latency': 13.1597}","{'error': 13.700000000000003, 'latency': 15.792179107666016}"
"{'Performance': 8.4333, 'Latency': 21.7735}","{'error': 8.040000000000006, 'latency': 17.598342895507812}"
"{'Performance': 90.0, 'Latency': 13.1597}","{'error': 90.0, 'latency': 15.65868854522705}"
"{'Performance': 8.04, 'Latency': 17.5983}","{'error': 13.230000000000004, 'latency': 13.860325813293457}"
"{'Performance': 8.04, 'Latency': 17.5983}","{'error': 8.696666666666673, 'latency': 21.9978666305542}"
"{'Performance': 11.0667, 'Latency': 19.807}","{'error': 8.549999999999997, 'latency': 21.839022636413574}"
"{'Performance': 20.79, 'Latency': 13.906}","{'error': 13.779999999999987, 'latency': 14.113149642944336}"
"{'Performance': 15.7367, 'Latency': 13.2451}","{'error': 15.97999999999999, 'latency': 14.392976760864258}"
"{'Performance': 19.97, 'Latency': 18.0001}","{'error': 39.949999999999996, 'latency': 21.745777130126953}"
