surrogate_model_prediction,benchmark_evaluation
"{'Performance': 3.45, 'Latency': 2.0}","{'error': 13.203333333333333, 'latency': 1.13296}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 13.294999999999987, 'latency': 1.13296}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 13.626666666666665, 'latency': 1.13296}"
"{'Performance': 13.295, 'Latency': 1.133}","{'error': 20.045, 'latency': 1.54256}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 90.0, 'latency': 2.46736}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 19.94666666666666, 'latency': 1.54256}"
"{'Performance': 0.0, 'Latency': 1.0}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 19.9467, 'Latency': 1.5426}","{'error': 19.900000000000006, 'latency': 1.95216}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 6.5467, 'Latency': 3.421}","{'error': 12.323333333333338, 'latency': 1.64816}"
"{'Performance': 19.9467, 'Latency': 1.5426}","{'error': 24.556666666666658, 'latency': 1.54256}"
"{'Performance': 19.9, 'Latency': 1.9522}","{'error': 15.780000000000001, 'latency': 1.54256}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 13.620000000000005, 'latency': 1.54256}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 19.9467, 'Latency': 1.5426}","{'error': 20.58333333333333, 'latency': 1.95216}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 6.94, 'Latency': 3.8306}","{'error': 20.75, 'latency': 2.46736}"
"{'Performance': 19.9, 'Latency': 1.9522}","{'error': 20.53, 'latency': 1.54256}"
"{'Performance': 47.68, 'Latency': 2.7714}","{'error': 20.436666666666653, 'latency': 1.95216}"
"{'Performance': 13.6267, 'Latency': 1.133}","{'error': 29.10333333333334, 'latency': 1.13296}"
"{'Performance': 20.045, 'Latency': 1.5426}","{'error': 37.46, 'latency': 1.95216}"
"{'Performance': 13.6267, 'Latency': 1.133}","{'error': 10.310000000000002, 'latency': 2.05776}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 13.490000000000009, 'latency': 1.13296}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 13.61, 'latency': 1.13296}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 13.34333333333332, 'latency': 1.13296}"
"{'Performance': 19.9, 'Latency': 1.9522}","{'error': 20.205000000000013, 'latency': 1.95216}"
"{'Performance': 24.5567, 'Latency': 1.5426}","{'error': 48.31333333333333, 'latency': 2.77136}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.54256}"
"{'Performance': 12.3233, 'Latency': 1.6482}","{'error': 12.896666666666661, 'latency': 2.05776}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 13.586666666666659, 'latency': 1.13296}"
"{'Performance': 13.2033, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 13.61, 'Latency': 1.133}","{'error': 13.389999999999986, 'latency': 1.54256}"
"{'Performance': 90.0, 'Latency': 1.133}","{'error': 90.0, 'latency': 1.13296}"
"{'Performance': 29.1033, 'Latency': 1.133}","{'error': 31.41333333333334, 'latency': 1.54256}"
"{'Performance': 20.5833, 'Latency': 1.9522}","{'error': 45.525, 'latency': 2.36176}"
"{'Performance': 20.205, 'Latency': 1.9522}","{'error': 24.709999999999994, 'latency': 1.95216}"
"{'Performance': 20.205, 'Latency': 1.9522}","{'error': 26.459999999999994, 'latency': 1.95216}"
"{'Performance': 13.39, 'Latency': 1.5426}","{'error': 13.413333333333341, 'latency': 1.54256}"
"{'Performance': 24.71, 'Latency': 1.9522}","{'error': 90.0, 'latency': 1.95216}"
"{'Performance': 13.295, 'Latency': 1.133}","{'error': 15.769999999999996, 'latency': 1.13296}"
"{'Performance': 90.0, 'Latency': 1.9522}","{'error': 90.0, 'latency': 1.54256}"
