configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'x4': 0.5, 'x5': 0.5, 'x6': 0.5, 'x7': 0.5, 'x8': 0.5, 'x9': 0.5, 'x10': 0.5, 'x11': 0.5, 'x12': 0.5, 'x13': 0.5, 'x14': 0.5, 'x15': 0.5, 'x16': 0.5, 'x17': 0.5, 'x18': 0.5, 'x19': 0.5, 'x20': 0.5, 'x21': 0.5, 'x22': 0.5, 'x23': 0.5, 'x24': 0.5, 'x25': 0.5, 'x26': 0.5, 'x27': 0.5, 'x28': 0.5, 'x29': 0.5, 'problem': 'zdt2'}",5.114678124999045,0.5,5.455
"{'x0': 0.3470626021991051, 'x1': 0.677479485418203, 'x2': 0.777768436132985, 'x3': 0.7979683252286911, 'x4': 0.0212929422675892, 'x5': 0.9573405427895136, 'x6': 0.9592044861221558, 'x7': 0.5818945542467895, 'x8': 0.4067936746367743, 'x9': 0.7326304693210808, 'x10': 0.237560430317248, 'x11': 0.6150964271950266, 'x12': 0.293057185586941, 'x13': 0.2867537737003325, 'x14': 0.0673738680243852, 'x15': 0.60531611960732, 'x16': 0.8812133871078845, 'x17': 0.1272784975015405, 'x18': 0.955830271280986, 'x19': 0.7060263610406551, 'x20': 0.1531560291909841, 'x21': 0.7564771197676036, 'x22': 0.1461813519177424, 'x23': 0.7936743156492027, 'x24': 0.0434378583710708, 'x25': 0.6103082073609463, 'x26': 0.0937557612489787, 'x27': 0.0512174207572582, 'x28': 0.718220112689696, 'x29': 0.1794961340579389, 'problem': 'zdt2'}",5.1146065060002,0.347,5.395
"{'x0': 0.6831803787572371, 'x1': 0.561076123189058, 'x2': 0.6018293481437079, 'x3': 0.5160336519426341, 'x4': 0.6756550754102303, 'x5': 0.791154389300555, 'x6': 0.588145645235687, 'x7': 0.2951157588744665, 'x8': 0.1315575491978368, 'x9': 0.1477435577707311, 'x10': 0.7377972994898169, 'x11': 0.6572687215523205, 'x12': 0.945731774127954, 'x13': 0.6735648942179083, 'x14': 0.3373665219012945, 'x15': 0.4359114191955403, 'x16': 0.7838961346087706, 'x17': 0.8062833516253677, 'x18': 0.5764784795377783, 'x19': 0.0451657541054876, 'x20': 0.5249547450616635, 'x21': 0.0872116493455734, 'x22': 0.6099201669092953, 'x23': 0.8440942618608628, 'x24': 0.6423637247866336, 'x25': 0.5353807929766565, 'x26': 0.8948081159160735, 'x27': 0.8566535430377429, 'x28': 0.4297865217922562, 'x29': 0.2664073255550442, 'problem': 'zdt2'}",5.114731845000279,0.683,5.887
"{'x0': 0.6319514240631849, 'x1': 0.2257484185161047, 'x2': 0.8727806340519618, 'x3': 0.7640742819712087, 'x4': 0.1086073767101424, 'x5': 0.7098585773835551, 'x6': 0.4411172531249181, 'x7': 0.169496732926689, 'x8': 0.6908322531775686, 'x9': 0.1912248886366842, 'x10': 0.7208797717527023, 'x11': 0.165379972089419, 'x12': 0.2204632636168427, 'x13': 0.3778814556855133, 'x14': 0.5628388628126387, 'x15': 0.6653871647207361, 'x16': 0.9937469981451204, 'x17': 0.2238284055245382, 'x18': 0.7950485187163652, 'x19': 0.3308521156370547, 'x20': 0.016891292439995, 'x21': 0.1522244133720105, 'x22': 0.7318654338745518, 'x23': 0.0007523722694035, 'x24': 0.0445470756897057, 'x25': 0.9181502041579646, 'x26': 0.7775724505740216, 'x27': 0.6639064034812518, 'x28': 0.8262397867185638, 'x29': 0.6125343982838417, 'problem': 'zdt2'}",5.114541586999621,0.632,5.262
"{'x0': 0.0117336916484821, 'x1': 0.6371287256485784, 'x2': 0.9917529813290163, 'x3': 0.4534236630977367, 'x4': 0.782024270065602, 'x5': 0.3367772465796489, 'x6': 0.5517910733793466, 'x7': 0.6445097356600393, 'x8': 0.1861982225028867, 'x9': 0.2119726570749786, 'x10': 0.2200183362136051, 'x11': 0.369980072411648, 'x12': 0.8031581655276423, 'x13': 0.6157219880332441, 'x14': 0.9203240986480636, 'x15': 0.6186333263588406, 'x16': 0.618489141141431, 'x17': 0.1074193037058069, 'x18': 0.3022015981494396, 'x19': 0.5777649745009756, 'x20': 0.8537913476952381, 'x21': 0.8431349270051581, 'x22': 0.9655984704736504, 'x23': 0.0915609245012352, 'x24': 0.9608070155143454, 'x25': 0.5653848299571601, 'x26': 0.4525565225618063, 'x27': 0.4191889449382259, 'x28': 0.1589923991672844, 'x29': 0.2454961857699651, 'problem': 'zdt2'}",5.114755934999266,0.012,5.812
"{'x0': 0.8089277290039303, 'x1': 0.0871713407032849, 'x2': 0.8397032407324836, 'x3': 0.8557475118330274, 'x4': 0.2895743873979225, 'x5': 0.4586909646400914, 'x6': 0.5854230909384444, 'x7': 0.6554256650094753, 'x8': 0.613246586436648, 'x9': 0.6868882101197789, 'x10': 0.716491622753587, 'x11': 0.5347864282364988, 'x12': 0.1100467145026358, 'x13': 0.2586209230198831, 'x14': 0.5641198434651354, 'x15': 0.6646746453392138, 'x16': 0.3892922994553575, 'x17': 0.2244000849182243, 'x18': 0.4530057028055202, 'x19': 0.9805886819493868, 'x20': 0.4807262435127559, 'x21': 0.518948858832485, 'x22': 0.1985475730175816, 'x23': 0.2906671467699682, 'x24': 0.2861834599850243, 'x25': 0.7034320172971935, 'x26': 0.8457099713817758, 'x27': 0.3465915319804824, 'x28': 0.2420213006254792, 'x29': 0.9792925308328326, 'problem': 'zdt2'}",5.114776454998719,0.809,5.495
"{'x0': 0.3318962395064105, 'x1': 0.3051687006285105, 'x2': 0.5140159348418631, 'x3': 0.6820460674198163, 'x4': 0.0534505221758631, 'x5': 0.5325870298064671, 'x6': 0.8566082944306751, 'x7': 0.0843212554862986, 'x8': 0.4619008145580887, 'x9': 0.2232986704510675, 'x10': 0.5604366425486743, 'x11': 0.2121801460529097, 'x12': 0.8181400483245083, 'x13': 0.0872326804083687, 'x14': 0.6684994894021044, 'x15': 0.0884466937483086, 'x16': 0.4174319864754522, 'x17': 0.1373225052003723, 'x18': 0.9677441833818488, 'x19': 0.2167799265640357, 'x20': 0.8730186471368041, 'x21': 0.6418603057692082, 'x22': 0.2095294654577143, 'x23': 0.9416331439849976, 'x24': 0.0241967133218554, 'x25': 0.5912532555672776, 'x26': 0.684380735603344, 'x27': 0.0744917752886209, 'x28': 0.7275574399680271, 'x29': 0.8881848404240043, 'problem': 'zdt2'}",5.114578165999774,0.332,5.182
"{'x0': 0.0755218404884524, 'x1': 0.2030364241425404, 'x2': 0.5154536335948228, 'x3': 0.880370307790128, 'x4': 0.3137116253167025, 'x5': 0.0160983911593716, 'x6': 0.9360955957404072, 'x7': 0.8116604319650828, 'x8': 0.0369261653067909, 'x9': 0.2863261897031373, 'x10': 0.5098140528427204, 'x11': 0.7371996574354001, 'x12': 0.204074010677445, 'x13': 0.6660898961449336, 'x14': 0.3590737863683639, 'x15': 0.325018065323273, 'x16': 0.0626091660166016, 'x17': 0.3471506780645617, 'x18': 0.0500651378908975, 'x19': 0.2990265389547124, 'x20': 0.6528103572410339, 'x21': 0.1505601063540408, 'x22': 0.4777575567651515, 'x23': 0.7682729640744805, 'x24': 0.3974236265113042, 'x25': 0.8492903079469286, 'x26': 0.322744751151938, 'x27': 0.0458322358759084, 'x28': 0.0971037264086652, 'x29': 0.9707262609716892, 'problem': 'zdt2'}",5.11463234599978,0.076,4.814
"{'x0': 0.0472829470115176, 'x1': 0.8700909846327255, 'x2': 0.0736849073721339, 'x3': 0.6478571422048941, 'x4': 0.7202868360923715, 'x5': 0.2001180272078042, 'x6': 0.8732167509288101, 'x7': 0.2203037500098561, 'x8': 0.349091565290695, 'x9': 0.3659798761295473, 'x10': 0.0831646694662504, 'x11': 0.4623076765175206, 'x12': 0.8156120952534863, 'x13': 0.4867336900486754, 'x14': 0.3119589222898288, 'x15': 0.2373578504214867, 'x16': 0.6794176267802537, 'x17': 0.3042488338502678, 'x18': 0.1976839711111709, 'x19': 0.0030640767998868, 'x20': 0.6535407067698967, 'x21': 0.7234073517419773, 'x22': 0.3710769846681588, 'x23': 0.4827081648660878, 'x24': 0.234451405001583, 'x25': 0.2191573178250653, 'x26': 0.5192517510499534, 'x27': 0.8739660326920431, 'x28': 0.6444135591535837, 'x29': 0.6790452681545068, 'problem': 'zdt2'}",5.11470316499981,0.047,5.128
"{'x0': 0.4247167987400424, 'x1': 0.1471619280249358, 'x2': 0.8237477414749468, 'x3': 0.1672251521714843, 'x4': 0.1501646576236639, 'x5': 0.264631298006171, 'x6': 0.785159365941686, 'x7': 0.4200586493337273, 'x8': 0.9374087926699964, 'x9': 0.8432013603557407, 'x10': 0.9727605661966506, 'x11': 0.3056173187705564, 'x12': 0.1308845791565964, 'x13': 0.774898220009767, 'x14': 0.7941625660892202, 'x15': 0.1958775452017714, 'x16': 0.1595165492829912, 'x17': 0.6620810211280331, 'x18': 0.906007283614116, 'x19': 0.3225364402137276, 'x20': 0.2028144087360357, 'x21': 0.289710178902354, 'x22': 0.7980228558977568, 'x23': 0.3597622813223587, 'x24': 0.4612285967374211, 'x25': 0.9877423474765272, 'x26': 0.0551381296203143, 'x27': 0.3417229101817327, 'x28': 0.8061515795215851, 'x29': 0.5573840385867992, 'problem': 'zdt2'}",5.114655945999402,0.425,5.506
