candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.15, 'x1': -6.0, 'x2': -6.0, 'x3': -6.0, 'x4': -6.0, 'x5': -6.0, 'x6': -6.0, 'x7': -6.0, 'x8': -6.0, 'x9': -6.0}, {'x0': 0.1, 'x1': -7.0, 'x2': -7.0, 'x3': -7.0, 'x4': -7.0, 'x5': -7.0, 'x6': -7.0, 'x7': -7.0, 'x8': -7.0, 'x9': -7.0}, {'x0': 0.2, 'x1': -5.0, 'x2': -5.0, 'x3': -5.0, 'x4': -5.0, 'x5': -5.0, 'x6': -5.0, 'x7': -5.0, 'x8': -5.0, 'x9': -5.0}, {'x0': 0.03, 'x1': -8.0, 'x2': -8.0, 'x3': -8.0, 'x4': -8.0, 'x5': -8.0, 'x6': -8.0, 'x7': -8.0, 'x8': -8.0, 'x9': -8.0}, {'x0': 0.02, 'x1': -9.0, 'x2': -9.0, 'x3': -9.0, 'x4': -9.0, 'x5': -9.0, 'x6': -9.0, 'x7': -9.0, 'x8': -9.0, 'x9': -9.0}]","{'x0': 0.15, 'x1': -6.0, 'x2': -6.0, 'x3': -6.0, 'x4': -6.0, 'x5': -6.0, 'x6': -6.0, 'x7': -6.0, 'x8': -6.0, 'x9': -6.0}",0
"[{'x0': 0.15, 'x1': -9.3, 'x2': -9.0, 'x3': -8.0, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}, {'x0': 0.4, 'x1': -7.0, 'x2': -7.5, 'x3': -5.5, 'x4': -4.5, 'x5': -3.5, 'x6': -2.5, 'x7': -1.5, 'x8': -0.5, 'x9': 0.1}, {'x0': 0.05, 'x1': -9.1, 'x2': -9.2, 'x3': -8.7, 'x4': -7.7, 'x5': -6.7, 'x6': -5.7, 'x7': -4.7, 'x8': -3.7, 'x9': -2.7}, {'x0': 0.03, 'x1': -9.6, 'x2': -9.3, 'x3': -8.9, 'x4': -7.9, 'x5': -6.9, 'x6': -5.9, 'x7': -4.9, 'x8': -3.9, 'x9': -2.9}, {'x0': 0.2, 'x1': -8.8, 'x2': -8.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.0}]","{'x0': 0.15, 'x1': -9.3, 'x2': -9.0, 'x3': -8.0, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}",0
"[{'x0': 0.2, 'x1': -8.0, 'x2': -8.0, 'x3': -8.0, 'x4': -8.0, 'x5': -8.0, 'x6': -7.0, 'x7': -6.0, 'x8': -5.0, 'x9': -4.0}, {'x0': 0.05, 'x1': -9.0, 'x2': -9.0, 'x3': -9.0, 'x4': -9.0, 'x5': -9.0, 'x6': -9.0, 'x7': -9.0, 'x8': -9.0, 'x9': -9.0}, {'x0': 0.25, 'x1': -7.5, 'x2': -7.5, 'x3': -7.5, 'x4': -7.5, 'x5': -7.5, 'x6': -7.5, 'x7': -7.5, 'x8': -7.5, 'x9': -7.5}, {'x0': 0.1, 'x1': -9.8, 'x2': -8.8, 'x3': -7.8, 'x4': -6.8, 'x5': -5.8, 'x6': -4.8, 'x7': -3.8, 'x8': -2.8, 'x9': -1.8}, {'x0': 0.15, 'x1': -10.0, 'x2': -10.0, 'x3': -10.0, 'x4': -10.0, 'x5': -10.0, 'x6': -10.0, 'x7': -10.0, 'x8': -10.0, 'x9': -10.0}]","{'x0': 0.2, 'x1': -8.0, 'x2': -8.0, 'x3': -8.0, 'x4': -8.0, 'x5': -8.0, 'x6': -7.0, 'x7': -6.0, 'x8': -5.0, 'x9': -4.0}",0
"[{'x0': 0.06, 'x1': -8.8, 'x2': -8.5, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}, {'x0': 0.05, 'x1': -9.2, 'x2': -9.2, 'x3': -8.2, 'x4': -7.2, 'x5': -6.2, 'x6': -5.2, 'x7': -4.2, 'x8': -3.2, 'x9': -2.2}, {'x0': 0.04, 'x1': -8.5, 'x2': -8.0, 'x3': -7.0, 'x4': -5.5, 'x5': -4.5, 'x6': -3.5, 'x7': -2.5, 'x8': -1.5, 'x9': -0.5}, {'x0': 0.03, 'x1': -9.0, 'x2': -9.0, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.07, 'x1': -9.4, 'x2': -9.1, 'x3': -8.1, 'x4': -7.1, 'x5': -6.1, 'x6': -5.1, 'x7': -4.1, 'x8': -3.1, 'x9': -2.1}]","{'x0': 0.06, 'x1': -8.8, 'x2': -8.5, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}",0
"[{'x0': 0.04, 'x1': -9.5, 'x2': -9.5, 'x3': -9.5, 'x4': -9.5, 'x5': -9.5, 'x6': -9.5, 'x7': -9.5, 'x8': -9.5, 'x9': -9.5}, {'x0': 0.08, 'x1': -8.5, 'x2': -8.5, 'x3': -8.5, 'x4': -8.5, 'x5': -8.5, 'x6': -8.5, 'x7': -8.5, 'x8': -8.5, 'x9': -8.5}, {'x0': 0.03, 'x1': -9.0, 'x2': -9.0, 'x3': -9.0, 'x4': -9.0, 'x5': -9.0, 'x6': -9.0, 'x7': -9.0, 'x8': -9.0, 'x9': -9.0}, {'x0': 0.07, 'x1': -9.7, 'x2': -8.9, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.09, 'x1': -9.8, 'x2': -9.2, 'x3': -8.8, 'x4': -8.0, 'x5': -7.0, 'x6': -6.0, 'x7': -5.0, 'x8': -4.0, 'x9': -3.0}]","{'x0': 0.08, 'x1': -8.5, 'x2': -8.5, 'x3': -8.5, 'x4': -8.5, 'x5': -8.5, 'x6': -8.5, 'x7': -8.5, 'x8': -8.5, 'x9': -8.5}",1
"[{'x0': 0.3, 'x1': -8.0, 'x2': -7.5, 'x3': -7.0, 'x4': -6.0, 'x5': -5.0, 'x6': -4.0, 'x7': -3.0, 'x8': -2.0, 'x9': -1.0}, {'x0': 0.4, 'x1': -6.5, 'x2': -6.0, 'x3': -5.0, 'x4': -4.0, 'x5': -3.0, 'x6': -2.0, 'x7': -1.0, 'x8': 0.0, 'x9': 0.5}, {'x0': 0.05, 'x1': -8.0, 'x2': -7.5, 'x3': -8.0, 'x4': -7.5, 'x5': -6.5, 'x6': -5.5, 'x7': -4.5, 'x8': -3.5, 'x9': -2.5}, {'x0': 0.1, 'x1': -7.5, 'x2': -7.0, 'x3': -6.5, 'x4': -6.0, 'x5': -5.5, 'x6': -5.0, 'x7': -4.5, 'x8': -4.0, 'x9': -3.5}, {'x0': 0.02, 'x1': -9.0, 'x2': -9.0, 'x3': -9.0, 'x4': -9.0, 'x5': -9.0, 'x6': -9.0, 'x7': -9.0, 'x8': -9.0, 'x9': -9.0}]","{'x0': 0.3, 'x1': -8.0, 'x2': -7.5, 'x3': -7.0, 'x4': -6.0, 'x5': -5.0, 'x6': -4.0, 'x7': -3.0, 'x8': -2.0, 'x9': -1.0}",0
"[{'x0': 0.02, 'x1': -9.4, 'x2': -9.4, 'x3': -9.4, 'x4': -9.4, 'x5': -9.4, 'x6': -9.4, 'x7': -9.4, 'x8': -9.4, 'x9': -9.4}, {'x0': 0.01, 'x1': -9.7, 'x2': -9.7, 'x3': -9.7, 'x4': -9.7, 'x5': -9.7, 'x6': -9.7, 'x7': -9.7, 'x8': -9.7, 'x9': -9.7}, {'x0': 0.03, 'x1': -9.8, 'x2': -9.8, 'x3': -9.8, 'x4': -9.8, 'x5': -9.8, 'x6': -9.8, 'x7': -9.8, 'x8': -9.8, 'x9': -9.8}, {'x0': 0.05, 'x1': -9.9, 'x2': -9.9, 'x3': -9.9, 'x4': -9.9, 'x5': -9.9, 'x6': -9.9, 'x7': -9.9, 'x8': -9.9, 'x9': -9.9}, {'x0': 0.04, 'x1': -9.6, 'x2': -9.6, 'x3': -9.6, 'x4': -9.6, 'x5': -9.6, 'x6': -9.6, 'x7': -9.6, 'x8': -9.6, 'x9': -9.6}]","{'x0': 0.02, 'x1': -9.4, 'x2': -9.4, 'x3': -9.4, 'x4': -9.4, 'x5': -9.4, 'x6': -9.4, 'x7': -9.4, 'x8': -9.4, 'x9': -9.4}",0
"[{'x0': 0.1, 'x1': -9.5, 'x2': -9.0, 'x3': -9.0, 'x4': -8.5, 'x5': -7.5, 'x6': -6.5, 'x7': -5.5, 'x8': -4.5, 'x9': -3.5}, {'x0': 0.09, 'x1': -9.1, 'x2': -9.2, 'x3': -9.3, 'x4': -9.4, 'x5': -9.5, 'x6': -9.6, 'x7': -9.7, 'x8': -9.8, 'x9': -9.9}, {'x0': 0.4, 'x1': -7.0, 'x2': -6.5, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.0}, {'x0': 0.05, 'x1': -9.0, 'x2': -9.0, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.25, 'x1': -8.0, 'x2': -8.0, 'x3': -7.0, 'x4': -4.0, 'x5': -3.0, 'x6': -2.0, 'x7': -1.0, 'x8': 0.0, 'x9': 0.5}]","{'x0': 0.1, 'x1': -9.5, 'x2': -9.0, 'x3': -9.0, 'x4': -8.5, 'x5': -7.5, 'x6': -6.5, 'x7': -5.5, 'x8': -4.5, 'x9': -3.5}",0
"[{'x0': 0.01, 'x1': -10, 'x2': -10, 'x3': -10, 'x4': -10, 'x5': -10, 'x6': -10, 'x7': -10, 'x8': -10, 'x9': -10}, {'x0': 0.05, 'x1': -9.8, 'x2': -9.6, 'x3': -9.4, 'x4': -9.2, 'x5': -9.0, 'x6': -8.8, 'x7': -8.6, 'x8': -8.4, 'x9': -8.2}, {'x0': 0.03, 'x1': -9.6, 'x2': -9.4, 'x3': -9.2, 'x4': -9.0, 'x5': -8.8, 'x6': -8.6, 'x7': -8.4, 'x8': -8.2, 'x9': -8.0}, {'x0': 0.04, 'x1': -9.9, 'x2': -9.7, 'x3': -9.5, 'x4': -9.3, 'x5': -9.1, 'x6': -8.9, 'x7': -8.7, 'x8': -8.5, 'x9': -8.3}, {'x0': 0.09, 'x1': -8.9, 'x2': -8.7, 'x3': -8.5, 'x4': -8.3, 'x5': -8.1, 'x6': -7.9, 'x7': -7.7, 'x8': -7.5, 'x9': -7.3}]","{'x0': 0.01, 'x1': -10, 'x2': -10, 'x3': -10, 'x4': -10, 'x5': -10, 'x6': -10, 'x7': -10, 'x8': -10, 'x9': -10}",0
"[{'x0': 0.4, 'x1': -10.0, 'x2': -9.0, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.05, 'x1': -9.0, 'x2': -9.5, 'x3': -9.0, 'x4': -8.0, 'x5': -7.0, 'x6': -6.0, 'x7': -5.0, 'x8': -4.0, 'x9': -3.0}, {'x0': 0.07, 'x1': -10.0, 'x2': -8.0, 'x3': -6.0, 'x4': -4.0, 'x5': -2.0, 'x6': 0.0, 'x7': 0.5, 'x8': 1.0, 'x9': 1.5}, {'x0': 0.15, 'x1': -9.5, 'x2': -9.5, 'x3': -9.5, 'x4': -9.5, 'x5': -9.5, 'x6': -9.5, 'x7': -9.5, 'x8': -9.5, 'x9': -9.5}, {'x0': 0.35, 'x1': -8.0, 'x2': -9.0, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}]","{'x0': 0.4, 'x1': -10.0, 'x2': -9.0, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}",0
"[{'x0': 0.02, 'x1': -9.7, 'x2': -9.8, 'x3': -9.6, 'x4': -9.1, 'x5': -8.0, 'x6': -7.0, 'x7': -6.0, 'x8': -5.0, 'x9': -4.0}, {'x0': 0.01, 'x1': -9.0, 'x2': -9.0, 'x3': -9.0, 'x4': -9.0, 'x5': -9.0, 'x6': -9.0, 'x7': -9.0, 'x8': -9.0, 'x9': -9.0}, {'x0': 0.04, 'x1': -9.8, 'x2': -9.7, 'x3': -9.4, 'x4': -9.0, 'x5': -8.0, 'x6': -7.0, 'x7': -6.0, 'x8': -5.0, 'x9': -2.0}, {'x0': 0.03, 'x1': -10.0, 'x2': -9.5, 'x3': -9.2, 'x4': -8.5, 'x5': -7.5, 'x6': -6.5, 'x7': -5.5, 'x8': -4.5, 'x9': -3.5}, {'x0': 0.05, 'x1': -9.6, 'x2': -9.4, 'x3': -8.7, 'x4': -7.6, 'x5': -6.6, 'x6': -5.6, 'x7': -4.6, 'x8': -3.6, 'x9': -2.6}]","{'x0': 0.02, 'x1': -9.7, 'x2': -9.8, 'x3': -9.6, 'x4': -9.1, 'x5': -8.0, 'x6': -7.0, 'x7': -6.0, 'x8': -5.0, 'x9': -4.0}",0
"[{'x0': 0.09, 'x1': -9.4, 'x2': -9.2, 'x3': -9.0, 'x4': -8.0, 'x5': -7.0, 'x6': -6.0, 'x7': -5.0, 'x8': -4.0, 'x9': -3.0}, {'x0': 0.05, 'x1': -9.2, 'x2': -8.9, 'x3': -7.8, 'x4': -6.8, 'x5': -5.8, 'x6': -4.8, 'x7': -3.8, 'x8': -2.8, 'x9': -1.8}, {'x0': 0.04, 'x1': -9.5, 'x2': -9.5, 'x3': -8.5, 'x4': -7.5, 'x5': -6.5, 'x6': -5.5, 'x7': -4.5, 'x8': -3.5, 'x9': -2.5}, {'x0': 0.03, 'x1': -9.0, 'x2': -9.0, 'x3': -9.0, 'x4': -8.0, 'x5': -7.0, 'x6': -6.0, 'x7': -5.0, 'x8': -4.0, 'x9': -3.0}, {'x0': 0.07, 'x1': -8.0, 'x2': -7.5, 'x3': -7.0, 'x4': -6.0, 'x5': -5.0, 'x6': -4.0, 'x7': -3.0, 'x8': -2.0, 'x9': -1.0}]","{'x0': 0.07, 'x1': -8.0, 'x2': -7.5, 'x3': -7.0, 'x4': -6.0, 'x5': -5.0, 'x6': -4.0, 'x7': -3.0, 'x8': -2.0, 'x9': -1.0}",4
