x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.85,0.75,0.65,0.55,0.45,0.35,0.25,0.15,0.05,0.0,1.0,0.8,0.6,0.4,0.2,0.3,0.7,0.9,0.1,0.5
0.9,0.1,0.5,0.3,0.7,0.2,0.4,0.6,0.8,0.3,0.4,0.5,0.1,0.2,0.7,0.9,0.8,0.6,0.5,0.3,0.2,0.1,0.9,0.4,0.7,0.6,0.3,0.1,0.2,0.5
0.5,0.5,0.4,0.4,0.6,0.6,0.3,0.7,0.2,0.8,0.9,0.1,0.3,0.8,0.2,0.4,0.6,0.5,0.7,0.1,0.2,0.9,0.3,0.4,0.1,0.5,0.2,0.6,0.8,0.4
0.8,0.3,0.2,0.1,0.9,0.4,0.6,0.5,0.7,0.3,0.2,0.4,0.8,0.1,0.9,0.5,0.7,0.6,0.4,0.2,0.1,0.3,0.5,0.9,0.8,0.7,0.6,0.1,0.4,0.2
0.4,0.6,0.5,0.9,0.2,0.3,0.1,0.8,0.7,0.6,0.5,0.4,0.3,0.9,0.2,0.5,0.1,0.8,0.7,0.3,0.2,0.9,0.4,0.6,0.1,0.7,0.5,0.4,0.8,0.2
0.2,0.5,0.1,0.3,0.4,0.2,0.8,0.6,0.5,0.3,0.1,0.4,0.2,0.6,0.7,0.5,0.3,0.4,0.2,0.1,0.3,0.7,0.6,0.5,0.4,0.3,0.2,0.8,0.9,0.1
0.01,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.85,0.75,0.65,0.55,0.45,0.35,0.25,0.15,0.05,0.0,0.8,0.6,0.4,0.3,0.2,0.1,0.9,0.4,0.5
0.3,0.2,0.1,0.4,0.5,0.6,0.7,0.8,0.9,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.2,0.1,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.2,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.2,0.3,0.1,0.4,0.5,0.6,0.7,0.8,0.9,0.4,0.3,0.2,0.1,0.5,0.6,0.4,0.3,0.2,0.1,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1
0.02,0.11,0.21,0.31,0.41,0.51,0.61,0.71,0.81,0.91,0.49,0.59,0.29,0.39,0.19,0.09,0.39,0.29,0.19,0.09,0.49,0.69,0.79,0.89,0.99,0.19,0.09,0.89,0.69,0.59
0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.05
0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.0
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.85,0.75,0.65,0.55,0.45,0.35,0.25,0.15,0.05,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.99
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
