prompt_cost,completion_cost,total_cost
0.00040919999999999997,0.002094,0.0025031999999999997
0.00053475,0.0022925999999999997,0.0028273499999999997
0.00044309999999999993,0.0029999999999999996,0.0034430999999999997
0.00044309999999999993,0.0027215999999999994,0.0031646999999999995
0.0005671499999999999,0.0015078,0.00207495
0.00047819999999999997,0.0028404,0.0033185999999999997
0.0006037499999999999,0.0029999999999999996,0.0036037499999999993
0.0006037499999999999,0.0029999999999999996,0.0036037499999999993
0.0006037499999999999,0.0029999999999999996,0.0036037499999999993
0.0006037499999999999,0.0029999999999999996,0.0036037499999999993
0.0006037499999999999,0.0029999999999999996,0.0036037499999999993
0.0006037499999999999,0.002103,0.00270675
0.0005129999999999999,0.0029999999999999996,0.0035129999999999996
0.0005129999999999999,0.0029999999999999996,0.0035129999999999996
0.0005129999999999999,0.0020748,0.0025878
0.0006349499999999999,0.0018035999999999998,0.00243855
0.00054555,0.0029999999999999996,0.0035455499999999997
0.00054555,0.0027167999999999997,0.00326235
0.0006701999999999999,0.0017874,0.0024576
0.0005785499999999999,0.0029999999999999996,0.00357855
0.0005785499999999999,0.0029999999999999996,0.00357855
0.0005785499999999999,0.0029999999999999996,0.00357855
0.0005785499999999999,0.0020429999999999997,0.0026215499999999994
0.0007021499999999999,0.0010217999999999998,0.0017239499999999997
0.0006134999999999999,0.0023009999999999997,0.0029144999999999996
0.0007397999999999999,0.0017099999999999997,0.0024497999999999994
0.00064635,0.0029999999999999996,0.0036463499999999996
0.00064635,0.0029999999999999996,0.0036463499999999996
0.00064635,0.0022643999999999997,0.0029107499999999997
0.00076755,0.0012575999999999998,0.00202515
0.0006778499999999999,0.0024227999999999997,0.0031006499999999995
0.0007970999999999999,0.0029999999999999996,0.0037970999999999994
0.0007970999999999999,0.0011316,0.0019286999999999998
0.00070815,0.0029682,0.0036763499999999997
0.0008335499999999999,0.0029999999999999996,0.0038335499999999994
0.0008335499999999999,0.0029999999999999996,0.0038335499999999994
0.0008335499999999999,0.0019548,0.0027883499999999998
0.00074205,0.0024468,0.00318885
0.0008656499999999999,0.0029999999999999996,0.0038656499999999996
0.0008656499999999999,0.0029999999999999996,0.0038656499999999996
0.0008656499999999999,0.001527,0.0023926499999999996
0.0007748999999999999,0.0023196,0.0030944999999999996
0.0008993999999999999,0.0013151999999999999,0.0022145999999999997
0.0008076,0.001914,0.0027216
0.0009304499999999999,0.0029999999999999996,0.003930449999999999
0.0009304499999999999,0.0009263999999999999,0.0018568499999999997
0.00083805,0.0017621999999999998,0.0026002499999999997
0.0009614999999999999,0.00147,0.0024314999999999996
0.0008710499999999998,0.0018323999999999999,0.0027034499999999996
0.0009962999999999999,0.0018383999999999998,0.0028347
0.0009037499999999999,0.0019866,0.00289035
0.0010298999999999998,0.002211,0.0032408999999999997
0.0009376499999999998,0.0017507999999999998,0.0026884499999999998
0.0010631999999999998,0.0012642,0.0023274
0.0009706499999999999,0.0026279999999999997,0.0035986499999999997
0.0010968,0.0015228,0.0026195999999999997
0.0010033499999999999,0.0028499999999999997,0.0038533499999999993
0.0011279999999999999,0.0029105999999999997,0.0040386
0.0010355999999999998,0.0029999999999999996,0.004035599999999999
0.0010355999999999998,0.0020903999999999996,0.0031259999999999994
0.0011588999999999998,0.0008003999999999999,0.0019592999999999998
0.0010683,0.0022283999999999997,0.0032966999999999996
0.00119445,0.002238,0.00343245
0.001101,0.0022475999999999998,0.0033485999999999998
0.0012269999999999998,0.0029999999999999996,0.004227
0.0012269999999999998,0.0029999999999999996,0.004227
0.0012269999999999998,0.0029999999999999996,0.004227
0.0012269999999999998,0.0029999999999999996,0.004227
0.0012269999999999998,0.0015593999999999998,0.0027863999999999996
0.0011338499999999998,0.001914,0.0030478499999999995
0.0012599999999999998,0.0029999999999999996,0.00426
0.0012599999999999998,0.0025632,0.0038231999999999997
0.0011667,0.0028314,0.0039981
0.0012907499999999998,0.0008165999999999999,0.0021073499999999996
0.0012018,0.0028943999999999997,0.0040961999999999995
0.00132375,0.0019331999999999997,0.0032569499999999998
0.0012369,0.0020604,0.0032973
0.0013622999999999999,0.0029999999999999996,0.0043622999999999995
0.0013622999999999999,0.0029999999999999996,0.0043622999999999995
0.0013622999999999999,0.0010541999999999997,0.0024164999999999994
0.0012697499999999998,0.0018749999999999997,0.0031447499999999995
0.0012697499999999998,0.0017411999999999998,0.0030109499999999997
0.00139545,0.0019619999999999998,0.0033574499999999997
0.0013048499999999998,0.0026249999999999997,0.0039298499999999995
0.0014270999999999997,0.0005591999999999999,0.0019863
0.0013376999999999998,0.0026508,0.0039885
0.0014634,0.0029999999999999996,0.004463399999999999
0.0014634,0.0029999999999999996,0.004463399999999999
0.0014634,0.0013968,0.0028602
0.0013706999999999999,0.0029999999999999996,0.0043707
0.0013706999999999999,0.0018012,0.0031719
0.0014960999999999998,0.0029999999999999996,0.004496099999999999
0.0014960999999999998,0.0012707999999999999,0.0027668999999999997
0.00140355,0.0026645999999999996,0.0040681499999999995
0.0015272999999999999,0.0021468,0.0036740999999999996
0.0014374499999999998,0.0023981999999999996,0.0038356499999999995
0.001563,0.0029999999999999996,0.004562999999999999
0.001563,0.000954,0.002517
0.0014724,0.0023723999999999998,0.0038447999999999998
0.0015986999999999998,0.0012887999999999999,0.0028874999999999994
0.0015050999999999999,0.0023184,0.0038234999999999996
0.0016259999999999998,0.0023082,0.0039342
0.0015354,0.0010686,0.002604
0.0016634999999999998,0.0007559999999999999,0.0024194999999999998
0.0015692999999999998,0.0015731999999999999,0.0031424999999999995
0.001692,0.0026994,0.0043914
0.0016014,0.0029555999999999996,0.004556999999999999
0.0017255999999999999,0.0023171999999999997,0.004042799999999999
0.0016354499999999999,0.0017561999999999999,0.0033916499999999995
0.0017605499999999998,0.0029999999999999996,0.00476055
0.0017605499999999998,0.0029999999999999996,0.00476055
0.0017605499999999998,0.0010776,0.00283815
0.0016681499999999998,0.002154,0.00382215
0.0017945999999999997,0.0017783999999999999,0.003573
0.0017945999999999997,0.0029999999999999996,0.0047945999999999996
0.0017945999999999997,0.0025896,0.0043841999999999996
0.0017945999999999997,0.0014981999999999999,0.0032927999999999994
0.00170115,0.0022722,0.00397335
0.0018263999999999997,0.0014034,0.0032297999999999997
0.0017336999999999997,0.0019421999999999998,0.0036758999999999993
0.0018582,0.0029999999999999996,0.0048582
0.0018582,0.0029999999999999996,0.0048582
0.0018582,0.0006557999999999999,0.0025139999999999997
0.0017675999999999998,0.0020675999999999997,0.0038351999999999995
0.0018929999999999997,0.0021732,0.0040662
0.0018015,0.0017813999999999998,0.0035829
0.0019277999999999997,0.0019655999999999996,0.003893399999999999
0.0018365999999999999,0.0018629999999999999,0.0036996
0.0019629,0.0016991999999999999,0.0036620999999999997
0.0018715499999999998,0.0019391999999999999,0.00381075
0.0019968,0.0029999999999999996,0.004996799999999999
0.0019968,0.0029928,0.0049896
0.0019066499999999998,0.0021534,0.00406005
0.00202935,0.0015899999999999998,0.00361935
