candidate_evaluations,hypervolume_contributions
"[{'F1': 7.5, 'Latency': 26.5}, {'F1': 8.5, 'Latency': 27.0}, {'F1': 8.0, 'Latency': 26.0}, {'F1': 7.0, 'Latency': 26.2}, {'F1': 8.2, 'Latency': 26.8}, {'F1': 20.0, 'Latency': 19.0}, {'F1': 18.0, 'Latency': 20.0}, {'F1': 22.0, 'Latency': 18.0}, {'F1': 17.0, 'Latency': 21.0}, {'F1': 21.0, 'Latency': 19.5}, {'F1': 18.5, 'Latency': 18.5}, {'F1': 9.5, 'Latency': 26.5}, {'F1': 16.5, 'Latency': 20.5}, {'F1': 10.5, 'Latency': 25.5}, {'F1': 11.5, 'Latency': 24.5}]","[0.00489491267878972, 0.0, 0.006851427743112315, 0.01049477966340362, 0.0010124618702886945, 0.0, 0.0700989170645987, 0.0, 0.08886534305085059, 0.0, 0.06476222023169953, 0.0, 0.11527854651509073, 0.016073358174321095, 0.06871604089795136]"
"[{'F1': 7.5, 'Latency': 26.5}, {'F1': 8.5, 'Latency': 27.0}, {'F1': 8.0, 'Latency': 26.0}, {'F1': 7.0, 'Latency': 26.2}, {'F1': 8.2, 'Latency': 26.8}, {'F1': 20.0, 'Latency': 19.0}, {'F1': 18.0, 'Latency': 20.0}, {'F1': 22.0, 'Latency': 18.0}, {'F1': 17.0, 'Latency': 21.0}, {'F1': 21.0, 'Latency': 19.5}, {'F1': 18.5, 'Latency': 18.5}, {'F1': 9.5, 'Latency': 26.5}, {'F1': 16.5, 'Latency': 20.5}, {'F1': 10.5, 'Latency': 25.5}, {'F1': 11.5, 'Latency': 24.5}]","[0.00489491267878972, 0.0, 0.006851427743112315, 0.01049477966340362, 0.0010124618702886945, 0.0, 0.0700989170645987, 0.0, 0.08886534305085059, 0.0, 0.06476222023169953, 0.0, 0.11527854651509073, 0.016073358174321095, 0.06871604089795136]"
"[{'F1': 7.5, 'Latency': 26.5}, {'F1': 8.5, 'Latency': 27.0}, {'F1': 8.0, 'Latency': 26.0}, {'F1': 7.0, 'Latency': 26.2}, {'F1': 8.2, 'Latency': 26.8}, {'F1': 20.0, 'Latency': 19.0}, {'F1': 18.0, 'Latency': 20.0}, {'F1': 22.0, 'Latency': 18.0}, {'F1': 17.0, 'Latency': 21.0}, {'F1': 21.0, 'Latency': 19.5}, {'F1': 18.5, 'Latency': 18.5}, {'F1': 9.5, 'Latency': 26.5}, {'F1': 16.5, 'Latency': 20.5}, {'F1': 10.5, 'Latency': 25.5}, {'F1': 11.5, 'Latency': 24.5}]","[0.00489491267878972, 0.0, 0.006851427743112315, 0.01049477966340362, 0.0010124618702886945, 0.0, 0.0700989170645987, 0.0, 0.08886534305085059, 0.0, 0.06476222023169953, 0.0, 0.11527854651509073, 0.016073358174321095, 0.06871604089795136]"
"[{'F1': 7.5, 'Latency': 26.5}, {'F1': 8.5, 'Latency': 27.0}, {'F1': 8.0, 'Latency': 26.0}, {'F1': 7.0, 'Latency': 26.2}, {'F1': 8.2, 'Latency': 26.8}, {'F1': 20.0, 'Latency': 19.0}, {'F1': 18.0, 'Latency': 20.0}, {'F1': 22.0, 'Latency': 18.0}, {'F1': 17.0, 'Latency': 21.0}, {'F1': 21.0, 'Latency': 19.5}, {'F1': 18.5, 'Latency': 18.5}, {'F1': 9.5, 'Latency': 26.5}, {'F1': 16.5, 'Latency': 20.5}, {'F1': 10.5, 'Latency': 25.5}, {'F1': 11.5, 'Latency': 24.5}]","[0.00489491267878972, 0.0, 0.006851427743112315, 0.01049477966340362, 0.0010124618702886945, 0.0, 0.0700989170645987, 0.0, 0.08886534305085059, 0.0, 0.06476222023169953, 0.0, 0.11527854651509073, 0.016073358174321095, 0.06871604089795136]"
"[{'F1': 9.5, 'Latency': 26}, {'F1': 8.5, 'Latency': 25}, {'F1': 9.2, 'Latency': 25}, {'F1': 9.3, 'Latency': 26}, {'F1': 9.0, 'Latency': 25}, {'F1': 9.5, 'Latency': 24.5}, {'F1': 9.2, 'Latency': 25.5}, {'F1': 9.7, 'Latency': 24.0}, {'F1': 19.0, 'Latency': 18.5}, {'F1': 8.5, 'Latency': 24.5}, {'F1': 9.35, 'Latency': 25.5}, {'F1': 8.85, 'Latency': 24.8}, {'F1': 9.75, 'Latency': 26.2}, {'F1': 9.15, 'Latency': 25.6}, {'F1': 9.55, 'Latency': 25.8}]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01549279800292469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 26}, {'F1': 8.5, 'Latency': 25}, {'F1': 9.2, 'Latency': 25}, {'F1': 9.3, 'Latency': 26}, {'F1': 9.0, 'Latency': 25}, {'F1': 9.5, 'Latency': 24.5}, {'F1': 9.2, 'Latency': 25.5}, {'F1': 9.7, 'Latency': 24.0}, {'F1': 19.0, 'Latency': 18.5}, {'F1': 8.5, 'Latency': 24.5}, {'F1': 9.35, 'Latency': 25.5}, {'F1': 8.85, 'Latency': 24.8}, {'F1': 9.75, 'Latency': 26.2}, {'F1': 9.15, 'Latency': 25.6}, {'F1': 9.55, 'Latency': 25.8}]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01549279800292469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 26}, {'F1': 8.5, 'Latency': 25}, {'F1': 9.2, 'Latency': 25}, {'F1': 9.3, 'Latency': 26}, {'F1': 9.0, 'Latency': 25}, {'F1': 9.5, 'Latency': 24.5}, {'F1': 9.2, 'Latency': 25.5}, {'F1': 9.7, 'Latency': 24.0}, {'F1': 19.0, 'Latency': 18.5}, {'F1': 8.5, 'Latency': 24.5}, {'F1': 9.35, 'Latency': 25.5}, {'F1': 8.85, 'Latency': 24.8}, {'F1': 9.75, 'Latency': 26.2}, {'F1': 9.15, 'Latency': 25.6}, {'F1': 9.55, 'Latency': 25.8}]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01549279800292469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 26}, {'F1': 8.5, 'Latency': 25}, {'F1': 9.2, 'Latency': 25}, {'F1': 9.3, 'Latency': 26}, {'F1': 9.0, 'Latency': 25}, {'F1': 9.5, 'Latency': 24.5}, {'F1': 9.2, 'Latency': 25.5}, {'F1': 9.7, 'Latency': 24.0}, {'F1': 19.0, 'Latency': 18.5}, {'F1': 8.5, 'Latency': 24.5}, {'F1': 9.35, 'Latency': 25.5}, {'F1': 8.85, 'Latency': 24.8}, {'F1': 9.75, 'Latency': 26.2}, {'F1': 9.15, 'Latency': 25.6}, {'F1': 9.55, 'Latency': 25.8}]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01549279800292469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 25.5}, {'F1': 9.0, 'Latency': 26.0}, {'F1': 8.0, 'Latency': 31.0}, {'F1': 10.0, 'Latency': 21.0}, {'F1': 9.5, 'Latency': 25.0}, {'F1': 8.5, 'Latency': 26.0}, {'F1': 8.0, 'Latency': 25.5}, {'F1': 10.0, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 25.5}, {'F1': 7.5, 'Latency': 26.5}, {'F1': 19.87, 'Latency': 17.21}, {'F1': 9.98, 'Latency': 23.04}, {'F1': 8.15, 'Latency': 25.22}, {'F1': 9.57, 'Latency': 26.11}, {'F1': 11.86, 'Latency': 25.21}]","[0.0, 0.0, 0.0, 0.006401665052452099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00021236580529881977, 6.570364495295244e-05, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 25.5}, {'F1': 9.0, 'Latency': 26.0}, {'F1': 8.0, 'Latency': 31.0}, {'F1': 10.0, 'Latency': 21.0}, {'F1': 9.5, 'Latency': 25.0}, {'F1': 8.5, 'Latency': 26.0}, {'F1': 8.0, 'Latency': 25.5}, {'F1': 10.0, 'Latency': 25.0}, {'F1': 11.0, 'Latency': 25.5}, {'F1': 7.5, 'Latency': 26.5}, {'F1': 19.87, 'Latency': 17.21}, {'F1': 9.98, 'Latency': 23.04}, {'F1': 8.15, 'Latency': 25.22}, {'F1': 9.57, 'Latency': 26.11}, {'F1': 11.86, 'Latency': 25.21}]","[0.0, 0.0, 0.0, 0.006401665052452099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00021236580529881977, 6.570364495295244e-05, 0.0, 0.0, 0.0, 0.0]"
