configs,runtime_traj,F1,F2
"{'x0': 0.4015169725221001, 'x1': 0.7994346937094341, 'x2': 0.1715636619425976, 'x3': 0.2515836708595887, 'x4': 0.2792075146266672, 'x5': 0.4251377208059999, 'x6': 0.3675080813736766, 'x7': 0.952175658161162, 'x8': 0.7702926937770767, 'x9': 0.4926914175344066, 'x10': 0.2367445127733138, 'x11': 0.0607616841871534, 'x12': 0.8832797300668621, 'x13': 0.9727580273826362, 'x14': 0.1400139555751126, 'x15': 0.5303248347118161, 'x16': 0.2482259942702773, 'x17': 0.3554411510160483, 'x18': 0.946353415323788, 'x19': 0.4870246768650893, 'x20': 0.9122128295962612, 'x21': 0.612342187147312, 'x22': 0.3607140728414371, 'x23': 0.5165385728477196, 'x24': 0.0928930570414208, 'x25': 0.2542123308543952, 'x26': 0.9167752645646328, 'x27': 0.8578944304143027, 'x28': 0.6597834630924616, 'x29': 0.3568826333871979, 'problem': 'zdt3'}",15.10354829500011,0.402,4.105
"{'x0': 0.3648285587054825, 'x1': 0.4879976189154863, 'x2': 0.601500027960138, 'x3': 0.7177603931717039, 'x4': 0.2951890709771754, 'x5': 0.6855945716739903, 'x6': 0.3870931632097569, 'x7': 0.6190116682271525, 'x8': 0.728077972777723, 'x9': 0.610094149520939, 'x10': 0.5883815830794479, 'x11': 0.6198999842918944, 'x12': 0.8824306022490285, 'x13': 0.2321377104149488, 'x14': 0.2394705257929489, 'x15': 0.0871415565242718, 'x16': 0.6169365482620928, 'x17': 0.8645533633376407, 'x18': 0.8384735218060118, 'x19': 0.4143052652918987, 'x20': 0.807173146234408, 'x21': 0.8838674717644108, 'x22': 0.3679649755786581, 'x23': 0.97842139806153, 'x24': 0.5255666243936971, 'x25': 0.8291717089357433, 'x26': 0.2828898855575074, 'x27': 0.614198694574441, 'x28': 0.3899415625944424, 'x29': 0.052139467305693, 'problem': 'zdt3'}",30.132265416000337,0.365,4.884
"{'x0': 0.4269344353562255, 'x1': 0.1524730681681112, 'x2': 0.9673324678521866, 'x3': 0.2362690790777555, 'x4': 0.2295317888102765, 'x5': 0.890111027518541, 'x6': 0.2174130063397896, 'x7': 0.6985070895111619, 'x8': 0.4890728150533331, 'x9': 0.0806581928291494, 'x10': 0.7187591726830375, 'x11': 0.6561943337835074, 'x12': 0.7754792004346376, 'x13': 0.8057334183005349, 'x14': 0.6791581221853629, 'x15': 0.6319491085877831, 'x16': 0.0720765062219945, 'x17': 0.984332345539504, 'x18': 0.0261855675838492, 'x19': 0.7805179051423821, 'x20': 0.2969094813593662, 'x21': 0.7387368179402161, 'x22': 0.4776321735911663, 'x23': 0.3332128717639109, 'x24': 0.7071431670148771, 'x25': 0.3785659647707448, 'x26': 0.8116621144871398, 'x27': 0.8368218807325256, 'x28': 0.4139528714886962, 'x29': 0.787600979170372, 'problem': 'zdt3'}",45.162317330000405,0.427,4.016
"{'x0': 0.7068645378279204, 'x1': 0.6806357300235527, 'x2': 0.0839579968637651, 'x3': 0.8485553880184797, 'x4': 0.683250790614891, 'x5': 0.353681286889294, 'x6': 0.9193308669458938, 'x7': 0.0946150680109112, 'x8': 0.7642041151454194, 'x9': 0.0488695724845166, 'x10': 0.745956205558659, 'x11': 0.9619394392459016, 'x12': 0.2156262937237758, 'x13': 0.3823773357048838, 'x14': 0.5485365691927523, 'x15': 0.5730303462747951, 'x16': 0.6333277834679553, 'x17': 0.7425136924429734, 'x18': 0.6606445849285028, 'x19': 0.3549239472998901, 'x20': 0.0686793563431074, 'x21': 0.5960254482571044, 'x22': 0.0962464840654322, 'x23': 0.8358896729082166, 'x24': 0.805698081124939, 'x25': 0.8850653732348475, 'x26': 0.5721735179572622, 'x27': 0.2545626224483562, 'x28': 0.9330225992474132, 'x29': 0.7920054611710007, 'problem': 'zdt3'}",60.1882086530004,0.707,4.098
"{'x0': 0.3267700334967062, 'x1': 0.0982544117300139, 'x2': 0.4920433566332201, 'x3': 0.1061343661538102, 'x4': 0.0418436016142599, 'x5': 0.8844913518896022, 'x6': 0.560807586463951, 'x7': 0.2435642137272147, 'x8': 0.5748482201151297, 'x9': 0.6910517335996437, 'x10': 0.917383301458519, 'x11': 0.3949945159333119, 'x12': 0.5823684830012501, 'x13': 0.2875044842958905, 'x14': 0.2141069040908715, 'x15': 0.6477028742235826, 'x16': 0.5222498751445178, 'x17': 0.4850361010116748, 'x18': 0.1098903326950442, 'x19': 0.5480629043731841, 'x20': 0.4179850598565725, 'x21': 0.1102503895247796, 'x22': 0.4306914411420193, 'x23': 0.9789827364163872, 'x24': 0.4539207445921713, 'x25': 0.6951858411633679, 'x26': 0.4319684162416842, 'x27': 0.445012732999921, 'x28': 0.8922006574656199, 'x29': 0.7418835806314569, 'problem': 'zdt3'}",75.23548905500047,0.327,4.267
"{'x0': 0.1752608623074764, 'x1': 0.5066415333544873, 'x2': 0.5316603480752988, 'x3': 0.1006707536047729, 'x4': 0.9913778477383616, 'x5': 0.4906645520737364, 'x6': 0.5347708966608408, 'x7': 0.2370937440378379, 'x8': 0.1523942083712911, 'x9': 0.437218497751507, 'x10': 0.708143341961507, 'x11': 0.4438807194339407, 'x12': 0.7322916525613038, 'x13': 0.5802521471090322, 'x14': 0.4489500760125768, 'x15': 0.8754651119979967, 'x16': 0.3297940310512594, 'x17': 0.0714889904690828, 'x18': 0.949267632520272, 'x19': 0.4685583341365882, 'x20': 0.125500450986546, 'x21': 0.9422408227041812, 'x22': 0.3486189109762591, 'x23': 0.3033936231717293, 'x24': 0.8756672569715538, 'x25': 0.7273802499301275, 'x26': 0.9028497794723088, 'x27': 0.4710313221650034, 'x28': 0.3898189447516981, 'x29': 0.3416811445125078, 'problem': 'zdt3'}",90.26334482899983,0.175,4.788
"{'x0': 0.3627835766268167, 'x1': 0.3014282981029649, 'x2': 0.1230508926727262, 'x3': 0.948777269397001, 'x4': 0.7056593555858663, 'x5': 0.3846458820332494, 'x6': 0.3628879645172493, 'x7': 0.5386783580819654, 'x8': 0.9358789241657454, 'x9': 0.3357913307167476, 'x10': 0.2039005384486573, 'x11': 0.5291782462230988, 'x12': 0.613607357542933, 'x13': 0.7854725344156968, 'x14': 0.5995536441612549, 'x15': 0.2103706867317897, 'x16': 0.6654216208840676, 'x17': 0.9305542108444428, 'x18': 0.9890156639359096, 'x19': 0.1008610936243243, 'x20': 0.7694024286240011, 'x21': 0.8154339702945361, 'x22': 0.7361100704297839, 'x23': 0.9913713082541196, 'x24': 0.7075955072404343, 'x25': 0.6875023079127591, 'x26': 0.6324612681115102, 'x27': 0.6285902748929905, 'x28': 0.1334520300976603, 'x29': 0.6379314196008945, 'problem': 'zdt3'}",105.30964691100051,0.363,5.102
"{'x0': 0.417446280922136, 'x1': 0.1589697553503067, 'x2': 0.2003298513982069, 'x3': 0.3337678768925407, 'x4': 0.775438351677175, 'x5': 0.4765982744462046, 'x6': 0.9494368503601412, 'x7': 0.476633683362925, 'x8': 0.5271754279888035, 'x9': 0.1023654956937992, 'x10': 0.1534878296934421, 'x11': 0.7214477529913509, 'x12': 0.0090479930905541, 'x13': 0.7304698332463561, 'x14': 0.5316508855578265, 'x15': 0.6438130967385616, 'x16': 0.3485683083701639, 'x17': 0.6472463655460499, 'x18': 0.8784508600106266, 'x19': 0.0695642593751045, 'x20': 0.6539099660191843, 'x21': 0.1756808692741501, 'x22': 0.3530663791963524, 'x23': 0.125969069717495, 'x24': 0.6698908997706482, 'x25': 0.5696366704049456, 'x26': 0.793426944190371, 'x27': 0.1996766363211578, 'x28': 0.0826649618253518, 'x29': 0.5412014452154938, 'problem': 'zdt3'}",120.34343045200058,0.417,3.341
"{'x0': 0.7757442582071947, 'x1': 0.1064840329914551, 'x2': 0.3089239888526083, 'x3': 0.1000779303908678, 'x4': 0.3796016592292058, 'x5': 0.0500279926311225, 'x6': 0.513600502792618, 'x7': 0.73586363860674, 'x8': 0.9615984386051224, 'x9': 0.1785333108477449, 'x10': 0.3461125608779665, 'x11': 0.9205622739084948, 'x12': 0.2269874139945037, 'x13': 0.7443659581096826, 'x14': 0.692640741143046, 'x15': 0.1630291604039029, 'x16': 0.4380847779373671, 'x17': 0.2088838409375754, 'x18': 0.1173291990443603, 'x19': 0.2253338506008976, 'x20': 0.9744537113436303, 'x21': 0.758413826326356, 'x22': 0.5587850954953304, 'x23': 0.3794078877098777, 'x24': 0.3538485141615618, 'x25': 0.1595141740960562, 'x26': 0.3559369398135286, 'x27': 0.6301719401292658, 'x28': 0.3936626478536974, 'x29': 0.3047621512871126, 'problem': 'zdt3'}",135.3669461039999,0.776,3.416
"{'x0': 0.3542134451774202, 'x1': 0.6012589321887843, 'x2': 0.9784814960864244, 'x3': 0.4102049666060453, 'x4': 0.0226425667079063, 'x5': 0.6012298252378012, 'x6': 0.4788320867792105, 'x7': 0.5666760430142193, 'x8': 0.7782935274878865, 'x9': 0.8019542395136693, 'x10': 0.2553822012460816, 'x11': 0.7234446253473305, 'x12': 0.5421181456326952, 'x13': 0.6934945077250932, 'x14': 0.2272040096435336, 'x15': 0.8489814707488974, 'x16': 0.8098866501335806, 'x17': 0.970245558955587, 'x18': 0.9186262374499689, 'x19': 0.3504322590447837, 'x20': 0.6210960893131203, 'x21': 0.6876924025340247, 'x22': 0.363830347706145, 'x23': 0.8695999224840385, 'x24': 0.993633538714262, 'x25': 0.7365732907824499, 'x26': 0.2994430557898933, 'x27': 0.5211836182749737, 'x28': 0.4857764142695747, 'x29': 0.9156770083103905, 'problem': 'zdt3'}",150.4052293780005,0.354,5.43
