candidate_evaluations,hypervolume_contributions
"[{'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 11.195, 'Latency': 3.3154}, {'Performance': 11.41, 'Latency': 2.9826}, {'Performance': 6.1033, 'Latency': 5.421}, {'Performance': 7.8267, 'Latency': 3.421}]","[0.0, 0.0, 0.0, 4.868607386132595e-07, 0.0]"
"[{'Performance': 22.5, 'Latency': 2.8}, {'Performance': 15.0, 'Latency': 3.0}, {'Performance': 18.0, 'Latency': 2.5}, {'Performance': 10.5, 'Latency': 4.0}, {'Performance': 20.0, 'Latency': 3.2}]","[0.0, 0.0, 0.01920536990702182, 0.0, 0.0]"
"[{'Performance': 21.9333, 'Latency': 1.8822}, {'Performance': 22.4133, 'Latency': 1.8926}, {'Performance': 15.8267, 'Latency': 2.421}, {'Performance': 9.195, 'Latency': 3.215}, {'Performance': 32.4133, 'Latency': 1.5226}]","[0.036729939292131863, 0.03258465675926714, 0.03230955268836411, 0.004226520481160456, 0.001024019676550747]"
"[{'Performance': 5.0, 'Latency': 2.0}, {'Performance': 0.0, 'Latency': 1.0}, {'Performance': 15.0, 'Latency': 2.0}, {'Performance': 20.0, 'Latency': 2.5}, {'Performance': 10.0, 'Latency': 1.8}]","[0.17361573587259893, 0.5778106637501259, 0.035062318517192326, 0.0, 0.10401939953885542]"
"[{'Performance': 6.1033, 'Latency': 5.421}, {'Performance': 11.41, 'Latency': 2.9826}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 6.1033, 'Latency': 5.421}, {'Performance': 11.195, 'Latency': 3.3154}]","[7.946371671785357e-08, 0.0, 0.0, 7.946371671785357e-08, 0.0]"
"[{'Performance': 26.9333, 'Latency': 1.9522}, {'Performance': 11.41, 'Latency': 2.9826}, {'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 31.4133, 'Latency': 1.5426}]","[9.780872112230554e-09, 0.0, 0.0, 0.0, 3.7948597597647904e-08]"
"[{'Performance': 6.1033, 'Latency': 5.421}, {'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 31.4133, 'Latency': 1.5426}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 11.41, 'Latency': 2.9826}]","[7.946371671785357e-08, 0.0, 3.794822855951452e-08, 0.0, 0.0]"
"[{'Performance': 31.4133, 'Latency': 1.5426}, {'Performance': 26.9333, 'Latency': 1.9522}, {'Performance': 11.195, 'Latency': 3.3154}, {'Performance': 31.4133, 'Latency': 1.5426}, {'Performance': 7.8267, 'Latency': 3.421}]","[3.7948597597647904e-08, 9.780872112230554e-09, 0.0, 3.7948597597647904e-08, 0.0]"
"[{'Performance': 31.4133, 'Latency': 1.5426}, {'Performance': 90.0, 'Latency': 1.133}, {'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 19.52, 'Latency': 2.0578}]","[3.7948597597647904e-08, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 26.9333, 'Latency': 1.9522}, {'Performance': 7.8267, 'Latency': 3.421}, {'Performance': 38.0067, 'Latency': 1.9522}, {'Performance': 31.4133, 'Latency': 1.5426}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 15.97, 'Latency': 1.5426}, {'Performance': 11.41, 'Latency': 2.9826}, {'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 38.0067, 'Latency': 1.9522}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 31.4133, 'Latency': 1.5426}, {'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 90.0, 'Latency': 1.133}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 19.52, 'Latency': 2.0578}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 12.8267, 'Latency': 2.0578}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 11.41, 'Latency': 2.9826}, {'Performance': 15.97, 'Latency': 1.5426}, {'Performance': 11.195, 'Latency': 3.3154}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 12.8267, 'Latency': 2.0578}, {'Performance': 38.0067, 'Latency': 1.9522}, {'Performance': 13.5567, 'Latency': 1.6482}, {'Performance': 10.9967, 'Latency': 2.4674}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 12.8267, 'Latency': 2.0578}, {'Performance': 13.5567, 'Latency': 1.6482}, {'Performance': 11.41, 'Latency': 2.9826}, {'Performance': 15.97, 'Latency': 1.5426}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 15.97, 'Latency': 1.5426}, {'Performance': 11.195, 'Latency': 3.3154}, {'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 11.23, 'Latency': 2.0578}, {'Performance': 13.5567, 'Latency': 1.6482}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 19.52, 'Latency': 2.0578}, {'Performance': 11.195, 'Latency': 3.3154}, {'Performance': 12.8267, 'Latency': 2.0578}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 13.5767, 'Latency': 2.4674}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 13.9533, 'Latency': 2.0578}, {'Performance': 19.7967, 'Latency': 2.573}, {'Performance': 13.5767, 'Latency': 2.4674}, {'Performance': 90.0, 'Latency': 1.133}, {'Performance': 31.4133, 'Latency': 1.5426}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
