candidate_evaluations,hypervolume_contributions
"[{'Performance': 1.23, 'Latency': 2.5}, {'Performance': 2.34, 'Latency': 3.1}, {'Performance': 3.45, 'Latency': 2.0}, {'Performance': 4.56, 'Latency': 2.8}, {'Performance': 5.67, 'Latency': 2.2}]","[0.15181658616857852, 0.0694804545952683, 0.23999516712054825, 0.06286023920790629, 0.08181450074447127]"
"[{'Performance': 13.2033, 'Latency': 1.133}, {'Performance': 10.94, 'Latency': 2.1634}, {'Performance': 6.5467, 'Latency': 3.421}, {'Performance': 10.58, 'Latency': 2.9826}, {'Performance': 47.68, 'Latency': 2.7714}]","[3.0952416607554767e-07, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 13.2033, 'Latency': 1.133}, {'Performance': 47.68, 'Latency': 2.7714}, {'Performance': 10.94, 'Latency': 2.1634}, {'Performance': 6.5467, 'Latency': 3.421}, {'Performance': 13.295, 'Latency': 1.133}]","[3.0952416607554767e-07, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 13.295, 'Latency': 1.133}, {'Performance': 10.58, 'Latency': 2.9826}, {'Performance': 10.94, 'Latency': 2.1634}, {'Performance': 13.6267, 'Latency': 1.133}, {'Performance': 47.68, 'Latency': 2.7714}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 10.94, 'Latency': 2.1634}, {'Performance': 13.6267, 'Latency': 1.133}, {'Performance': 6.94, 'Latency': 3.8306}, {'Performance': 13.2033, 'Latency': 1.133}]","[0.0, 0.0, 0.0, 0.0, 3.0951957663560847e-07]"
"[{'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 13.295, 'Latency': 1.133}, {'Performance': 13.2033, 'Latency': 1.133}, {'Performance': 6.5467, 'Latency': 3.421}, {'Performance': 47.68, 'Latency': 2.7714}]","[0.0, 0.0, 1.5256145879938288e-07, 0.0, 0.0]"
"[{'Performance': 13.6267, 'Latency': 1.133}, {'Performance': 47.68, 'Latency': 2.7714}, {'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 0.0, 'Latency': 1.0}, {'Performance': 90.0, 'Latency': 2.4674}]","[0.0, 0.0, 0.0, 0.1882324083166731, 0.0]"
"[{'Performance': 19.9467, 'Latency': 1.5426}, {'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 47.68, 'Latency': 2.7714}, {'Performance': 13.6267, 'Latency': 1.133}, {'Performance': 6.94, 'Latency': 3.8306}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 13.2033, 'Latency': 1.133}, {'Performance': 90.0, 'Latency': 2.4674}, {'Performance': 19.9, 'Latency': 1.9522}, {'Performance': 90.0, 'Latency': 1.133}, {'Performance': 19.9467, 'Latency': 1.5426}]","[1.5256145879938288e-07, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 6.5467, 'Latency': 3.421}, {'Performance': 90.0, 'Latency': 1.133}, {'Performance': 19.9, 'Latency': 1.9522}, {'Performance': 19.9467, 'Latency': 1.5426}, {'Performance': 6.94, 'Latency': 3.8306}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 19.9467, 'Latency': 1.5426}, {'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 19.9, 'Latency': 1.9522}, {'Performance': 19.9467, 'Latency': 1.5426}, {'Performance': 10.58, 'Latency': 2.9826}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 19.9, 'Latency': 1.9522}, {'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 13.295, 'Latency': 1.133}, {'Performance': 19.9467, 'Latency': 1.5426}, {'Performance': 20.045, 'Latency': 1.5426}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 13.2033, 'Latency': 1.133}, {'Performance': 10.58, 'Latency': 2.9826}, {'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 19.9467, 'Latency': 1.5426}, {'Performance': 19.9, 'Latency': 1.9522}]","[7.627776810181786e-08, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 24.5567, 'Latency': 1.5426}, {'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 13.2033, 'Latency': 1.133}, {'Performance': 19.9, 'Latency': 1.9522}, {'Performance': 15.78, 'Latency': 1.5426}]","[0.0, 0.0, 7.627776810181786e-08, 0.0, 0.0]"
"[{'Performance': 19.9467, 'Latency': 1.5426}, {'Performance': 10.58, 'Latency': 2.9826}, {'Performance': 6.5467, 'Latency': 3.421}, {'Performance': 90.0, 'Latency': 1.133}, {'Performance': 24.5567, 'Latency': 1.5426}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 13.2033, 'Latency': 1.133}, {'Performance': 20.045, 'Latency': 1.5426}, {'Performance': 13.6267, 'Latency': 1.133}, {'Performance': 19.9, 'Latency': 1.9522}, {'Performance': 24.5567, 'Latency': 1.5426}]","[7.627776810181786e-08, 0.0, 0.0, 0.0, 0.0]"
"[{'Performance': 6.94, 'Latency': 3.8306}, {'Performance': 90.0, 'Latency': 1.133}, {'Performance': 19.9, 'Latency': 1.9522}, {'Performance': 20.5833, 'Latency': 1.9522}, {'Performance': 15.78, 'Latency': 1.5426}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
