configs,runtime_traj,F1,F2
"{'x0': 0.4015169725221001, 'x1': 0.7994346937094341, 'x2': 0.1715636619425976, 'x3': 0.2515836708595887, 'problem': 'welded_beam'}",5.102091815000222,0.173,1727.889
"{'x0': 0.3648285587054825, 'x1': 0.4879976189154863, 'x2': 0.601500027960138, 'x3': 0.7177603931717039, 'problem': 'welded_beam'}",10.10379044499996,0.373,14.054
"{'x0': 0.4269344353562255, 'x1': 0.1524730681681112, 'x2': 0.9673324678521866, 'x3': 0.2362690790777555, 'problem': 'welded_beam'}",15.105664197999886,0.186,10.265
"{'x0': 0.7068645378279204, 'x1': 0.6806357300235527, 'x2': 0.0839579968637651, 'x3': 0.8485553880184797, 'problem': 'welded_beam'}",20.116592256999866,0.426,4371.271
"{'x0': 0.3267700334967062, 'x1': 0.0982544117300139, 'x2': 0.4920433566332201, 'x3': 0.1061343661538102, 'problem': 'welded_beam'}",25.12199089800015,0.047,173.623
"{'x0': 0.1752608623074764, 'x1': 0.5066415333544873, 'x2': 0.5316603480752988, 'x3': 0.1006707536047729, 'problem': 'welded_beam'}",30.123616740000216,0.055,145.1
"{'x0': 0.3627835766268167, 'x1': 0.3014282981029649, 'x2': 0.1230508926727262, 'x3': 0.948777269397001, 'problem': 'welded_beam'}",35.13741350200007,0.124,1241.811
"{'x0': 0.417446280922136, 'x1': 0.1589697553503067, 'x2': 0.2003298513982069, 'x3': 0.3337678768925407, 'problem': 'welded_beam'}",40.13878567700021,0.076,818.074
"{'x0': 0.7757442582071947, 'x1': 0.1064840329914551, 'x2': 0.3089239888526083, 'x3': 0.1000779303908678, 'problem': 'welded_beam'}",45.140337501999966,0.092,744.014
"{'x0': 0.3542134451774202, 'x1': 0.6012589321887843, 'x2': 0.9784814960864244, 'x3': 0.4102049666060453, 'problem': 'welded_beam'}",50.15143619199989,0.365,5.712
"{'x0': 0.6704561895428317, 'x1': 0.6295759388231913, 'x2': 0.434675376116882, 'x3': 0.3244703113452577, 'problem': 'welded_beam'}",55.153109119999954,0.412,82.377
"{'x0': 0.5349929936980693, 'x1': 0.8646294878216308, 'x2': 0.7031023749562328, 'x3': 0.3294765776896063, 'problem': 'welded_beam'}",60.15477520700006,0.439,19.169
"{'x0': 0.9979619938554783, 'x1': 0.6127349488304676, 'x2': 0.2204158130521839, 'x3': 0.1744596127916375, 'problem': 'welded_beam'}",65.16700419200015,0.701,1175.035
"{'x0': 0.3421190692823295, 'x1': 0.2890415484048217, 'x2': 0.3279358075609938, 'x3': 0.5895942690681973, 'problem': 'welded_beam'}",70.17124947699995,0.17,105.573
"{'x0': 0.5310625173851893, 'x1': 0.149067796073351, 'x2': 0.5840615881781004, 'x3': 0.8723405747587776, 'problem': 'welded_beam'}",75.1724972070001,0.393,12.63
"{'x0': 0.2942840986896722, 'x1': 0.3679085297000708, 'x2': 0.8172470697954235, 'x3': 0.552148733717993, 'problem': 'welded_beam'}",80.18501594000008,0.347,7.284
"{'x0': 0.3325275167444321, 'x1': 0.6703068603552804, 'x2': 0.7449038937008837, 'x3': 0.7411483396720916, 'problem': 'welded_beam'}",85.18676192600014,0.472,7.166
"{'x0': 0.4989069037209138, 'x1': 0.0731885191411573, 'x2': 0.7173621169436769, 'x3': 0.9361796747320614, 'problem': 'welded_beam'}",90.18836955100004,0.475,6.352
"{'x0': 0.9586443972889594, 'x1': 0.756252809123961, 'x2': 0.7832346823431403, 'x3': 0.0267522572025794, 'problem': 'welded_beam'}",95.20146959900012,0.783,170.78
"{'x0': 0.9469153720465404, 'x1': 0.6234743271198744, 'x2': 0.6485425852220755, 'x3': 0.0312772379785626, 'problem': 'welded_beam'}",100.20320069099988,0.632,257.294
"{'x0': 0.6657551006974247, 'x1': 0.7195600732323156, 'x2': 0.0741000938958109, 'x3': 0.3234138352403016, 'problem': 'welded_beam'}",105.21088680899992,0.369,16682.427
"{'x0': 0.3325275167444321, 'x1': 0.6703068603552804, 'x2': 0.7449038937008837, 'x3': 0.6907027424437842, 'problem': 'welded_beam'}",110.22957040200026,0.445,7.689
"{'x0': 0.3329954350264286, 'x1': 0.3014282981029649, 'x2': 0.1284362449692864, 'x3': 0.0664008042092476, 'problem': 'welded_beam'}",115.23111661700024,0.043,15604.072
"{'x0': 0.4989069037209138, 'x1': 0.593644943765479, 'x2': 0.7173621169436769, 'x3': 0.9361796747320614, 'problem': 'welded_beam'}",120.23287809800011,0.635,6.352
"{'x0': 0.9979619938554783, 'x1': 0.1174540768334253, 'x2': 0.2919938681235229, 'x3': 0.1744596127916375, 'problem': 'welded_beam'}",125.25278983699992,0.164,505.426
"{'x0': 0.4096174149960676, 'x1': 0.7994346937094341, 'x2': 0.1715636619425976, 'x3': 0.2568595158432314, 'problem': 'welded_beam'}",130.25410450200025,0.18,1692.398
