configs,runtime_traj,F1,F2
"{'x0': 0.1112950617947643, 'x1': 0.9636433581999968, 'x2': 0.3263095321512841, 'x3': 0.7601501826703767, 'problem': 'welded_beam'}",5.102679993000038,0.192,83.116
"{'x0': 0.0746821932139553, 'x1': 0.1781578236340689, 'x2': 0.1008865562154589, 'x3': 0.8023478802669375, 'problem': 'welded_beam'}",10.10417820199973,0.056,2664.474
"{'x0': 0.5572095610047523, 'x1': 0.8284808412197936, 'x2': 0.8571855731057998, 'x3': 0.0580545626922331, 'problem': 'welded_beam'}",15.105651973000022,0.32,60.036
"{'x0': 0.0483229822915608, 'x1': 0.5931908318292138, 'x2': 0.5779820984935238, 'x3': 0.7339624651045866, 'problem': 'welded_beam'}",20.11763221399997,0.299,15.49
"{'x0': 0.5712959473933383, 'x1': 0.3872370391407199, 'x2': 0.2152449159234944, 'x3': 0.660947578556485, 'problem': 'welded_beam'}",25.11896057900003,0.238,333.049
"{'x0': 0.5158613956258143, 'x1': 0.6855006552769388, 'x2': 0.6146327696688008, 'x3': 0.5132645816006564, 'problem': 'welded_beam'}",30.12028399999963,0.424,18.42
"{'x0': 0.3123735987239727, 'x1': 0.7720104553695022, 'x2': 0.2606234911092749, 'x3': 0.6103408575520952, 'problem': 'welded_beam'}",35.13412110199988,0.196,203.171
"{'x0': 0.7085137438818426, 'x1': 0.817772013765357, 'x2': 0.2019382724519058, 'x3': 0.8312274545157132, 'problem': 'welded_beam'}",40.13538607700002,0.573,320.7
"{'x0': 0.3858223941866749, 'x1': 0.0986141001741653, 'x2': 0.2671619092028801, 'x3': 0.7297646075821504, 'problem': 'welded_beam'}",45.13675780499989,0.148,157.749
"{'x0': 0.4661098824345127, 'x1': 0.1934971277089082, 'x2': 0.6221624017656434, 'x3': 0.4321637961162448, 'problem': 'welded_beam'}",50.14808192800001,0.23,21.092
"{'x0': 0.7060090519976268, 'x1': 0.3433461888000725, 'x2': 0.2903454978150271, 'x3': 0.5631786055694238, 'problem': 'welded_beam'}",55.149356821999845,0.302,159.251
"{'x0': 0.2375125493767828, 'x1': 0.1960056188970547, 'x2': 0.5689880132634815, 'x3': 0.7614137766774396, 'problem': 'welded_beam'}",60.15094447899992,0.308,15.651
"{'x0': 0.6720868026224855, 'x1': 0.8863570080126632, 'x2': 0.903929546480796, 'x3': 0.9969768132221708, 'problem': 'welded_beam'}",65.16332981000005,1.088,2.981
"{'x0': 0.2472225262232192, 'x1': 0.6262346451141518, 'x2': 0.4653044810777418, 'x3': 0.075291641153414, 'problem': 'welded_beam'}",70.16743734099964,0.067,289.411
"{'x0': 0.3498356900382541, 'x1': 0.51954271762749, 'x2': 0.5829022746144749, 'x3': 0.3286260408101367, 'problem': 'welded_beam'}",75.16865168000004,0.204,33.728
"{'x0': 0.5856471420345468, 'x1': 0.8272968650240945, 'x2': 0.6961995930572582, 'x3': 0.3324529205911432, 'problem': 'welded_beam'}",80.18072103299983,0.479,19.568
"{'x0': 0.5757555704018169, 'x1': 0.7218945022620291, 'x2': 0.7638674993684313, 'x3': 0.2706564193093483, 'problem': 'welded_beam'}",85.18204952999986,0.411,18.197
"{'x0': 0.6510055305272368, 'x1': 0.130199223885956, 'x2': 0.7809628138141311, 'x3': 0.2976737312440515, 'problem': 'welded_beam'}",90.18332690199986,0.219,15.483
