candidate_evaluations,hypervolume_contributions
"[{'Latency': 8.92, 'Perplexity': 25.1}, {'Latency': 9.15, 'Perplexity': 26.3}, {'Latency': 12.7, 'Perplexity': 23.8}, {'Latency': 13.4, 'Perplexity': 24.6}, {'Latency': 11.8, 'Perplexity': 23.9}]","[0.23834969501653291, 0.1593711386922494, 0.04427536628773754, 0.015266687729566186, 0.07389025278821326]"
"[{'Latency': 15.03, 'Perplexity': 22.0}, {'Latency': 14.5, 'Perplexity': 21.5}, {'Latency': 10.8, 'Perplexity': 27.0}, {'Latency': 13.95, 'Perplexity': 22.45}, {'Latency': 9.75, 'Perplexity': 26.0}]","[1.1861761808673599e-05, 0.009442196931376712, 0.012460521522728363, 0.000362719387326238, 0.062207245971655056]"
"[{'Latency': 11.0, 'Perplexity': 25.5}, {'Latency': 9.7, 'Perplexity': 26.5}, {'Latency': 14.5, 'Perplexity': 22.5}, {'Latency': 7.5, 'Perplexity': 34.0}, {'Latency': 15.5, 'Perplexity': 21.5}]","[0.0414199634343162, 0.023078931457114926, 0.0, 0.022294927949040755, 0.004589746695518926]"
"[{'Latency': 17.5, 'Perplexity': 21.0}, {'Latency': 15.5, 'Perplexity': 22.0}, {'Latency': 16.8, 'Perplexity': 21.5}, {'Latency': 9.5, 'Perplexity': 26.5}, {'Latency': 11.2, 'Perplexity': 26.2}]","[0.011292765903162305, 0.0, 0.0059954140661149236, 0.011353964999966548, 0.009088998438361529]"
"[{'Latency': 10.8, 'Perplexity': 26.5}, {'Latency': 10.7, 'Perplexity': 26.6}, {'Latency': 17.3, 'Perplexity': 21.0}, {'Latency': 14.1, 'Perplexity': 22.5}, {'Latency': 9.5, 'Perplexity': 26.5}]","[0.002632319210672085, 0.0004184214586180346, 0.011292767073276977, 0.0, 0.009492108666088628]"
"[{'Latency': 12.5, 'Perplexity': 24.0}, {'Latency': 11.0, 'Perplexity': 25.0}, {'Latency': 9.5, 'Perplexity': 28.0}, {'Latency': 10.8, 'Perplexity': 26.5}, {'Latency': 13.0, 'Perplexity': 25.5}]","[0.030138569243772118, 0.037813335082190314, 0.000357859027755314, 0.002949213138425444, 0.008452630998124988]"
"[{'Latency': 16.0, 'Perplexity': 21.0}, {'Latency': 9.5, 'Perplexity': 28.0}, {'Latency': 12.5, 'Perplexity': 25.5}, {'Latency': 9.5, 'Perplexity': 27.5}, {'Latency': 14.0, 'Perplexity': 22.5}]","[0.003433382081133196, 0.0003553678020518092, 0.012782283256634441, 0.0016588537971973238, 0.0]"
"[{'Latency': 10.2, 'Perplexity': 26.5}, {'Latency': 11.0, 'Perplexity': 26.0}, {'Latency': 10.5, 'Perplexity': 27.0}, {'Latency': 10.5, 'Perplexity': 26.5}, {'Latency': 10.0, 'Perplexity': 26.5}]","[0.0023034181113126273, 0.013230493753954242, 0.0, 0.0020144889641549035, 0.003186035387348518]"
"[{'Latency': 10.5, 'Perplexity': 26.5}, {'Latency': 9.5, 'Perplexity': 27.0}, {'Latency': 10.8, 'Perplexity': 26.7}, {'Latency': 10.5, 'Perplexity': 26.6}, {'Latency': 10.9, 'Perplexity': 26.5}]","[0.0016870253554079895, 0.0032039182126120114, 0.0, 6.383230035300613e-05, 0.0013128020794583861]"
"[{'Latency': 9.5, 'Perplexity': 27.5}, {'Latency': 10.7, 'Perplexity': 26.6}, {'Latency': 10.5, 'Perplexity': 26.6}, {'Latency': 12.5, 'Perplexity': 23.0}, {'Latency': 10.9, 'Perplexity': 26.5}]","[0.0, 3.456735085460849e-05, 6.383230035300613e-05, 0.040904686962381476, 0.0013128020794583861]"
"[{'Latency': 12.5, 'Perplexity': 24.0}, {'Latency': 16.316, 'Perplexity': 21.1015}, {'Latency': 13.9563, 'Perplexity': 22.4561}, {'Latency': 10.5, 'Perplexity': 26.5}, {'Latency': 10.94, 'Perplexity': 26.55}]","[0.0016160341228372843, 0.0, 6.863339039320238e-07, 0.001105104053100936, 4.5344587498608036e-05]"
"[{'Latency': 11.0, 'Perplexity': 26.5}, {'Latency': 13.0, 'Perplexity': 22.5}, {'Latency': 11.5, 'Perplexity': 28.0}, {'Latency': 10.0, 'Perplexity': 26.0}, {'Latency': 11.0, 'Perplexity': 26.0}]","[0.0002960093379476003, 0.009729711190257895, 0.0, 0.011038353344384522, 0.005477711078978542]"
"[{'Latency': 15.5, 'Perplexity': 21.5}, {'Latency': 9.5, 'Perplexity': 27.5}, {'Latency': 12.0, 'Perplexity': 24.0}, {'Latency': 11.0, 'Perplexity': 26.5}, {'Latency': 10.9, 'Perplexity': 26.5}]","[0.002083367154674942, 0.0, 0.010761761031658379, 0.0002960093379476003, 0.000358811068853937]"
"[{'Latency': 15.5, 'Perplexity': 21.2}, {'Latency': 13.2, 'Perplexity': 23.0}, {'Latency': 9.8, 'Perplexity': 27.5}, {'Latency': 11.0, 'Perplexity': 26.3}, {'Latency': 10.8, 'Perplexity': 26.6}]","[0.0034700938861340624, 0.004705820836483854, 0.0, 0.001730984750829112, 2.0171021043458026e-05]"
"[{'Latency': 10.7, 'Perplexity': 26.5}, {'Latency': 12.5, 'Perplexity': 26.0}, {'Latency': 9.8, 'Perplexity': 27.0}, {'Latency': 10.7, 'Perplexity': 26.3}, {'Latency': 16.0, 'Perplexity': 21.5}]","[0.0005456865618911344, 0.00021973091614446716, 0.0002508471950926072, 0.002454910475015337, 0.0005944871637657556]"
"[{'Latency': 10.5, 'Perplexity': 26.5}, {'Latency': 11.0, 'Perplexity': 26.5}, {'Latency': 11.0, 'Perplexity': 26.5}, {'Latency': 13.5, 'Perplexity': 22.5}, {'Latency': 11.0, 'Perplexity': 26.0}]","[0.0007330343448037624, 0.00029600933794782236, 0.00029600933794782236, 0.00400875563635994, 0.00547771107897832]"
"[{'Latency': 15.5, 'Perplexity': 22.0}, {'Latency': 16.0, 'Perplexity': 22.5}, {'Latency': 10.7, 'Perplexity': 26.3}, {'Latency': 13.5, 'Perplexity': 23.5}, {'Latency': 9.83, 'Perplexity': 27.08}]","[0.0, 0.0, 0.002454910475015337, 0.0004017781886076488, 6.456576402413816e-07]"
"[{'Latency': 10.5, 'Perplexity': 26.5}, {'Latency': 10.94, 'Perplexity': 26.55}, {'Latency': 9.5, 'Perplexity': 27.5}, {'Latency': 10.56, 'Perplexity': 26.6}, {'Latency': 16.3, 'Perplexity': 21.1}]","[0.0007329597643304098, 2.1043546599486262e-05, 0.0, 5.471664503664542e-05, 0.0001007939738710828]"
"[{'Latency': 12.0, 'Perplexity': 25.0}, {'Latency': 10.8, 'Perplexity': 26.6}, {'Latency': 17.5, 'Perplexity': 22.5}, {'Latency': 14.5, 'Perplexity': 21.5}, {'Latency': 10.5, 'Perplexity': 26.6}]","[0.005439881828425808, 1.7764490577443226e-05, 0.0, 0.005675603587357525, 5.6216702948752584e-05]"
"[{'Latency': 17.0, 'Perplexity': 21.0}, {'Latency': 9.5, 'Perplexity': 27.0}, {'Latency': 12.0, 'Perplexity': 22.5}, {'Latency': 11.2, 'Perplexity': 26.5}, {'Latency': 9.3817, 'Perplexity': 27.1182}]","[0.0013923018437664858, 0.00045111502469219467, 0.027556669734560835, 0.00019473297005645485, 3.6842882544796396e-07]"
