surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.1, 'F2': 4.5}","{'f1': 0.1, 'f2': 1.492}"
"{'F1': 0.15, 'F2': 4.6}","{'f1': 0.05, 'f2': 4.15}"
"{'F1': 0.01, 'F2': 4.159999999999999}","{'f1': 0.01, 'f2': 5.411}"
"{'F1': 0.19999999999999998, 'F2': 4.319999999999999}","{'f1': 0.2, 'f2': 3.961}"
"{'F1': 0.08, 'F2': 2.1584}","{'f1': 0.05, 'f2': 1.528}"
"{'F1': 0.01, 'F2': 5.4}","{'f1': 0.01, 'f2': 0.983}"
"{'F1': 0.2, 'F2': 4.1}","{'f1': 0.2, 'f2': 2.052}"
"{'F1': 0.3, 'F2': 3.7399999999999998}","{'f1': 0.6, 'f2': 4.44}"
"{'F1': 0.030000000000000006, 'F2': 1.2}","{'f1': 0.01, 'f2': 2.281}"
"{'F1': 0.030000000000000006, 'F2': 2.5000000000000004}","{'f1': 0.01, 'f2': 2.281}"
"{'F1': 0.06999999999999999, 'F2': 3.0}","{'f1': 0.05, 'f2': 2.637}"
"{'F1': 0.05, 'F2': 2.8822}","{'f1': 0.05, 'f2': 1.357}"
"{'F1': 0.2, 'F2': 3.9199999999999995}","{'f1': 0.2, 'f2': 2.065}"
"{'F1': 0.06200000000000001, 'F2': 2.3064}","{'f1': 0.1, 'f2': 1.259}"
"{'F1': 0.03, 'F2': 1.2}","{'f1': 0.03, 'f2': 1.051}"
"{'F1': 0.0, 'F2': 1.22}","{'f1': 0.0, 'f2': 2.8}"
"{'F1': 0.2, 'F2': 2.8876}","{'f1': 0.0, 'f2': 5.19}"
"{'F1': 0.04, 'F2': 1.2356}","{'f1': 0.04, 'f2': 1.089}"
"{'F1': 0.032, 'F2': 2.4}","{'f1': 0.01, 'f2': 5.08}"
"{'F1': 0.006, 'F2': 2.5946}","{'f1': 0.0, 'f2': 1.0}"
"{'F1': 0.1, 'F2': 1.3}","{'f1': 0.1, 'f2': 1.273}"
"{'F1': 0.052000000000000005, 'F2': 2.0932000000000004}","{'f1': 0.0, 'f2': 1.776}"
"{'F1': 0.05, 'F2': 1.089}","{'f1': 0.03, 'f2': 2.233}"
"{'F1': 0.3, 'F2': 3.8200000000000003}","{'f1': 0.3, 'f2': 3.669}"
"{'F1': 0.068, 'F2': 1.7678}","{'f1': 0.0, 'f2': 3.048}"
"{'F1': 0.02, 'F2': 1.4815999999999998}","{'f1': 0.02, 'f2': 1.058}"
"{'F1': 0.1, 'F2': 1.4654}","{'f1': 0.1, 'f2': 1.464}"
"{'F1': 0.030000000000000006, 'F2': 1.6036000000000001}","{'f1': 0.02, 'f2': 2.204}"
"{'F1': 0.2, 'F2': 4.3}","{'f1': 0.2, 'f2': 3.28}"
"{'F1': 0.15, 'F2': 3.2013999999999996}","{'f1': 0.2, 'f2': 1.918}"
"{'F1': 0.024, 'F2': 1.5366000000000004}","{'f1': 0.02, 'f2': 2.293}"
"{'F1': 0.04, 'F2': 1.7064}","{'f1': 0.0, 'f2': 1.869}"
"{'F1': 0.45, 'F2': 3.0}","{'f1': 0.7, 'f2': 3.436}"
"{'F1': 0.096, 'F2': 1.7009999999999998}","{'f1': 0.05, 'f2': 4.97}"
"{'F1': 0.022, 'F2': 1.2484}","{'f1': 0.05, 'f2': 1.131}"
"{'F1': 0.01, 'F2': 1.073}","{'f1': 0.01, 'f2': 0.985}"
"{'F1': 0.02, 'F2': 1.8527999999999998}","{'f1': 0.02, 'f2': 1.015}"
"{'F1': 0.0, 'F2': 1.92}","{'f1': 0.0, 'f2': 3.328}"
"{'F1': 0.13, 'F2': 2.6399999999999997}","{'f1': 0.0, 'f2': 5.221}"
"{'F1': 0.036, 'F2': 1.4404}","{'f1': 0.0, 'f2': 2.552}"
"{'F1': 0.21999999999999997, 'F2': 3.16}","{'f1': 0.2, 'f2': 3.864}"
"{'F1': 0.2, 'F2': 1.5}","{'f1': 0.0, 'f2': 3.793}"
"{'F1': 0.06000000000000001, 'F2': 1.7186}","{'f1': 0.0, 'f2': 1.807}"
"{'F1': 0.012, 'F2': 1.3774000000000002}","{'f1': 0.0, 'f2': 1.683}"
"{'F1': 0.0, 'F2': 2.2414}","{'f1': 0.0, 'f2': 1.776}"
"{'F1': 0.0, 'F2': 1.9622}","{'f1': 0.0, 'f2': 1.031}"
"{'F1': 0.0, 'F2': 1.4966}","{'f1': 0.0, 'f2': 1.838}"
"{'F1': 0.21999999999999997, 'F2': 3.18}","{'f1': 0.2, 'f2': 3.225}"
"{'F1': 0.013999999999999999, 'F2': 1.5177999999999998}","{'f1': 0.01, 'f2': 1.03}"
"{'F1': 0.01, 'F2': 1.172}","{'f1': 0.0, 'f2': 1.745}"
"{'F1': 0.030000000000000006, 'F2': 1.0552}","{'f1': 0.01, 'f2': 1.059}"
"{'F1': 0.05, 'F2': 1.2756}","{'f1': 0.05, 'f2': 1.134}"
"{'F1': 0.0, 'F2': 1.9683999999999997}","{'f1': 0.0, 'f2': 1.093}"
"{'F1': 0.013999999999999999, 'F2': 1.028}","{'f1': 0.01, 'f2': 0.991}"
"{'F1': 0.1, 'F2': 1.4512}","{'f1': 0.1, 'f2': 1.492}"
"{'F1': 0.1, 'F2': 1.5}","{'f1': 0.1, 'f2': 2.215}"
"{'F1': 0.02, 'F2': 1.0486}","{'f1': 0.02, 'f2': 1.018}"
"{'F1': 0.026000000000000002, 'F2': 1.0408}","{'f1': 0.04, 'f2': 0.961}"
"{'F1': 0.2, 'F2': 2.0}","{'f1': 0.0, 'f2': 3.793}"
"{'F1': 0.05, 'F2': 1.327}","{'f1': 0.05, 'f2': 1.499}"
"{'F1': 0.022, 'F2': 1.0170000000000001}","{'f1': 0.01, 'f2': 0.988}"
"{'F1': 0.0, 'F2': 1.4718}","{'f1': 0.0, 'f2': 2.614}"
"{'F1': 0.02, 'F2': 1.4274}","{'f1': 0.0, 'f2': 1.217}"
"{'F1': 0.015999999999999997, 'F2': 1.0261999999999998}","{'f1': 0.02, 'f2': 0.939}"
"{'F1': 0.0, 'F2': 1.0617999999999999}","{'f1': 0.0, 'f2': 1.009}"
"{'F1': 0.09000000000000001, 'F2': 1.61}","{'f1': 0.0, 'f2': 2.583}"
"{'F1': 0.45999999999999996, 'F2': 4.128}","{'f1': 0.5, 'f2': 1.018}"
"{'F1': 0.0, 'F2': 1.1817999999999997}","{'f1': 0.0, 'f2': 1.065}"
"{'F1': 0.076, 'F2': 1.5826}","{'f1': 0.0, 'f2': 3.607}"
"{'F1': 0.004, 'F2': 1.6768}","{'f1': 0.0, 'f2': 1.9}"
"{'F1': 0.01, 'F2': 1.0148}","{'f1': 0.01, 'f2': 0.985}"
"{'F1': 0.02, 'F2': 1.0699999999999998}","{'f1': 0.02, 'f2': 1.018}"
"{'F1': 0.016, 'F2': 1.0346000000000002}","{'f1': 0.02, 'f2': 1.009}"
"{'F1': 0.1, 'F2': 3.3}","{'f1': 0.1, 'f2': 4.44}"
"{'F1': 0.0, 'F2': 1.17}","{'f1': 0.0, 'f2': 1.003}"
"{'F1': 0.01, 'F2': 0.9804}","{'f1': 0.01, 'f2': 0.988}"
"{'F1': 0.0, 'F2': 2.2042}","{'f1': 0.0, 'f2': 1.745}"
"{'F1': 0.0, 'F2': 1.7274}","{'f1': 0.0, 'f2': 1.158}"
"{'F1': 0.016, 'F2': 1.0242}","{'f1': 0.02, 'f2': 0.936}"
"{'F1': 0.044000000000000004, 'F2': 1.2200000000000002}","{'f1': 0.0, 'f2': 1.9}"
"{'F1': 0.1, 'F2': 1.3152}","{'f1': 0.1, 'f2': 0.844}"
"{'F1': 0.0, 'F2': 1.0264}","{'f1': 0.0, 'f2': 1.838}"
"{'F1': 0.01, 'F2': 1.0051999999999999}","{'f1': 0.01, 'f2': 0.988}"
"{'F1': 0.0, 'F2': 1.3}","{'f1': 0.0, 'f2': 1.652}"
"{'F1': 0.1, 'F2': 1.5066}","{'f1': 0.1, 'f2': 1.492}"
"{'F1': 0.024, 'F2': 1.2510000000000001}","{'f1': 0.02, 'f2': 0.971}"
"{'F1': 0.02, 'F2': 1.0288}","{'f1': 0.0, 'f2': 3.948}"
"{'F1': 0.0, 'F2': 1.2432}","{'f1': 0.0, 'f2': 1.031}"
"{'F1': 0.1, 'F2': 1.3782}","{'f1': 0.1, 'f2': 2.271}"
"{'F1': 0.002, 'F2': 2.0652}","{'f1': 0.0, 'f2': 1.745}"
"{'F1': 0.0, 'F2': 1.765}","{'f1': 0.0, 'f2': 1.714}"
"{'F1': 0.0, 'F2': 1.7822}","{'f1': 0.0, 'f2': 1.019}"
"{'F1': 0.012, 'F2': 1.0032}","{'f1': 0.01, 'f2': 0.985}"
"{'F1': 0.1, 'F2': 1.6816}","{'f1': 0.1, 'f2': 1.245}"
"{'F1': 0.1, 'F2': 1.4}","{'f1': 0.1, 'f2': 1.273}"
