surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.22000000000000003, 'F2': 4.14}","{'f1': 0.2, 'f2': 3.752}"
"{'F1': 0.3, 'F2': 3.2800000000000002}","{'f1': 0.01, 'f2': 5.019}"
"{'F1': 0.3, 'F2': 3.5799999999999996}","{'f1': 0.3, 'f2': 3.942}"
"{'F1': 0.1, 'F2': 4.7}","{'f1': 0.1, 'f2': 1.464}"
"{'F1': 0.3, 'F2': 4.0165999999999995}","{'f1': 0.2, 'f2': 3.752}"
"{'F1': 0.04, 'F2': 4.709999999999999}","{'f1': 0.02, 'f2': 4.973}"
"{'F1': 0.25, 'F2': 4.0200000000000005}","{'f1': 0.15, 'f2': 4.841}"
"{'F1': 0.25, 'F2': 4.7}","{'f1': 0.05, 'f2': 4.763}"
"{'F1': 0.01, 'F2': 4.894}","{'f1': 0.01, 'f2': 0.983}"
"{'F1': 0.162, 'F2': 4.224}","{'f1': 0.01, 'f2': 5.396}"
"{'F1': 0.02, 'F2': 4.949999999999999}","{'f1': 0.02, 'f2': 1.015}"
"{'F1': 0.2, 'F2': 4.2642}","{'f1': 0.1, 'f2': 4.787}"
"{'F1': 0.030000000000000006, 'F2': 4.9456}","{'f1': 0.01, 'f2': 3.517}"
"{'F1': 0.3, 'F2': 3.7}","{'f1': 0.3, 'f2': 1.858}"
"{'F1': 0.16, 'F2': 4.434399999999999}","{'f1': 0.2, 'f2': 3.186}"
"{'F1': 0.4, 'F2': 3.56}","{'f1': 0.4, 'f2': 3.244}"
"{'F1': 0.074, 'F2': 4.2652}","{'f1': 0.01, 'f2': 4.364}"
"{'F1': 0.06, 'F2': 4.6}","{'f1': 0.04, 'f2': 2.623}"
"{'F1': 0.3, 'F2': 3.9991999999999996}","{'f1': 0.2, 'f2': 4.171}"
"{'F1': 0.044, 'F2': 2.8458}","{'f1': 0.05, 'f2': 2.637}"
"{'F1': 0.04, 'F2': 2.541}","{'f1': 0.04, 'f2': 1.089}"
"{'F1': 0.03200000000000001, 'F2': 1.2242000000000002}","{'f1': 0.02, 'f2': 2.293}"
"{'F1': 0.1, 'F2': 1.3}","{'f1': 0.08, 'f2': 2.527}"
