surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.382, 'F2': 3.6}","{'f1': 0.3, 'f2': 3.969}"
"{'F1': 0.2, 'F2': 4.04}","{'f1': 0.2, 'f2': 1.519}"
"{'F1': 0.18, 'F2': 3.7399999999999998}","{'f1': 0.1, 'f2': 1.616}"
"{'F1': 0.1, 'F2': 1.5}","{'f1': 0.03, 'f2': 0.999}"
"{'F1': 0.018, 'F2': 1.2200000000000002}","{'f1': 0.01, 'f2': 1.059}"
"{'F1': 0.039999999999999994, 'F2': 0.9924}","{'f1': 0.05, 'f2': 0.946}"
"{'F1': 0.02, 'F2': 0.9997999999999999}","{'f1': 0.02, 'f2': 0.939}"
"{'F1': 0.030000000000000006, 'F2': 0.976}","{'f1': 0.02, 'f2': 0.939}"
"{'F1': 0.01, 'F2': 1.0265999999999997}","{'f1': 0.01, 'f2': 0.983}"
"{'F1': 0.030000000000000006, 'F2': 0.9833999999999999}","{'f1': 0.03, 'f2': 1.051}"
"{'F1': 0.014000000000000002, 'F2': 0.9629999999999999}","{'f1': 0.01, 'f2': 0.985}"
"{'F1': 0.06, 'F2': 0.9299999999999999}","{'f1': 0.04, 'f2': 4.785}"
"{'F1': 0.0, 'F2': 0.9}","{'f1': 0.0, 'f2': 1.0}"
"{'F1': 0.018, 'F2': 0.9945999999999999}","{'f1': 0.02, 'f2': 0.945}"
"{'F1': 0.018, 'F2': 0.9953999999999998}","{'f1': 0.01, 'f2': 1.021}"
"{'F1': 0.018, 'F2': 0.9778}","{'f1': 0.02, 'f2': 1.015}"
"{'F1': 0.017, 'F2': 0.9635999999999999}","{'f1': 0.005, 'f2': 0.972}"
"{'F1': 0.018, 'F2': 0.9719999999999999}","{'f1': 0.01, 'f2': 0.988}"
"{'F1': 0.015999999999999997, 'F2': 0.9654}","{'f1': 0.02, 'f2': 0.936}"
"{'F1': 0.007000000000000001, 'F2': 0.9475999999999999}","{'f1': 0.005, 'f2': 0.993}"
"{'F1': 0.013999999999999999, 'F2': 0.9658}","{'f1': 0.01, 'f2': 0.988}"
"{'F1': 0.02, 'F2': 0.9372}","{'f1': 0.02, 'f2': 1.018}"
"{'F1': 0.001, 'F2': 0.9952}","{'f1': 0.001, 'f2': 0.977}"
"{'F1': 0.003, 'F2': 0.9612}","{'f1': 0.001, 'f2': 1.046}"
"{'F1': 0.032, 'F2': 1.1096}","{'f1': 0.0, 'f2': 1.497}"
"{'F1': 0.005, 'F2': 0.9306000000000001}","{'f1': 0.004, 'f2': 1.496}"
"{'F1': 0.004, 'F2': 1.4920000000000002}","{'f1': 0.004, 'f2': 0.971}"
"{'F1': 0.03, 'F2': 0.9256}","{'f1': 0.02, 'f2': 1.651}"
"{'F1': 0.0122, 'F2': 0.9652000000000001}","{'f1': 0.02, 'f2': 0.931}"
