surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.0, 'Latency': 21.0}","{'f1': 6.640000000000001, 'latency': 27.413315773010254}"
"{'F1': 7.0, 'Latency': 21.0}","{'f1': 8.040000000000006, 'latency': 25.05713939666748}"
"{'F1': 7.0, 'Latency': 21.0}","{'f1': 7.344999999999999, 'latency': 25.997285842895508}"
"{'F1': 7.0, 'Latency': 21.0}","{'f1': 8.40333333333335, 'latency': 25.63812255859375}"
"{'F1': 7.2, 'Latency': 22.5}","{'f1': 7.2549999999999955, 'latency': 30.617284774780273}"
"{'F1': 7.2, 'Latency': 22.5}","{'f1': 7.883333333333326, 'latency': 26.670851707458496}"
"{'F1': 7.2, 'Latency': 22.5}","{'f1': 8.730000000000004, 'latency': 30.86686134338379}"
"{'F1': 7.2, 'Latency': 22.5}","{'f1': 12.585000000000008, 'latency': 25.400114059448242}"
"{'F1': 7.51, 'Latency': 22.02}","{'f1': 7.069999999999993, 'latency': 24.27896022796631}"
"{'F1': 7.51, 'Latency': 22.02}","{'f1': 12.930000000000007, 'latency': 16.413540840148926}"
"{'F1': 7.51, 'Latency': 22.02}","{'f1': 7.685000000000002, 'latency': 28.871002197265625}"
"{'F1': 7.51, 'Latency': 22.02}","{'f1': 11.486666666666665, 'latency': 27.500948905944824}"
"{'F1': 12.0, 'Latency': 16.5}","{'f1': 8.60666666666667, 'latency': 22.389745712280273}"
"{'F1': 12.0, 'Latency': 16.5}","{'f1': 6.545000000000002, 'latency': 19.362587928771973}"
"{'F1': 12.0, 'Latency': 16.5}","{'f1': 6.486666666666665, 'latency': 26.146159172058105}"
"{'F1': 12.0, 'Latency': 16.5}","{'f1': 6.90000000000002, 'latency': 25.573196411132812}"
"{'F1': 6.5, 'Latency': 20.0}","{'f1': 6.944999999999993, 'latency': 23.148417472839355}"
"{'F1': 6.5, 'Latency': 20.0}","{'f1': 6.240000000000009, 'latency': 25.729660987854004}"
"{'F1': 6.5, 'Latency': 20.0}","{'f1': 12.360000000000014, 'latency': 26.684980392456055}"
"{'F1': 6.5, 'Latency': 20.0}","{'f1': 6.2549999999999955, 'latency': 30.072011947631836}"
"{'F1': 6.5, 'Latency': 27}","{'f1': 7.963333333333324, 'latency': 21.93660259246826}"
"{'F1': 6.5, 'Latency': 27}","{'f1': 10.519999999999996, 'latency': 25.979371070861816}"
"{'F1': 6.5, 'Latency': 27}","{'f1': 6.2549999999999955, 'latency': 23.697309494018555}"
"{'F1': 6.5, 'Latency': 27}","{'f1': 8.833333333333329, 'latency': 21.77816867828369}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 6.405000000000001, 'latency': 26.434521675109863}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 6.319999999999993, 'latency': 27.656641006469727}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 6.769999999999996, 'latency': 27.310047149658203}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 7.349999999999994, 'latency': 27.30461597442627}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 7.203333333333333, 'latency': 21.43653392791748}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 12.623333333333335, 'latency': 24.688196182250977}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 9.879999999999995, 'latency': 26.435155868530273}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 7.959999999999994, 'latency': 29.21308994293213}"
"{'F1': 8.0, 'Latency': 25.5}","{'f1': 11.709999999999994, 'latency': 29.63923454284668}"
"{'F1': 8.0, 'Latency': 25.5}","{'f1': 7.773333333333326, 'latency': 27.164363861083984}"
"{'F1': 8.0, 'Latency': 25.5}","{'f1': 8.823333333333338, 'latency': 24.410653114318848}"
"{'F1': 8.0, 'Latency': 25.5}","{'f1': 6.590000000000003, 'latency': 28.400816917419434}"
"{'F1': 6.4, 'Latency': 22.5}","{'f1': 6.943333333333342, 'latency': 22.977275848388672}"
"{'F1': 6.4, 'Latency': 22.5}","{'f1': 7.049999999999997, 'latency': 27.120189666748047}"
"{'F1': 6.4, 'Latency': 22.5}","{'f1': 9.715000000000003, 'latency': 30.867938995361328}"
"{'F1': 6.4, 'Latency': 22.5}","{'f1': 21.034999999999997, 'latency': 26.834640502929688}"
"{'F1': 7.25, 'Latency': 27.66}","{'f1': 6.680000000000007, 'latency': 27.32478141784668}"
"{'F1': 7.25, 'Latency': 27.66}","{'f1': 8.373333333333335, 'latency': 30.79887866973877}"
"{'F1': 7.25, 'Latency': 27.66}","{'f1': 7.555000000000007, 'latency': 25.337767601013184}"
"{'F1': 7.25, 'Latency': 27.66}","{'f1': 10.829999999999998, 'latency': 22.09981918334961}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 8.693333333333342, 'latency': 27.418599128723145}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 7.430000000000007, 'latency': 26.67649745941162}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 7.790000000000006, 'latency': 26.60677433013916}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 8.683333333333337, 'latency': 25.885229110717773}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 12.805000000000007, 'latency': 25.421714782714844}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 7.7933333333333366, 'latency': 27.135038375854492}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 9.663333333333341, 'latency': 26.468658447265625}"
"{'F1': 12.93, 'Latency': 16.41}","{'f1': 7.193333333333328, 'latency': 27.30729103088379}"
"{'F1': 6.55, 'Latency': 19.36}","{'f1': 7.109999999999999, 'latency': 27.096843719482422}"
"{'F1': 6.55, 'Latency': 19.36}","{'f1': 7.099999999999994, 'latency': 27.00674533843994}"
"{'F1': 6.55, 'Latency': 19.36}","{'f1': 10.590000000000003, 'latency': 25.671744346618652}"
"{'F1': 6.55, 'Latency': 19.36}","{'f1': 9.310000000000002, 'latency': 25.434365272521973}"
"{'F1': 6.24, 'Latency': 25.73}","{'f1': 8.876666666666665, 'latency': 26.11539363861084}"
"{'F1': 6.24, 'Latency': 25.73}","{'f1': 6.049999999999997, 'latency': 25.71056365966797}"
"{'F1': 6.24, 'Latency': 25.73}","{'f1': 7.810000000000002, 'latency': 27.21683979034424}"
