surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 8.105000000000004, 'latency': 27.110919952392578}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 8.700000000000003, 'latency': 26.747326850891113}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 7.460000000000008, 'latency': 30.2065372467041}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 12.053333333333327, 'latency': 23.336076736450195}"
"{'F1': 10.0, 'Latency': 25.0}","{'f1': 8.35666666666667, 'latency': 24.04654026031494}"
"{'F1': 10.0, 'Latency': 25.0}","{'f1': 7.359999999999999, 'latency': 24.509143829345703}"
"{'F1': 10.0, 'Latency': 25.0}","{'f1': 7.310000000000002, 'latency': 29.75346565246582}"
"{'F1': 10.0, 'Latency': 25.0}","{'f1': 9.113333333333344, 'latency': 34.29201602935791}"
"{'F1': 8.0, 'Latency': 22.5}","{'f1': 13.636666666666656, 'latency': 22.963433265686035}"
"{'F1': 8.0, 'Latency': 22.5}","{'f1': 8.799999999999997, 'latency': 30.596470832824707}"
"{'F1': 8.0, 'Latency': 22.5}","{'f1': 7.074999999999989, 'latency': 29.86060619354248}"
"{'F1': 8.0, 'Latency': 22.5}","{'f1': 8.373333333333335, 'latency': 30.79887866973877}"
"{'F1': 6.5, 'Latency': 34.0}","{'f1': 7.540000000000006, 'latency': 31.327285766601562}"
"{'F1': 6.5, 'Latency': 34.0}","{'f1': 8.206666666666663, 'latency': 26.70341968536377}"
"{'F1': 6.5, 'Latency': 34.0}","{'f1': 7.210000000000008, 'latency': 30.06417751312256}"
"{'F1': 6.5, 'Latency': 34.0}","{'f1': 13.173333333333332, 'latency': 25.601820945739746}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 10.35499999999999, 'latency': 25.28757095336914}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 7.079999999999998, 'latency': 29.583401679992676}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 9.715000000000003, 'latency': 28.31892967224121}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 7.590000000000003, 'latency': 28.72549533843994}"
"{'F1': 13.64, 'Latency': 22.96}","{'f1': 7.049999999999997, 'latency': 26.369214057922363}"
"{'F1': 13.64, 'Latency': 22.96}","{'f1': 8.555000000000007, 'latency': 28.692049980163574}"
"{'F1': 13.64, 'Latency': 22.96}","{'f1': 8.670000000000002, 'latency': 28.382391929626465}"
"{'F1': 13.64, 'Latency': 22.96}","{'f1': 6.335000000000008, 'latency': 35.461134910583496}"
"{'F1': 6.5, 'Latency': 35.0}","{'f1': 8.400000000000006, 'latency': 34.139413833618164}"
"{'F1': 6.5, 'Latency': 35.0}","{'f1': 6.959999999999994, 'latency': 29.867043495178223}"
"{'F1': 6.5, 'Latency': 35.0}","{'f1': 12.450000000000003, 'latency': 27.23341941833496}"
"{'F1': 6.5, 'Latency': 35.0}","{'f1': 8.469999999999999, 'latency': 30.425796508789062}"
"{'F1': 6.5, 'Latency': 32}","{'f1': 7.2450000000000045, 'latency': 30.038728713989258}"
"{'F1': 6.5, 'Latency': 32}","{'f1': 9.783333333333346, 'latency': 24.548873901367188}"
"{'F1': 6.5, 'Latency': 32}","{'f1': 8.873333333333335, 'latency': 30.286598205566406}"
"{'F1': 6.5, 'Latency': 32}","{'f1': 9.110000000000014, 'latency': 28.4559965133667}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 7.266666666666666, 'latency': 29.846477508544922}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 9.159999999999997, 'latency': 28.30744743347168}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 9.376666666666665, 'latency': 22.621493339538574}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 8.11333333333333, 'latency': 29.767355918884277}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 7.079999999999998, 'latency': 34.26143169403076}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 7.240000000000009, 'latency': 33.8029146194458}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 7.913333333333341, 'latency': 31.871433258056644}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 7.510000000000005, 'latency': 33.54275703430176}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 6.930000000000007, 'latency': 29.613900184631348}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 9.019999999999996, 'latency': 31.95694923400879}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 7.480000000000018, 'latency': 34.14032459259033}"
"{'F1': 6.28, 'Latency': 35.55}","{'f1': 10.533333333333346, 'latency': 25.397953987121582}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 10.055000000000007, 'latency': 28.463611602783203}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 7.539999999999992, 'latency': 30.409960746765137}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 7.176666666666662, 'latency': 29.935603141784668}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 11.329999999999998, 'latency': 28.919739723205566}"
"{'F1': 8.56, 'Latency': 28.69}","{'f1': 9.530000000000015, 'latency': 28.538222312927246}"
"{'F1': 8.56, 'Latency': 28.69}","{'f1': 6.859999999999999, 'latency': 26.360979080200195}"
"{'F1': 8.56, 'Latency': 28.69}","{'f1': 7.920000000000002, 'latency': 26.49272918701172}"
"{'F1': 8.56, 'Latency': 28.69}","{'f1': 7.810000000000002, 'latency': 27.60786533355713}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 6.6699999999999875, 'latency': 30.10063648223877}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 7.724999999999994, 'latency': 29.69076156616211}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 7.099999999999994, 'latency': 29.967041015625}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 7.069999999999993, 'latency': 29.660396575927734}"
"{'F1': 7.54, 'Latency': 31.33}","{'f1': 7.65000000000002, 'latency': 24.264826774597168}"
"{'F1': 7.54, 'Latency': 31.33}","{'f1': 7.256666666666661, 'latency': 29.91072654724121}"
"{'F1': 7.54, 'Latency': 31.33}","{'f1': 8.030000000000001, 'latency': 31.21290683746338}"
"{'F1': 7.54, 'Latency': 31.33}","{'f1': 7.759999999999991, 'latency': 24.427766799926758}"
"{'F1': 8.11, 'Latency': 27.11}","{'f1': 8.870000000000005, 'latency': 24.459080696105957}"
"{'F1': 8.11, 'Latency': 27.11}","{'f1': 12.366666666666674, 'latency': 21.25500202178955}"
"{'F1': 8.11, 'Latency': 27.11}","{'f1': 10.063333333333333, 'latency': 28.37881565093994}"
"{'F1': 8.11, 'Latency': 27.11}","{'f1': 9.663333333333341, 'latency': 26.468658447265625}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 7.435000000000002, 'latency': 26.35432243347168}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 8.806666666666658, 'latency': 24.177818298339844}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 9.129999999999995, 'latency': 28.22049617767334}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 9.620000000000005, 'latency': 28.372478485107422}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 10.980000000000004, 'latency': 24.418163299560547}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 6.405000000000001, 'latency': 26.434521675109863}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 9.216666666666683, 'latency': 28.86899471282959}"
"{'F1': 7.65, 'Latency': 24.26}","{'f1': 7.659999999999997, 'latency': 24.646553993225098}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 8.370000000000005, 'latency': 28.992080688476562}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 6.789999999999992, 'latency': 26.53803825378418}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 10.710000000000008, 'latency': 25.332722663879395}"
"{'F1': 6.86, 'Latency': 26.36}","{'f1': 9.686666666666667, 'latency': 28.463358879089355}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 8.75333333333333, 'latency': 24.710488319396973}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 6.27000000000001, 'latency': 26.76736831665039}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 7.894999999999996, 'latency': 28.915061950683594}"
"{'F1': 9.38, 'Latency': 22.62}","{'f1': 9.25333333333333, 'latency': 28.762378692626953}"
