surrogate_model_prediction,benchmark_evaluation
"{'F1': 9.5, 'Latency': 20.0}","{'f1': 11.319999999999993, 'latency': 17.364988327026367}"
"{'F1': 9.5, 'Latency': 20.0}","{'f1': 13.689999999999998, 'latency': 11.496109962463379}"
"{'F1': 9.5, 'Latency': 20.0}","{'f1': 10.435000000000002, 'latency': 17.481045722961426}"
"{'F1': 9.5, 'Latency': 20.0}","{'f1': 9.046666666666667, 'latency': 22.804312705993652}"
"{'F1': 9.5, 'Latency': 19.5}","{'f1': 20.36666666666666, 'latency': 18.035712242126465}"
"{'F1': 9.5, 'Latency': 19.5}","{'f1': 24.75333333333333, 'latency': 14.029316902160645}"
"{'F1': 9.5, 'Latency': 19.5}","{'f1': 36.81333333333333, 'latency': 12.179489135742188}"
"{'F1': 9.5, 'Latency': 19.5}","{'f1': 11.579999999999998, 'latency': 17.315783500671387}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 13.376666666666665, 'latency': 14.795775413513184}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 10.189999999999998, 'latency': 20.66768169403076}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 12.663333333333341, 'latency': 16.470060348510742}"
"{'F1': 12.18, 'Latency': 12.18}","{'f1': 30.55333333333334, 'latency': 25.64441204071045}"
"{'F1': 12.18, 'Latency': 12.18}","{'f1': 13.50666666666666, 'latency': 13.895587921142578}"
"{'F1': 12.18, 'Latency': 12.18}","{'f1': 13.453333333333333, 'latency': 10.651569366455078}"
"{'F1': 12.18, 'Latency': 12.18}","{'f1': 10.50333333333333, 'latency': 13.053140640258789}"
"{'F1': 9.5, 'Latency': 20.5}","{'f1': 8.676666666666677, 'latency': 23.650474548339844}"
"{'F1': 9.5, 'Latency': 20.5}","{'f1': 13.736666666666665, 'latency': 10.648818016052246}"
"{'F1': 9.5, 'Latency': 20.5}","{'f1': 11.266666666666666, 'latency': 25.427064895629883}"
"{'F1': 9.5, 'Latency': 20.5}","{'f1': 19.409999999999997, 'latency': 22.311930656433105}"
"{'F1': 8.12, 'Latency': 20.15}","{'f1': 19.766666666666666, 'latency': 17.41806983947754}"
"{'F1': 8.12, 'Latency': 20.15}","{'f1': 11.476666666666674, 'latency': 20.57939052581787}"
"{'F1': 8.12, 'Latency': 20.15}","{'f1': 13.340000000000003, 'latency': 19.250950813293457}"
"{'F1': 8.12, 'Latency': 20.15}","{'f1': 19.810000000000002, 'latency': 18.719348907470703}"
"{'F1': 10.75, 'Latency': 12.4}","{'f1': 13.280000000000015, 'latency': 15.654463768005371}"
"{'F1': 10.75, 'Latency': 12.4}","{'f1': 24.226666666666674, 'latency': 14.764847755432129}"
"{'F1': 10.75, 'Latency': 12.4}","{'f1': 13.396666666666661, 'latency': 14.933371543884277}"
"{'F1': 10.75, 'Latency': 12.4}","{'f1': 11.169999999999987, 'latency': 17.187252044677734}"
"{'F1': 9.89, 'Latency': 21.34}","{'f1': 13.335000000000008, 'latency': 20.02814769744873}"
