surrogate_model_prediction,benchmark_evaluation
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 90.0, 'latency': 14.931344985961914}"
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 90.0, 'latency': 19.15943145751953}"
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 24.516666666666666, 'latency': 19.213838577270508}"
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 15.944999999999993, 'latency': 14.205021858215332}"
"{'F1': 0.0, 'Latency': 50.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 0.0, 'Latency': 50.0}","{'f1': 10.526666666666685, 'latency': 17.282276153564453}"
"{'F1': 0.0, 'Latency': 50.0}","{'f1': 31.053333333333327, 'latency': 13.180313110351562}"
"{'F1': 0.0, 'Latency': 50.0}","{'f1': 10.586666666666659, 'latency': 13.199272155761719}"
"{'F1': 8.0, 'Latency': 13.5}","{'f1': 24.076666666666668, 'latency': 17.196812629699707}"
"{'F1': 8.0, 'Latency': 13.5}","{'f1': 90.0, 'latency': 10.631942749023438}"
"{'F1': 8.0, 'Latency': 13.5}","{'f1': 6.653333333333322, 'latency': 24.52113628387451}"
"{'F1': 8.0, 'Latency': 13.5}","{'f1': 13.61, 'latency': 9.81755256652832}"
"{'F1': 5.0, 'Latency': 25.0}","{'f1': 45.70333333333334, 'latency': 8.148136138916016}"
"{'F1': 5.0, 'Latency': 25.0}","{'f1': 10.980000000000004, 'latency': 23.583974838256836}"
"{'F1': 5.0, 'Latency': 25.0}","{'f1': 12.84333333333332, 'latency': 21.522822380065918}"
"{'F1': 5.0, 'Latency': 25.0}","{'f1': 13.473333333333343, 'latency': 17.183594703674316}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 22.15666666666668, 'latency': 19.87091064453125}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 10.126666666666665, 'latency': 17.228116989135742}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 11.053333333333327, 'latency': 20.662636756896973}"
"{'F1': 10.0, 'Latency': 18.0}","{'f1': 19.766666666666666, 'latency': 17.41806983947754}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 13.613333333333344, 'latency': 14.02707576751709}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 15.36333333333333, 'latency': 10.837492942810059}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 41.21666666666667, 'latency': 16.106739044189453}"
"{'F1': 10.0, 'Latency': 14.0}","{'f1': 15.730000000000004, 'latency': 13.157944679260254}"
"{'F1': 20.5, 'Latency': 15.5}","{'f1': 13.519999999999996, 'latency': 13.924636840820312}"
"{'F1': 20.5, 'Latency': 15.5}","{'f1': 13.483333333333348, 'latency': 10.646724700927734}"
"{'F1': 20.5, 'Latency': 15.5}","{'f1': 90.0, 'latency': 15.725817680358887}"
"{'F1': 20.5, 'Latency': 15.5}","{'f1': 21.47, 'latency': 21.158270835876465}"
"{'F1': 6.65, 'Latency': 24.52}","{'f1': 7.1200000000000045, 'latency': 17.730536460876465}"
"{'F1': 6.65, 'Latency': 24.52}","{'f1': 12.476666666666674, 'latency': 16.300463676452637}"
"{'F1': 6.65, 'Latency': 24.52}","{'f1': 44.09, 'latency': 17.231345176696777}"
"{'F1': 6.65, 'Latency': 24.52}","{'f1': 26.50999999999999, 'latency': 22.57608413696289}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 36.58666666666667, 'latency': 12.441768646240234}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 39.965, 'latency': 17.417173385620117}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 20.65333333333335, 'latency': 21.24176025390625}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 20.790000000000006, 'latency': 13.90601634979248}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 15.88000000000001, 'latency': 9.803366661071777}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 13.413333333333341, 'latency': 14.793977737426758}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 19.89999999999999, 'latency': 18.335423469543457}"
"{'F1': 45.7, 'Latency': 8.15}","{'f1': 19.769999999999996, 'latency': 13.871111869812012}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 90.0, 'latency': 11.491026878356934}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 13.289999999999992, 'latency': 10.651845932006836}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 20.510000000000005, 'latency': 18.0820894241333}"
"{'F1': 13.0, 'Latency': 12.5}","{'f1': 13.053333333333327, 'latency': 16.513233184814453}"
"{'F1': 15.88, 'Latency': 9.8}","{'f1': 90.0, 'latency': 11.493821144104004}"
"{'F1': 15.88, 'Latency': 9.8}","{'f1': 13.379999999999995, 'latency': 10.662603378295898}"
"{'F1': 15.88, 'Latency': 9.8}","{'f1': 32.17333333333333, 'latency': 18.153014183044434}"
"{'F1': 15.88, 'Latency': 9.8}","{'f1': 13.544999999999987, 'latency': 14.828481674194336}"
"{'F1': 13.48, 'Latency': 10.65}","{'f1': 90.0, 'latency': 11.447830200195312}"
"{'F1': 13.48, 'Latency': 10.65}","{'f1': 37.083333333333336, 'latency': 13.168578147888184}"
"{'F1': 13.48, 'Latency': 10.65}","{'f1': 24.709999999999994, 'latency': 18.07537078857422}"
"{'F1': 13.48, 'Latency': 10.65}","{'f1': 15.833333333333329, 'latency': 8.945202827453613}"
"{'F1': 22.16, 'Latency': 19.87}","{'f1': 90.0, 'latency': 11.500082015991211}"
"{'F1': 22.16, 'Latency': 19.87}","{'f1': 24.263333333333335, 'latency': 14.630837440490723}"
