prompt_tokens,completion_tokens,total_tokens
4882,189,5071
5146,102,5248
5146,98,5244
5146,102,5248
5146,98,5244
5318,462,5780
5582,102,5684
5318,462,5780
5582,102,5684
5318,462,5780
5582,102,5684
5318,462,5780
5582,98,5680
5318,462,5780
5318,189,5507
5582,98,5680
5318,462,5780
5318,462,5780
5318,462,5780
5318,462,5780
5582,92,5674
5582,102,5684
5318,462,5780
5582,98,5680
5318,96,5414
5318,280,5598
5582,102,5684
5582,102,5684
5754,462,6216
5754,189,5943
5754,96,5850
6018,98,6116
5754,462,6216
5754,462,6216
5754,96,5850
5754,96,5850
5754,96,5850
6018,102,6120
5754,462,6216
5754,189,5943
5754,96,5850
5754,96,5850
5754,96,5850
6018,102,6120
5754,462,6216
5754,189,5943
5754,96,5850
6018,102,6120
5754,462,6216
6018,102,6120
5754,462,6216
5754,96,5850
5754,462,6216
5754,462,6216
5754,462,6216
5754,462,6216
6018,98,6116
6018,102,6120
5754,96,5850
5754,189,5943
5754,96,5850
5754,96,5850
5754,280,6034
6018,98,6116
5754,96,5850
6018,102,6120
6018,102,6120
6190,462,6652
6454,102,6556
6190,462,6652
6454,102,6556
6190,462,6652
6190,96,6286
6454,102,6556
6190,462,6652
6190,462,6652
6190,371,6561
6190,371,6561
6190,371,6561
6190,371,6561
6190,371,6561
6190,371,6561
6190,371,6561
6190,371,6561
6190,280,6470
6190,96,6286
6190,96,6286
6190,96,6286
6190,96,6286
6190,96,6286
6190,96,6286
6190,96,6286
6454,102,6556
6190,462,6652
6454,98,6552
6190,462,6652
6190,462,6652
6190,96,6286
6190,462,6652
6190,462,6652
6190,462,6652
6454,102,6556
6190,96,6286
6454,102,6556
6454,98,6552
6190,462,6652
6190,462,6652
6454,102,6556
6190,462,6652
6190,462,6652
6190,280,6470
6190,189,6379
6190,189,6379
6190,189,6379
6190,189,6379
6190,189,6379
6190,189,6379
6190,189,6379
6454,98,6552
6626,462,7088
6890,102,6992
6626,462,7088
6890,102,6992
6626,462,7088
6626,189,6815
6626,96,6722
6890,102,6992
6626,462,7088
6890,102,6992
6626,462,7088
6626,371,6997
6626,96,6722
6890,102,6992
6626,462,7088
6626,462,7088
6626,96,6722
6626,462,7088
6626,462,7088
6890,98,6988
6626,280,6906
6626,96,6722
6626,462,7088
6626,189,6815
6626,96,6722
6626,189,6815
6626,96,6722
6890,102,6992
6890,102,6992
6890,98,6988
6626,371,6997
6890,102,6992
7062,462,7524
7062,280,7342
7062,189,7251
7062,189,7251
7062,96,7158
7326,102,7428
7062,462,7524
7062,96,7158
7326,98,7424
7062,462,7524
7062,96,7158
7326,98,7424
7062,462,7524
7062,189,7251
7326,102,7428
7062,462,7524
7062,189,7251
7326,98,7424
7062,462,7524
7062,462,7524
7062,462,7524
7062,462,7524
7062,462,7524
7326,102,7428
7062,280,7342
7062,189,7251
7062,96,7158
7062,280,7342
7062,371,7433
7062,96,7158
7326,102,7428
7326,98,7424
7062,280,7342
7326,102,7428
7326,98,7424
