candidate_evaluations,hypervolume_contributions
"[{'F1': 0.05, 'F2': 100.0}, {'F1': 0.1, 'F2': 90.0}, {'F1': 0.2, 'F2': 85.0}, {'F1': 0.15, 'F2': 92.0}, {'F1': 0.1, 'F2': 95.0}]","[0.016441804749674604, 0.012990083036371392, 0.0, 0.0, 0.008843870768139084]"
"[{'F1': 0.05, 'F2': 150.0}, {'F1': 0.1, 'F2': 100.0}, {'F1': 0.12, 'F2': 130.0}, {'F1': 0.08, 'F2': 160.0}, {'F1': 0.06, 'F2': 140.0}]","[0.0, 0.0012248181321594664, 0.0, 0.0, 0.0]"
"[{'F1': 0.04, 'F2': 180.0}, {'F1': 0.25, 'F2': 130.0}, {'F1': 0.02, 'F2': 150.0}, {'F1': 0.1, 'F2': 120.0}, {'F1': 0.15, 'F2': 160.0}]","[0.0, 0.0, 0.0046626329089289875, 0.0, 0.0]"
"[{'F1': 0.01, 'F2': 150.0}, {'F1': 0.0, 'F2': 130.0}, {'F1': 0.03, 'F2': 180.0}, {'F1': 0.0, 'F2': 140.0}, {'F1': 0.2, 'F2': 175.0}]","[0.004238757189935827, 0.012801673716709594, 0.0, 0.010639594048290402, 0.0]"
"[{'F1': 0.01, 'F2': 125.23}, {'F1': 0.15, 'F2': 185.67}, {'F1': 0.2, 'F2': 100.54}, {'F1': 0.05, 'F2': 150.32}, {'F1': 0.1, 'F2': 170.45}]","[0.0020885689596930046, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.0, 'F2': 200.25}, {'F1': 0.01, 'F2': 145.75}, {'F1': 0.1, 'F2': 120.5}, {'F1': 0.05, 'F2': 135.8}, {'F1': 0.01, 'F2': 150.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.01, 'F2': 350.63}, {'F1': 0.02, 'F2': 136.25}, {'F1': 0.0, 'F2': 350.63}, {'F1': 0.0, 'F2': 189.21}, {'F1': 0.02, 'F2': 189.21}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.02, 'F2': 134.36}, {'F1': 0.01, 'F2': 230.36}, {'F1': 0.01, 'F2': 178.25}, {'F1': 0.05, 'F2': 85.66}, {'F1': 0.0, 'F2': 375.63}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.15, 'F2': 116.25}, {'F1': 0.04, 'F2': 265.4}, {'F1': 0.1, 'F2': 132.5}, {'F1': 0.05, 'F2': 210.0}, {'F1': 0.03, 'F2': 189.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.0, 'F2': 350.63}, {'F1': 0.01, 'F2': 216.36}, {'F1': 0.02, 'F2': 186.25}, {'F1': 0.0, 'F2': 189.21}, {'F1': 0.03, 'F2': 136.25}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
