candidate_evaluations,hypervolume_contributions
"[{'F1': 0.25, 'F2': 70.0}, {'F1': 0.3, 'F2': 68.0}, {'F1': 0.35, 'F2': 65.0}, {'F1': 0.28, 'F2': 66.0}, {'F1': 0.32, 'F2': 69.0}]","[0.08460199829596082, 0.04362022608146765, 0.03905119165519921, 0.09272193155253428, 0.02254297324266985]"
"[{'F1': 0.23, 'F2': 72.45}, {'F1': 0.15, 'F2': 398.32}, {'F1': 0.05, 'F2': 450.0}, {'F1': 0.2, 'F2': 80.15}, {'F1': 0.3, 'F2': 60.0}]","[0.12845433942441553, 0.006270074215644739, 0.013985820059471132, 0.15853407856666224, 0.061826685625166355]"
"[{'F1': 0.25, 'F2': 160.0}, {'F1': 0.15, 'F2': 180.0}, {'F1': 0.1, 'F2': 200.0}, {'F1': 0.2, 'F2': 150.0}, {'F1': 0.2, 'F2': 155.0}]","[0.04979725343188934, 0.13734126802158397, 0.16705436766333226, 0.10361133762180708, 0.10160292224279299]"
"[{'F1': 0.1, 'F2': 280.0}, {'F1': 0.4, 'F2': 150.0}, {'F1': 0.2, 'F2': 330.0}, {'F1': 0.1, 'F2': 400.0}, {'F1': 0.3, 'F2': 200.0}]","[0.014054890822340571, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.1, 'F2': 407.94}, {'F1': 0.3, 'F2': 145.05}, {'F1': 0.1, 'F2': 297.5}, {'F1': 0.1, 'F2': 189.35}, {'F1': 0.2, 'F2': 188.75}]","[0.0, 3.5348110682953404e-07, 0.0, 0.0, 0.0002402064793300962]"
"[{'F1': 0.1, 'F2': 397.34}, {'F1': 0.2, 'F2': 115.13}, {'F1': 0.1, 'F2': 427.94}, {'F1': 0.15, 'F2': 189.95}, {'F1': 0.1, 'F2': 470.54}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.1, 'F2': 297.5}, {'F1': 0.25, 'F2': 120.0}, {'F1': 0.2, 'F2': 150.0}, {'F1': 0.15, 'F2': 200.0}, {'F1': 0.05, 'F2': 250.0}]","[0.0, 0.0, 0.0, 0.0, 0.04497837679196648]"
"[{'F1': 0.35, 'F2': 150.0}, {'F1': 0.68, 'F2': 75.0}, {'F1': 0.04, 'F2': 450.0}, {'F1': 0.12, 'F2': 200.0}, {'F1': 0.06, 'F2': 425.0}]","[0.0, 0.0, 0.0027585829714684706, 0.0, 0.0020419616263731566]"
"[{'F1': 0.05, 'F2': 400.0}, {'F1': 0.1, 'F2': 200.0}, {'F1': 0.01, 'F2': 500.0}, {'F1': 0.0, 'F2': 600.0}, {'F1': 0.02, 'F2': 300.0}]","[0.0046631320733721005, 0.0, 0.019688563527447522, 0.013071725706518045, 0.04481530786509902]"
"[{'F1': 0.05, 'F2': 550.0}, {'F1': 0.15, 'F2': 300.0}, {'F1': 0.04, 'F2': 450.0}, {'F1': 0.12, 'F2': 400.0}, {'F1': 0.06, 'F2': 500.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.05, 'F2': 554.42}, {'F1': 0.1, 'F2': 297.5}, {'F1': 0.2, 'F2': 110.13}, {'F1': 0.02, 'F2': 322.45}, {'F1': 0.01, 'F2': 473.99}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.14, 'F2': 390.0}, {'F1': 0.28, 'F2': 150.0}, {'F1': 0.05, 'F2': 450.0}, {'F1': 0.02, 'F2': 470.0}, {'F1': 0.18, 'F2': 200.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.18, 'F2': 180.0}, {'F1': 0.03, 'F2': 450.0}, {'F1': 0.25, 'F2': 150.0}, {'F1': 0.09, 'F2': 400.0}, {'F1': 0.14, 'F2': 500.0}]","[0.0004754382935654444, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.06, 'F2': 384.15}, {'F1': 0.05, 'F2': 452.56}, {'F1': 0.04, 'F2': 421.75}, {'F1': 0.03, 'F2': 478.9}, {'F1': 0.07, 'F2': 366.87}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.04, 'F2': 485.0}, {'F1': 0.08, 'F2': 220.0}, {'F1': 0.03, 'F2': 450.0}, {'F1': 0.07, 'F2': 360.0}, {'F1': 0.09, 'F2': 400.0}]","[0.0, 0.005210596189108241, 0.0, 0.0, 0.0]"
"[{'F1': 0.3, 'F2': 412.61}, {'F1': 0.4, 'F2': 323.45}, {'F1': 0.05, 'F2': 454.38}, {'F1': 0.1, 'F2': 307.12}, {'F1': 0.02, 'F2': 500.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.02, 'F2': 322.45}, {'F1': 0.01, 'F2': 473.99}, {'F1': 0.03, 'F2': 440.41}, {'F1': 0.05, 'F2': 554.42}, {'F1': 0.04, 'F2': 462.18}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.1, 'F2': 407.94}, {'F1': 0.09, 'F2': 892.16}, {'F1': 0.4, 'F2': 110.13}, {'F1': 0.05, 'F2': 554.42}, {'F1': 0.25, 'F2': 250.25}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.01, 'F2': 473.99}, {'F1': 0.05, 'F2': 440.41}, {'F1': 0.03, 'F2': 499.0}, {'F1': 0.04, 'F2': 493.67}, {'F1': 0.09, 'F2': 634.75}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
