configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'problem': 'welded_beam'}",5.111386725999864,0.312,35.123
"{'x0': 0.4547010522213721, 'x1': 0.8326320323149597, 'x2': 0.0690513408736042, 'x3': 0.3194472510397673, 'problem': 'welded_beam'}",5.111484495000013,0.206,20871.737
"{'x0': 0.4851871929759633, 'x1': 0.2982616313651307, 'x2': 0.2124262739922225, 'x3': 0.166746837969808, 'problem': 'welded_beam'}",5.111517925000044,0.102,1373.383
"{'x0': 0.1762213066051411, 'x1': 0.3185452432219371, 'x2': 0.3490676632113582, 'x3': 0.9992508603400948, 'problem': 'welded_beam'}",5.111531215000014,0.251,51.65
"{'x0': 0.5066846142238558, 'x1': 0.2370594899692707, 'x2': 0.3892532123452717, 'x3': 0.4727371361363963, 'problem': 'welded_beam'}",5.111435885999981,0.193,78.733
"{'x0': 0.8569679300356892, 'x1': 0.9737427100419668, 'x2': 0.4593411615050131, 'x3': 0.9523800798479476, 'problem': 'welded_beam'}",5.111452765999957,1.105,23.783
"{'x0': 0.456999189044563, 'x1': 0.9244771851038424, 'x2': 0.8843779857073643, 'x3': 0.0908425359373984, 'problem': 'welded_beam'}",5.111416045999931,0.271,34.936
"{'x0': 0.4553655200041342, 'x1': 0.8086086697963959, 'x2': 0.8278239540993878, 'x3': 0.5231105620516908, 'problem': 'welded_beam'}",5.11146669599998,0.494,7.397
"{'x0': 0.1000869470874845, 'x1': 0.7008267271590665, 'x2': 0.4954821142245852, 'x3': 0.5370109866459574, 'problem': 'welded_beam'}",5.111498804999883,0.196,33.605
"{'x0': 0.2142623470150187, 'x1': 0.3801995708087384, 'x2': 0.7568975107185656, 'x3': 0.0290827555957817, 'problem': 'welded_beam'}",5.111542614999962,0.035,174.071
"{'x0': 0.7022444065255037, 'x1': 0.2541737852018497, 'x2': 1.0, 'x3': 0.0163214263435698, 'problem': 'welded_beam'}",10.66547545000003,0.15,134.498
"{'x0': 0.3287366315590068, 'x1': 0.2628864633065757, 'x2': 0.6390211791601603, 'x3': 0.7160043969166443, 'problem': 'welded_beam'}",10.665510110000014,0.345,11.749
"{'x0': 0.1240105585827157, 'x1': 0.1550363244437572, 'x2': 0.2726632308856535, 'x3': 0.5953592705579399, 'problem': 'welded_beam'}",10.66549673999998,0.113,181.893
