x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.765,0.674,0.9,0.963,0.971,0.46,0.935,0.982,0.938,0.008
0.656,0.284,0.383,0.447,0.118,0.517,0.58,0.934,0.225,0.558
0.344,0.23,0.313,0.657,0.616,0.016,0.955,0.998,0.019,0.106
0.726,0.945,0.874,0.935,0.839,0.861,0.936,0.019,0.762,0.487
0.665,0.16,0.268,0.355,0.103,0.046,0.044,0.976,0.366,0.243
0.9,0.1,0.2,0.3,0.4,0.5,0.6,0.1,0.2,0.3
0.1,0.2,0.3,0.4,0.5,0.25,0.3,0.8,0.1,0.2
0.1,0.2,0.3,0.4,0.1,0.4,0.5,0.8,0.1,0.2
0.4,0.5,0.1,0.6,0.2,0.3,0.4,0.3,0.5,0.1
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.2,0.1,0.4,0.2,0.3,0.1,0.2,0.5,0.3,0.1
0.4,0.3,0.5,0.2,0.1,0.3,0.1,0.4,0.2,0.3
0.0,0.1,0.4,0.5,0.2,0.3,0.4,0.3,0.1,0.2
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
0.1,0.05,0.1,0.4,0.3,0.2,0.05,0.2,0.1,0.1
0.3,0.05,0.2,0.1,0.2,0.05,0.1,0.3,0.2,0.05
0.1,0.0,0.4,0.3,0.1,0.1,0.2,0.3,0.0,0.1
0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.32,0.2,0.1,0.1,0.0,0.0,0.1,0.4,0.1,0.0
0.1,0.15,0.2,0.4,0.0,0.0,0.1,0.3,0.3,0.1
0.15,0.2,0.3,0.1,0.05,0.02,0.03,0.1,0.1,0.1
0.2,0.3,0.25,0.1,0.15,0.1,0.2,0.6,0.1,0.1
0.2,0.15,0.3,0.2,0.1,0.1,0.6,0.15,0.25,0.1
0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0
0.16,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0
0.3,0.0,0.1,0.2,0.1,0.0,0.3,0.1,0.0,0.0
0.05,0.0,0.2,0.3,0.0,0.0,0.1,0.1,0.0,0.0
0.1,0.1,0.2,0.12,0.0,0.0,0.1,0.1,0.1,0.0
0.05,0.1,0.2,0.1,0.1,0.1,0.1,0.3,0.1,0.0
0.1,0.3,0.2,0.1,0.1,0.05,0.2,0.1,0.1,0.2
0.03,0.1,0.02,0.03,0.01,0.01,0.01,0.0,0.1,0.1
0.1,0.05,0.2,0.1,0.0,0.0,0.1,0.2,0.1,0.1
0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1
0.1,0.05,0.01,0.02,0.01,0.02,0.02,0.1,0.1,0.1
0.1,0.05,0.1,0.1,0.05,0.0,0.05,0.1,0.1,0.1
0.1,0.2,0.1,0.04,0.02,0.02,0.01,0.1,0.1,0.1
0.15,0.05,0.3,0.9,0.1,0.3,0.2,0.2,0.0,0.0
0.1,0.1,0.25,0.3,0.05,0.05,0.1,0.3,0.05,0.1
0.15,0.1,0.1,0.05,0.02,0.03,0.01,0.1,0.05,0.0
0.1,0.1,0.1,0.2,0.0,0.05,0.1,0.1,0.1,0.1
0.1,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0
0.12,0.2,0.14,0.1,0.1,0.2,0.05,0.15,0.08,0.05
0.1,0.1,0.05,0.0,0.0,0.01,0.02,0.5,0.0,0.0
0.2,0.15,0.05,0.02,0.01,0.01,0.02,0.3,0.0,0.0
0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.6,0.0,0.0
0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0
0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.1,0.1,0.1
0.01,0.05,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1
0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1
0.05,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0
0.05,0.02,0.01,0.04,0.0,0.01,0.02,0.2,0.0,0.0
0.1,0.1,0.15,0.05,0.01,0.01,0.01,0.2,0.1,0.1
0.1,0.07,0.09,0.02,0.01,0.02,0.02,0.2,0.1,0.0
0.0,0.1,0.01,0.01,0.0,0.0,0.0,0.1,0.0,0.0
0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0
0.2,0.1,0.02,0.1,0.0,0.0,0.0,0.1,0.0,0.0
0.1,0.2,0.1,0.05,0.0,0.0,0.0,0.1,0.0,0.0
0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.05,0.02,0.01,0.0,0.0,0.0,0.1,0.0,0.0
0.25,0.05,0.05,0.05,0.0,0.0,0.0,0.5,0.1,0.0
0.1,0.0,0.02,0.1,0.0,0.0,0.0,0.1,0.0,0.1
