candidate_evaluations,hypervolume_contributions
"[{'F1': 0.2, 'F2': 3.476}, {'F1': 0.4, 'F2': 3.653}, {'F1': 0.7, 'F2': 3.984}, {'F1': 0.1, 'F2': 4.271}, {'F1': 0.3, 'F2': 3.912}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.05, 'F2': 4.367}, {'F1': 0.3, 'F2': 3.651}, {'F1': 0.9, 'F2': 5.382}, {'F1': 0.25, 'F2': 3.488}, {'F1': 0.1, 'F2': 4.011}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.6, 'F2': 4.257}, {'F1': 0.1, 'F2': 5.363}, {'F1': 0.25, 'F2': 3.842}, {'F1': 0.3, 'F2': 4.051}, {'F1': 0.4, 'F2': 3.499}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.35, 'F2': 3.76}, {'F1': 0.1, 'F2': 4.076}, {'F1': 0.4, 'F2': 3.921}, {'F1': 0.25, 'F2': 3.987}, {'F1': 0.8, 'F2': 3.481}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.4, 'F2': 4.074}, {'F1': 0.8, 'F2': 3.875}, {'F1': 0.1, 'F2': 4.761}, {'F1': 0.25, 'F2': 3.95}, {'F1': 0.33, 'F2': 3.97}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.4, 'F2': 4.044}, {'F1': 0.3, 'F2': 3.314}, {'F1': 0.25, 'F2': 4.267}, {'F1': 0.11, 'F2': 4.863}, {'F1': 0.1, 'F2': 4.826}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.01, 'F2': 1.02}, {'F1': 0.25, 'F2': 4.476}, {'F1': 0.3, 'F2': 4.211}, {'F1': 0.8, 'F2': 4.151}, {'F1': 0.1, 'F2': 1.53}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.5, 'F2': 4.063}, {'F1': 0.3, 'F2': 4.217}, {'F1': 0.25, 'F2': 4.361}, {'F1': 0.1, 'F2': 4.605}, {'F1': 0.02, 'F2': 4.731}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.1, 'F2': 4.223}, {'F1': 0.3, 'F2': 3.952}, {'F1': 0.45, 'F2': 3.761}, {'F1': 0.25, 'F2': 4.087}, {'F1': 0.6, 'F2': 3.419}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.11, 'F2': 4.632}, {'F1': 0.47, 'F2': 4.021}, {'F1': 0.3, 'F2': 3.917}, {'F1': 0.25, 'F2': 4.287}, {'F1': 0.01, 'F2': 5.293}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.25, 'F2': 4.167}, {'F1': 0.02, 'F2': 2.323}, {'F1': 0.6, 'F2': 3.971}, {'F1': 0.1, 'F2': 4.816}, {'F1': 0.3, 'F2': 4.215}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.25, 'F2': 3.762}, {'F1': 0.2, 'F2': 3.981}, {'F1': 0.15, 'F2': 4.113}, {'F1': 0.3, 'F2': 3.895}, {'F1': 0.08, 'F2': 4.287}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.3, 'F2': 4.044}, {'F1': 0.15, 'F2': 4.476}, {'F1': 0.45, 'F2': 4.115}, {'F1': 0.08, 'F2': 4.845}, {'F1': 0.6, 'F2': 3.314}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.8, 'F2': 3.231}, {'F1': 0.02, 'F2': 2.286}, {'F1': 0.6, 'F2': 4.013}, {'F1': 0.15, 'F2': 4.967}, {'F1': 0.3, 'F2': 4.787}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.7, 'F2': 3.387}, {'F1': 0.5, 'F2': 3.842}, {'F1': 0.123, 'F2': 4.321}, {'F1': 0.33, 'F2': 3.924}, {'F1': 0.21, 'F2': 4.567}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.6, 'F2': 3.842}, {'F1': 0.3, 'F2': 4.217}, {'F1': 0.15, 'F2': 4.921}, {'F1': 0.42, 'F2': 4.115}, {'F1': 0.01, 'F2': 5.56}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
