candidate_evaluations,hypervolume_contributions
"[{'F1': 0.2, 'F2': 2.873}, {'F1': 0.7, 'F2': 3.631}, {'F1': 0.1, 'F2': 3.166}, {'F1': 0.4, 'F2': 3.284}, {'F1': 0.35, 'F2': 3.605}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.4, 'F2': 3.848}, {'F1': 0.7, 'F2': 3.673}, {'F1': 0.1, 'F2': 4.61}, {'F1': 0.33, 'F2': 3.825}, {'F1': 0.25, 'F2': 3.9}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.3, 'F2': 3.762}, {'F1': 0.7, 'F2': 3.674}, {'F1': 0.25, 'F2': 3.831}, {'F1': 0.1, 'F2': 4.146}, {'F1': 0.45, 'F2': 3.427}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.3, 'F2': 4.137}, {'F1': 0.1, 'F2': 4.426}, {'F1': 0.6, 'F2': 3.662}, {'F1': 0.2, 'F2': 4.328}, {'F1': 0.7, 'F2': 3.471}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.6, 'F2': 3.667}, {'F1': 0.7, 'F2': 3.767}, {'F1': 0.1, 'F2': 4.633}, {'F1': 0.25, 'F2': 3.542}, {'F1': 0.05, 'F2': 4.85}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.05, 'F2': 4.867}, {'F1': 0.9, 'F2': 4.233}, {'F1': 0.1, 'F2': 3.677}, {'F1': 0.25, 'F2': 3.244}, {'F1': 0.8, 'F2': 3.867}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.25, 'F2': 4.056}, {'F1': 0.7, 'F2': 3.573}, {'F1': 0.01, 'F2': 4.231}, {'F1': 0.45, 'F2': 3.362}, {'F1': 0.1, 'F2': 4.25}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.15, 'F2': 3.761}, {'F1': 0.01, 'F2': 4.066}, {'F1': 0.9, 'F2': 4.256}, {'F1': 0.23, 'F2': 3.357}, {'F1': 0.7, 'F2': 3.715}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.45, 'F2': 3.526}, {'F1': 0.01, 'F2': 3.111}, {'F1': 0.35, 'F2': 3.917}, {'F1': 0.2, 'F2': 3.784}, {'F1': 0.7, 'F2': 3.888}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 0.01, 'F2': 1.623}, {'F1': 0.1, 'F2': 2.751}, {'F1': 0.5, 'F2': 3.293}, {'F1': 0.3, 'F2': 2.977}, {'F1': 0.99, 'F2': 6.711}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
