configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'x4': 0.5, 'x5': 0.5, 'x6': 0.5, 'x7': 0.5, 'x8': 0.5, 'x9': 0.5, 'problem': 'zdt6'}",5.111149843998646,1.0,8.451
"{'x0': 0.4547010522213721, 'x1': 0.8326320323149597, 'x2': 0.0690513408736042, 'x3': 0.3194472510397673, 'x4': 0.4851871929759633, 'x5': 0.2982616313651307, 'x6': 0.2124262739922225, 'x7': 0.166746837969808, 'x8': 0.1762213066051411, 'x9': 0.3185452432219371, 'problem': 'zdt6'}",5.111139063999872,0.97,7.647
"{'x0': 0.3490676632113582, 'x1': 0.9992508603400948, 'x2': 0.5066846142238558, 'x3': 0.2370594899692707, 'x4': 0.3892532123452717, 'x5': 0.4727371361363963, 'x6': 0.8569679300356892, 'x7': 0.9737427100419668, 'x8': 0.4593411615050131, 'x9': 0.9523800798479476, 'problem': 'zdt6'}",5.111126283998601,1.0,8.97
"{'x0': 0.456999189044563, 'x1': 0.9244771851038424, 'x2': 0.8843779857073643, 'x3': 0.0908425359373984, 'x4': 0.4553655200041342, 'x5': 0.8086086697963959, 'x6': 0.8278239540993878, 'x7': 0.5231105620516908, 'x8': 0.1000869470874845, 'x9': 0.7008267271590665, 'problem': 'zdt6'}",5.11115852399962,0.977,8.783
"{'x0': 0.4954821142245852, 'x1': 0.5370109866459574, 'x2': 0.2142623470150187, 'x3': 0.3801995708087384, 'x4': 0.7568975107185656, 'x5': 0.0290827555957817, 'x6': 0.7338229146578721, 'x7': 0.8675894114994239, 'x8': 0.4763598883145462, 'x9': 0.242493594164022, 'problem': 'zdt6'}",5.111207633999584,1.0,8.337
"{'x0': 0.2545043119344724, 'x1': 0.6310352531309374, 'x2': 0.9077030823627612, 'x3': 0.9080674343169032, 'x4': 0.1391109386275602, 'x5': 0.5183845338474369, 'x6': 0.4809709331325417, 'x7': 0.4743489883221538, 'x8': 0.8342985769974867, 'x9': 0.884844526336571, 'problem': 'zdt6'}",5.111167803999706,0.646,9.01
"{'x0': 0.8108223286605837, 'x1': 0.4550454892119476, 'x2': 0.6412347337395637, 'x3': 0.3554585461149567, 'x4': 0.4384043127129445, 'x5': 0.0075511985216114, 'x6': 0.1050572181508943, 'x7': 0.4857206177001312, 'x8': 0.1947206545631372, 'x9': 0.9703428603133232, 'problem': 'zdt6'}",5.111176443999284,1.0,8.062
"{'x0': 0.7070521055127708, 'x1': 0.226685014656593, 'x2': 0.7186651170409628, 'x3': 0.992740598974496, 'x4': 0.8385877913407604, 'x5': 0.340515591094038, 'x6': 0.7863075197138795, 'x7': 0.8850108914598614, 'x8': 0.0205609936267548, 'x9': 0.4100138853552519, 'problem': 'zdt6'}",5.111199863998991,0.994,8.742
"{'x0': 0.4910146039568336, 'x1': 0.0027174684449031, 'x2': 0.1576593480333815, 'x3': 0.1056316911778103, 'x4': 0.3284737365582608, 'x5': 0.343606465211753, 'x6': 0.7159049160279196, 'x7': 0.5161690474106864, 'x8': 0.2909168623996662, 'x9': 0.2886450385763304, 'problem': 'zdt6'}",5.111108054999932,1.0,7.561
"{'x0': 0.3383249231115152, 'x1': 0.4744612970314763, 'x2': 0.1584776132425805, 'x3': 0.7324101821798787, 'x4': 0.5207924024966477, 'x5': 0.7191186251146555, 'x6': 0.9267085751451296, 'x7': 0.2282340961958042, 'x8': 0.3058757717844199, 'x9': 0.6302051030133915, 'problem': 'zdt6'}",5.111190603998693,1.0,8.534
"{'x0': 0.1414531131215894, 'x1': 0.1256319321588598, 'x2': 0.3762807210465867, 'x3': 0.6869745090356167, 'x4': 0.909519374335642, 'x5': 0.944694657333668, 'x6': 0.7308869091129476, 'x7': 0.3601794408613207, 'x8': 0.9046094635389028, 'x9': 0.0591420667999386, 'problem': 'zdt6'}",10.1238277429984,0.995,8.695
"{'x0': 0.8363677748073278, 'x1': 0.2558095727799914, 'x2': 0.4050269310665769, 'x3': 0.2065316638277313, 'x4': 0.4757762453088312, 'x5': 0.1562813968382183, 'x6': 0.3911802839565131, 'x7': 0.8370852968516739, 'x8': 0.1937497496375031, 'x9': 0.5998778372847806, 'problem': 'zdt6'}",10.12381747299878,1.0,7.995
