surrogate_model_prediction,benchmark_evaluation
"{'F1': 9.5, 'Latency': 21.0}","{'f1': 10.50333333333333, 'latency': 26.55958652496338}"
"{'F1': 9.5, 'Latency': 21.0}","{'f1': 8.519999999999996, 'latency': 22.56554126739502}"
"{'F1': 9.5, 'Latency': 21.0}","{'f1': 8.870000000000005, 'latency': 30.81765651702881}"
"{'F1': 9.5, 'Latency': 21.0}","{'f1': 8.666666666666671, 'latency': 26.13105297088623}"
"{'F1': 8.5, 'Latency': 22.0}","{'f1': 12.49666666666667, 'latency': 25.64500331878662}"
"{'F1': 8.5, 'Latency': 22.0}","{'f1': 7.5166666666666515, 'latency': 23.06410789489746}"
"{'F1': 8.5, 'Latency': 22.0}","{'f1': 7.603333333333339, 'latency': 26.505894660949707}"
"{'F1': 8.5, 'Latency': 22.0}","{'f1': 7.049999999999997, 'latency': 27.09242820739746}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 11.290000000000006, 'latency': 24.23548698425293}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 11.283333333333346, 'latency': 19.777727127075195}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 7.260000000000005, 'latency': 23.082242012023926}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 9.463333333333324, 'latency': 26.390037536621094}"
"{'F1': 9.0, 'Latency': 22.0}","{'f1': 11.060000000000002, 'latency': 21.80471420288086}"
"{'F1': 9.0, 'Latency': 22.0}","{'f1': 14.019999999999996, 'latency': 22.945284843444824}"
"{'F1': 9.0, 'Latency': 22.0}","{'f1': 19.91666666666667, 'latency': 21.886272430419922}"
"{'F1': 9.0, 'Latency': 22.0}","{'f1': 7.159999999999997, 'latency': 28.627138137817383}"
"{'F1': 10.5, 'Latency': 22.5}","{'f1': 10.303333333333327, 'latency': 21.017613410949707}"
"{'F1': 10.5, 'Latency': 22.5}","{'f1': 10.259999999999991, 'latency': 29.866409301757812}"
"{'F1': 10.5, 'Latency': 22.5}","{'f1': 7.724999999999994, 'latency': 27.273826599121094}"
"{'F1': 10.5, 'Latency': 22.5}","{'f1': 7.539999999999992, 'latency': 30.409960746765137}"
"{'F1': 10.26, 'Latency': 21.02}","{'f1': 12.126666666666665, 'latency': 21.420717239379883}"
"{'F1': 10.26, 'Latency': 21.02}","{'f1': 11.840000000000003, 'latency': 18.884873390197754}"
"{'F1': 10.26, 'Latency': 21.02}","{'f1': 10.920000000000002, 'latency': 25.039057731628418}"
"{'F1': 10.26, 'Latency': 21.02}","{'f1': 10.980000000000004, 'latency': 24.418163299560547}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 7.353333333333339, 'latency': 21.93291664123535}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 8.525000000000006, 'latency': 30.571155548095703}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 7.344999999999999, 'latency': 25.997285842895508}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 6.924999999999997, 'latency': 21.019511222839355}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 19.970000000000013, 'latency': 22.072901725769043}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 10.34999999999998, 'latency': 21.650214195251465}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 7.256666666666661, 'latency': 29.91072654724121}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 9.574999999999989, 'latency': 26.11192226409912}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 11.430000000000007, 'latency': 21.748428344726562}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 8.726666666666674, 'latency': 24.581356048583984}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 6.319999999999993, 'latency': 27.656641006469727}"
"{'F1': 10.0, 'Latency': 21.0}","{'f1': 7.795000000000002, 'latency': 26.689977645874023}"
"{'F1': 13.45, 'Latency': 18.1}","{'f1': 9.789999999999992, 'latency': 23.67002010345459}"
"{'F1': 13.45, 'Latency': 18.1}","{'f1': 6.890000000000001, 'latency': 27.179994583129883}"
"{'F1': 13.45, 'Latency': 18.1}","{'f1': 6.1299999999999955, 'latency': 29.54442024230957}"
"{'F1': 13.45, 'Latency': 18.1}","{'f1': 9.715000000000003, 'latency': 28.31892967224121}"
"{'F1': 8.6, 'Latency': 25.2}","{'f1': 7.540000000000006, 'latency': 25.889415740966797}"
"{'F1': 8.6, 'Latency': 25.2}","{'f1': 7.116666666666674, 'latency': 24.42256450653076}"
"{'F1': 8.6, 'Latency': 25.2}","{'f1': 13.680000000000007, 'latency': 26.54798984527588}"
"{'F1': 8.6, 'Latency': 25.2}","{'f1': 7.614999999999995, 'latency': 26.53470516204834}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 7.384999999999991, 'latency': 29.638800621032715}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 12.360000000000014, 'latency': 26.684980392456055}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 9.663333333333341, 'latency': 26.468658447265625}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 7.829999999999998, 'latency': 30.44205665588379}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 6.674999999999997, 'latency': 30.138750076293945}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 9.25333333333333, 'latency': 28.762378692626953}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.420000000000002, 'latency': 32.303242683410645}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.266666666666666, 'latency': 29.846477508544922}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 9.65333333333335, 'latency': 28.663325309753418}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 6.2549999999999955, 'latency': 23.697309494018555}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 7.650000000000006, 'latency': 24.457364082336426}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 6.810000000000002, 'latency': 30.14057159423828}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 8.439999999999998, 'latency': 24.395947456359863}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 7.894999999999996, 'latency': 28.915061950683594}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 8.75666666666666, 'latency': 25.555973052978516}"
"{'F1': 10.65, 'Latency': 18.79}","{'f1': 6.5166666666666515, 'latency': 26.64536476135254}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 7.7933333333333366, 'latency': 27.135038375854492}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 11.329999999999998, 'latency': 28.919739723205566}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 7.773333333333326, 'latency': 27.164363861083984}"
"{'F1': 6.25, 'Latency': 23.7}","{'f1': 11.170000000000002, 'latency': 25.07526397705078}"
"{'F1': 10.5, 'Latency': 26.56}","{'f1': 9.170000000000002, 'latency': 30.587430000305176}"
"{'F1': 10.5, 'Latency': 26.56}","{'f1': 7.90333333333335, 'latency': 21.877875328063965}"
"{'F1': 10.5, 'Latency': 26.56}","{'f1': 6.273333333333326, 'latency': 26.579723358154297}"
"{'F1': 10.5, 'Latency': 26.56}","{'f1': 8.08999999999999, 'latency': 24.78048801422119}"
"{'F1': 6.92, 'Latency': 21.0}","{'f1': 7.734999999999999, 'latency': 24.269070625305176}"
"{'F1': 6.92, 'Latency': 21.0}","{'f1': 9.995000000000005, 'latency': 30.79031467437744}"
"{'F1': 6.92, 'Latency': 21.0}","{'f1': 9.715000000000003, 'latency': 30.867938995361328}"
"{'F1': 6.92, 'Latency': 21.0}","{'f1': 7.659999999999997, 'latency': 24.646553993225098}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 5.914999999999992, 'latency': 29.671916961669922}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 11.349999999999994, 'latency': 26.030988693237305}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.853333333333339, 'latency': 27.30734348297119}"
"{'F1': 6.13, 'Latency': 29.54}","{'f1': 7.074999999999989, 'latency': 29.86060619354248}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 7.589999999999989, 'latency': 28.030333518981934}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 7.664999999999992, 'latency': 27.062740325927734}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 7.680000000000007, 'latency': 34.17987823486328}"
"{'F1': 6.92, 'Latency': 21.02}","{'f1': 11.560000000000002, 'latency': 25.139589309692383}"
