surrogate_model_prediction,benchmark_evaluation
"{'F1': 7.5, 'Latency': 28.0}","{'f1': 8.806666666666658, 'latency': 24.177818298339844}"
"{'F1': 9.35, 'Latency': 21.5}","{'f1': 7.759999999999991, 'latency': 24.46099281311035}"
"{'F1': 8.25, 'Latency': 25.5}","{'f1': 7.086666666666659, 'latency': 26.63501262664795}"
"{'F1': 7.5, 'Latency': 23}","{'f1': 7.923333333333332, 'latency': 24.267687797546387}"
"{'F1': 10.5, 'Latency': 25.5}","{'f1': 8.576666666666668, 'latency': 31.065030097961426}"
"{'F1': 7.8, 'Latency': 22}","{'f1': 12.290000000000006, 'latency': 21.24685764312744}"
"{'F1': 7.5, 'Latency': 25.5}","{'f1': 12.623333333333335, 'latency': 25.206055641174316}"
"{'F1': 7.2, 'Latency': 22.0}","{'f1': 7.734999999999999, 'latency': 25.36412239074707}"
"{'F1': 6.45, 'Latency': 30.49}","{'f1': 5.914999999999992, 'latency': 29.671916961669922}"
"{'F1': 8.0, 'Latency': 30.0}","{'f1': 6.050000000000011, 'latency': 27.193284034729004}"
"{'F1': 7.5, 'Latency': 25.5}","{'f1': 9.530000000000015, 'latency': 28.538222312927246}"
"{'F1': 7.0, 'Latency': 25.0}","{'f1': 10.469999999999999, 'latency': 25.03044605255127}"
"{'F1': 7.15, 'Latency': 26.25}","{'f1': 8.700000000000003, 'latency': 26.747326850891113}"
"{'F1': 7.76, 'Latency': 24.46}","{'f1': 8.439999999999998, 'latency': 24.280824661254883}"
"{'F1': 9.0, 'Latency': 28.0}","{'f1': 7.015000000000001, 'latency': 30.124387741088867}"
"{'F1': 8.5, 'Latency': 26.0}","{'f1': 6.564999999999998, 'latency': 26.38371467590332}"
"{'F1': 7.76, 'Latency': 24.46}","{'f1': 8.956666666666663, 'latency': 30.515546798706055}"
"{'F1': 8.44, 'Latency': 24.28}","{'f1': 8.64333333333333, 'latency': 24.6868896484375}"
"{'F1': 7.0, 'Latency': 26.0}","{'f1': 7.260000000000005, 'latency': 26.759014129638672}"
"{'F1': 7.76, 'Latency': 24.46}","{'f1': 7.280000000000015, 'latency': 24.587221145629883}"
"{'F1': 7.5, 'Latency': 24.5}","{'f1': 9.783333333333346, 'latency': 24.548873901367188}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.186666666666667, 'latency': 29.89743709564209}"
"{'F1': 8.81, 'Latency': 24.18}","{'f1': 7.189999999999998, 'latency': 26.58029556274414}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 7.2450000000000045, 'latency': 30.038728713989258}"
"{'F1': 6.0, 'Latency': 28.0}","{'f1': 7.193333333333328, 'latency': 27.30729103088379}"
"{'F1': 7.0, 'Latency': 25.0}","{'f1': 8.603333333333339, 'latency': 24.362187385559082}"
"{'F1': 7.76, 'Latency': 24.46}","{'f1': 12.793333333333337, 'latency': 25.49992561340332}"
"{'F1': 7.28, 'Latency': 26.58}","{'f1': 8.933333333333337, 'latency': 26.53028964996338}"
"{'F1': 6.0, 'Latency': 29.5}","{'f1': 6.769999999999996, 'latency': 29.35255527496338}"
"{'F1': 5.91, 'Latency': 29.67}","{'f1': 6.414999999999992, 'latency': 26.4384126663208}"
"{'F1': 8.58, 'Latency': 31.07}","{'f1': 9.25, 'latency': 28.56217861175537}"
"{'F1': 6.41, 'Latency': 26.44}","{'f1': 7.099999999999994, 'latency': 29.967041015625}"
"{'F1': 7.0, 'Latency': 30.0}","{'f1': 7.109999999999999, 'latency': 29.421329498291016}"
"{'F1': 7.5, 'Latency': 28}","{'f1': 7.344999999999999, 'latency': 25.997285842895508}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 6.743333333333339, 'latency': 27.50401496887207}"
"{'F1': 7.25, 'Latency': 30.04}","{'f1': 7.523333333333326, 'latency': 26.665725708007812}"
"{'F1': 6.77, 'Latency': 29.35}","{'f1': 7.266666666666666, 'latency': 29.846477508544922}"
"{'F1': 6.56, 'Latency': 26.38}","{'f1': 6.6699999999999875, 'latency': 30.10063648223877}"
