candidate_evaluations,hypervolume_contributions
"[{'F1': 12.4, 'Latency': 25.5}, {'F1': 11.8, 'Latency': 28.0}, {'F1': 12.1, 'Latency': 24.5}, {'F1': 11.6, 'Latency': 20.0}, {'F1': 12.0333, 'Latency': 22.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.0, 'Latency': 19.0}, {'F1': 8.0, 'Latency': 19.5}, {'F1': 12.0, 'Latency': 22.5}, {'F1': 12.0, 'Latency': 20.0}, {'F1': 11.0, 'Latency': 20.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 11.8, 'Latency': 22.5}, {'F1': 6.9, 'Latency': 18}, {'F1': 12.0, 'Latency': 22.0}, {'F1': 11.0, 'Latency': 25.0}, {'F1': 11.2, 'Latency': 20.0}]","[0.0, 0.00025967794413328527, 0.0, 0.0, 0.0]"
"[{'F1': 11.0, 'Latency': 20}, {'F1': 10.5, 'Latency': 19}, {'F1': 10.8, 'Latency': 20}, {'F1': 10.0, 'Latency': 19}, {'F1': 10.5, 'Latency': 20}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.8, 'Latency': 22.5}, {'F1': 9.2, 'Latency': 21.0}, {'F1': 9.5, 'Latency': 19.0}, {'F1': 11.5, 'Latency': 20.5}, {'F1': 10.3, 'Latency': 22.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 12.0, 'Latency': 15.0}, {'F1': 11.5, 'Latency': 20.0}, {'F1': 12.5, 'Latency': 25.0}, {'F1': 12.5, 'Latency': 16.0}, {'F1': 12.5, 'Latency': 27.0}]","[0.015611904513591623, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 12.0, 'Latency': 20.0}, {'F1': 7.5, 'Latency': 20.0}, {'F1': 9.0, 'Latency': 21.0}, {'F1': 7.0, 'Latency': 22.0}, {'F1': 7.5, 'Latency': 18.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 12.4, 'Latency': 20.0}, {'F1': 11.5, 'Latency': 22.0}, {'F1': 11.0, 'Latency': 21.5}, {'F1': 12.0, 'Latency': 20.5}, {'F1': 12.0, 'Latency': 22.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 7.5, 'Latency': 19.5}, {'F1': 12.5, 'Latency': 15.0}, {'F1': 6.8, 'Latency': 20.0}, {'F1': 12.0, 'Latency': 20.0}, {'F1': 12.0, 'Latency': 21.0}]","[0.0, 0.0, 0.0035746905442226584, 0.0, 0.0]"
"[{'F1': 6.9, 'Latency': 17.71}, {'F1': 12.03, 'Latency': 22.51}, {'F1': 11.37, 'Latency': 24.63}, {'F1': 10.84, 'Latency': 19.55}, {'F1': 12.41, 'Latency': 14.73}]","[0.00038225466140118236, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.2, 'Latency': 20.5}, {'F1': 7.8, 'Latency': 19.0}, {'F1': 10.5, 'Latency': 16.8}, {'F1': 8.9, 'Latency': 21.0}, {'F1': 10.6, 'Latency': 20.3}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 8.5, 'Latency': 20.0}, {'F1': 9.0, 'Latency': 19.0}, {'F1': 11.0, 'Latency': 18.0}, {'F1': 6.5, 'Latency': 18.0}, {'F1': 6.8, 'Latency': 20.0}]","[0.0, 0.0, 0.0, 0.03624420062108191, 0.0]"
"[{'F1': 10.2, 'Latency': 21.5}, {'F1': 10.5, 'Latency': 18.5}, {'F1': 10.0, 'Latency': 14.8}, {'F1': 11.0, 'Latency': 15.0}, {'F1': 12.0, 'Latency': 18.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 12.13, 'Latency': 15.4}, {'F1': 11.2, 'Latency': 19.0}, {'F1': 10.5, 'Latency': 20.3}, {'F1': 10.9, 'Latency': 22.5}, {'F1': 10.0, 'Latency': 18.1}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.6, 'Latency': 20.0}, {'F1': 11.5, 'Latency': 22.0}, {'F1': 11.2, 'Latency': 23.5}, {'F1': 11.8, 'Latency': 19.0}, {'F1': 10.9, 'Latency': 22.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.5, 'Latency': 15.0}, {'F1': 6.5, 'Latency': 20.0}, {'F1': 7.5, 'Latency': 22.0}, {'F1': 10.0, 'Latency': 20.5}, {'F1': 12.4, 'Latency': 14.7}]","[0.0, 0.0027454901492691697, 0.0, 0.0, 0.0]"
"[{'F1': 10.5, 'Latency': 22.5}, {'F1': 6.8, 'Latency': 22.5}, {'F1': 12.4133, 'Latency': 14.7321}, {'F1': 10.5, 'Latency': 20.0}, {'F1': 6.7, 'Latency': 18.0}]","[0.0, 0.0, 0.0, 0.0, 0.0018281659260184213]"
"[{'F1': 11.2, 'Latency': 16.3}, {'F1': 10.5, 'Latency': 21.2}, {'F1': 10.5, 'Latency': 19.0}, {'F1': 11.5, 'Latency': 22.5}, {'F1': 10.5, 'Latency': 20.3}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 11.5, 'Latency': 20.5}, {'F1': 10.8, 'Latency': 19.5}, {'F1': 9.5, 'Latency': 21}, {'F1': 12.0, 'Latency': 22.5}, {'F1': 6.9, 'Latency': 23}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.2, 'Latency': 19.8}, {'F1': 6.8, 'Latency': 21.3}, {'F1': 10.7, 'Latency': 18.5}, {'F1': 11.9, 'Latency': 14.3}, {'F1': 6.5, 'Latency': 22.1}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 11.8, 'Latency': 20.2}, {'F1': 9.7, 'Latency': 18.4}, {'F1': 10.3, 'Latency': 16.1}, {'F1': 10.1, 'Latency': 15.8}, {'F1': 13.5, 'Latency': 20.9}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.5, 'Latency': 19.5}, {'F1': 6.8, 'Latency': 21.5}, {'F1': 11.5, 'Latency': 23.5}, {'F1': 12.0, 'Latency': 16.5}, {'F1': 11.0, 'Latency': 22.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 12.0, 'Latency': 16.5}, {'F1': 11.0, 'Latency': 17.0}, {'F1': 10.5, 'Latency': 20.0}, {'F1': 10.0, 'Latency': 16.0}, {'F1': 8.0, 'Latency': 14.0}]","[0.0, 0.0, 0.0, 0.0, 0.014552220718716091]"
"[{'F1': 10.2, 'Latency': 22.5}, {'F1': 7.5, 'Latency': 23.0}, {'F1': 9.0, 'Latency': 22.0}, {'F1': 11.5, 'Latency': 21.0}, {'F1': 12.0, 'Latency': 20.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 13.0, 'Latency': 20.6}, {'F1': 12.0, 'Latency': 15.0}, {'F1': 13.5, 'Latency': 20.0}, {'F1': 10.5, 'Latency': 19.0}, {'F1': 11.5, 'Latency': 14.5}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 12.5, 'Latency': 22.0}, {'F1': 11.0, 'Latency': 20.5}, {'F1': 10.5, 'Latency': 22.5}, {'F1': 9.5, 'Latency': 16.5}, {'F1': 10.0, 'Latency': 14.0}]","[0.0, 0.0, 0.0, 0.0011322597595218031, 0.0005861091886811831]"
"[{'F1': 10.5, 'Latency': 16.5}, {'F1': 10.0, 'Latency': 18.0}, {'F1': 12.5, 'Latency': 22.0}, {'F1': 15.0, 'Latency': 21.5}, {'F1': 10.0, 'Latency': 16.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 11.5, 'Latency': 20.5}, {'F1': 12.0, 'Latency': 19.0}, {'F1': 10.5, 'Latency': 22.5}, {'F1': 12.5, 'Latency': 24.0}, {'F1': 11.0, 'Latency': 17.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 21.0}, {'F1': 10.5, 'Latency': 19.5}, {'F1': 7.2, 'Latency': 23.0}, {'F1': 10.0, 'Latency': 18.5}, {'F1': 10.0, 'Latency': 18.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 12.0, 'Latency': 20.0}, {'F1': 11.0, 'Latency': 16.5}, {'F1': 10.5, 'Latency': 13.5}, {'F1': 8.5, 'Latency': 22.0}, {'F1': 11.5, 'Latency': 18.0}]","[0.0, 0.0, 7.02168131927472e-06, 0.0, 0.0]"
"[{'F1': 12.4, 'Latency': 20}, {'F1': 11.0, 'Latency': 15}, {'F1': 10.6867, 'Latency': 26.9932}, {'F1': 10.5, 'Latency': 22}, {'F1': 11.1, 'Latency': 21}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 10.5, 'Latency': 23.5}, {'F1': 9.0, 'Latency': 24.5}, {'F1': 8.0, 'Latency': 20.0}, {'F1': 9.5, 'Latency': 25.0}, {'F1': 9.5, 'Latency': 23.0}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'F1': 9.5, 'Latency': 21.5}, {'F1': 10.6133, 'Latency': 20.7108}, {'F1': 10.8367, 'Latency': 19.5516}, {'F1': 10.6267, 'Latency': 22.2327}, {'F1': 31.6567, 'Latency': 21.4531}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
