prompt_cost,completion_cost,total_cost
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00046469999999999997,5.88e-05,0.0005235
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00046469999999999997,5.88e-05,0.0005235
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00046469999999999997,5.88e-05,0.0005235
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00046469999999999997,5.88e-05,0.0005235
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00046469999999999997,5.88e-05,0.0005235
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00046469999999999997,5.88e-05,0.0005235
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00034679999999999997,0.0008171999999999999,0.0011639999999999999
0.00046469999999999997,5.88e-05,0.0005235
0.00046469999999999997,5.88e-05,0.0005235
0.0005202,0.0008171999999999999,0.0013373999999999999
0.0006380999999999998,5.88e-05,0.0006968999999999999
0.0005202,0.0008171999999999999,0.0013373999999999999
0.0006380999999999998,6.12e-05,0.0006992999999999998
0.0006935999999999999,0.0008171999999999999,0.0015107999999999999
0.0008114999999999999,5.88e-05,0.0008703
0.0006935999999999999,0.0008171999999999999,0.0015107999999999999
0.0008114999999999999,6.12e-05,0.0008726999999999999
0.0008669999999999999,0.0008171999999999999,0.0016841999999999998
0.0009849,5.88e-05,0.0010436999999999998
0.0008669999999999999,0.0008171999999999999,0.0016841999999999998
0.0009849,5.88e-05,0.0010436999999999998
0.0008669999999999999,0.0008171999999999999,0.0016841999999999998
0.0009849,6.12e-05,0.0010461
0.0008669999999999999,0.0008171999999999999,0.0016841999999999998
0.0009849,5.88e-05,0.0010436999999999998
0.0010404,0.0008171999999999999,0.0018575999999999998
0.0011583,5.88e-05,0.0012170999999999998
0.0010404,0.0008171999999999999,0.0018575999999999998
0.0011583,5.88e-05,0.0012170999999999998
0.0012138,0.0008171999999999999,0.002031
0.0013317,5.88e-05,0.0013904999999999998
0.0012138,0.0008171999999999999,0.002031
0.0013317,5.88e-05,0.0013904999999999998
0.0012138,0.0008171999999999999,0.002031
0.0013317,5.519999999999999e-05,0.0013869
0.0012138,0.0008171999999999999,0.002031
0.0013317,5.88e-05,0.0013904999999999998
0.0012138,0.0008171999999999999,0.002031
0.0013317,6.12e-05,0.0013928999999999999
0.0012138,0.0008171999999999999,0.002031
0.0013317,5.88e-05,0.0013904999999999998
0.0012138,0.0008171999999999999,0.002031
0.0012138,0.0008171999999999999,0.002031
0.0013317,5.88e-05,0.0013904999999999998
0.0012138,0.00016319999999999998,0.001377
0.0013317,5.88e-05,0.0013904999999999998
0.0013871999999999999,0.0008171999999999999,0.0022043999999999996
0.0015050999999999999,5.88e-05,0.0015638999999999998
0.0013871999999999999,0.0008171999999999999,0.0022043999999999996
0.0015050999999999999,5.88e-05,0.0015638999999999998
0.0013871999999999999,0.0008171999999999999,0.0022043999999999996
0.0013871999999999999,0.00016319999999999998,0.0015504
