surrogate_model_prediction,benchmark_evaluation
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 90.0, 'latency': 11.486797332763672}"
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 8.194999999999993, 'latency': 22.733840942382812}"
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 7.813333333333333, 'latency': 18.629660606384277}"
"{'F1': 10.0, 'Latency': 20.0}","{'f1': 8.646666666666661, 'latency': 21.678919792175293}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 20.379999999999995, 'latency': 18.37127685546875}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 13.466666666666654, 'latency': 13.070135116577148}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 13.11333333333333, 'latency': 20.357651710510254}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 11.269999999999982, 'latency': 21.403298377990723}"
"{'F1': 11.5, 'Latency': 18.0}","{'f1': 24.17500000000001, 'latency': 17.227764129638672}"
"{'F1': 11.5, 'Latency': 18.0}","{'f1': 20.730000000000004, 'latency': 18.294072151184082}"
"{'F1': 11.5, 'Latency': 18.0}","{'f1': 12.939999999999998, 'latency': 20.6135892868042}"
"{'F1': 11.5, 'Latency': 18.0}","{'f1': 13.456666666666663, 'latency': 18.500266075134277}"
"{'F1': 20.47, 'Latency': 17.56}","{'f1': 20.53, 'latency': 13.879928588867188}"
"{'F1': 20.47, 'Latency': 17.56}","{'f1': 19.386666666666656, 'latency': 21.397576332092285}"
"{'F1': 20.47, 'Latency': 17.56}","{'f1': 25.849999999999994, 'latency': 18.168649673461914}"
"{'F1': 20.47, 'Latency': 17.56}","{'f1': 19.810000000000002, 'latency': 18.719348907470703}"
"{'F1': 13.0, 'Latency': 18.0}","{'f1': 11.019999999999996, 'latency': 17.070884704589844}"
"{'F1': 13.0, 'Latency': 18.0}","{'f1': 14.615000000000009, 'latency': 20.55154323577881}"
"{'F1': 13.0, 'Latency': 18.0}","{'f1': 10.89, 'latency': 19.692635536193848}"
"{'F1': 13.0, 'Latency': 18.0}","{'f1': 13.620000000000005, 'latency': 14.061284065246582}"
"{'F1': 11.5, 'Latency': 21.0}","{'f1': 41.1, 'latency': 17.385659217834473}"
"{'F1': 11.5, 'Latency': 21.0}","{'f1': 19.59333333333332, 'latency': 13.936805725097656}"
"{'F1': 11.5, 'Latency': 21.0}","{'f1': 12.836666666666659, 'latency': 16.516060829162598}"
"{'F1': 11.5, 'Latency': 21.0}","{'f1': 13.430000000000007, 'latency': 14.012479782104492}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 13.670000000000002, 'latency': 14.909992218017578}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 20.536666666666676, 'latency': 24.746017456054688}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 10.930000000000007, 'latency': 20.77958583831787}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 24.709999999999994, 'latency': 18.4169864654541}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 15.849999999999994, 'latency': 12.19419002532959}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 15.783333333333346, 'latency': 16.616063117980957}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 13.239999999999995, 'latency': 20.427260398864746}"
"{'F1': 13.47, 'Latency': 13.07}","{'f1': 21.91666666666667, 'latency': 23.97223949432373}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 8.574999999999989, 'latency': 20.238828659057617}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 13.453333333333333, 'latency': 10.651569366455078}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 15.780000000000001, 'latency': 14.523491859436035}"
"{'F1': 7.81, 'Latency': 18.63}","{'f1': 11.430000000000007, 'latency': 21.748428344726562}"
"{'F1': 11.0, 'Latency': 13.5}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 11.0, 'Latency': 13.5}","{'f1': 13.626666666666665, 'latency': 11.509718894958496}"
"{'F1': 11.0, 'Latency': 13.5}","{'f1': 13.626666666666665, 'latency': 11.509718894958496}"
"{'F1': 11.0, 'Latency': 13.5}","{'f1': 13.61, 'latency': 15.635213851928711}"
"{'F1': 13.63, 'Latency': 11.51}","{'f1': 13.64, 'latency': 17.272796630859375}"
"{'F1': 13.63, 'Latency': 11.51}","{'f1': 23.955, 'latency': 23.658695220947266}"
"{'F1': 13.63, 'Latency': 11.51}","{'f1': 13.296666666666667, 'latency': 15.071430206298828}"
"{'F1': 13.63, 'Latency': 11.51}","{'f1': 90.0, 'latency': 11.493821144104004}"
"{'F1': 12.0, 'Latency': 15.5}","{'f1': 13.34333333333332, 'latency': 10.633678436279297}"
"{'F1': 12.0, 'Latency': 15.5}","{'f1': 29.39666666666666, 'latency': 8.985953330993652}"
"{'F1': 12.0, 'Latency': 15.5}","{'f1': 90.0, 'latency': 10.631942749023438}"
"{'F1': 12.0, 'Latency': 15.5}","{'f1': 13.294999999999987, 'latency': 10.640363693237305}"
"{'F1': 13.62, 'Latency': 12.19}","{'f1': 9.77000000000001, 'latency': 26.0360050201416}"
"{'F1': 13.62, 'Latency': 12.19}","{'f1': 90.0, 'latency': 19.15943145751953}"
"{'F1': 13.62, 'Latency': 12.19}","{'f1': 32.08, 'latency': 13.070368766784668}"
"{'F1': 13.62, 'Latency': 12.19}","{'f1': 90.0, 'latency': 19.278230667114258}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 90.0, 'latency': 12.289891242980957}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.289999999999992, 'latency': 10.651845932006836}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 21.013333333333335, 'latency': 18.15741539001465}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 12.200000000000003, 'latency': 20.548739433288574}"
"{'F1': 12.73, 'Latency': 12.91}","{'f1': 13.203333333333333, 'latency': 10.671820640563965}"
"{'F1': 12.73, 'Latency': 12.91}","{'f1': 13.299999999999997, 'latency': 15.613670349121094}"
"{'F1': 12.73, 'Latency': 12.91}","{'f1': 19.92, 'latency': 13.2232666015625}"
"{'F1': 12.73, 'Latency': 12.91}","{'f1': 38.276666666666664, 'latency': 17.364749908447266}"
"{'F1': 12.75, 'Latency': 11.98}","{'f1': 90.0, 'latency': 15.65868854522705}"
"{'F1': 12.75, 'Latency': 11.98}","{'f1': 90.0, 'latency': 15.65868854522705}"
"{'F1': 12.75, 'Latency': 11.98}","{'f1': 13.570000000000007, 'latency': 10.720548629760742}"
"{'F1': 12.75, 'Latency': 11.98}","{'f1': 24.35000000000001, 'latency': 18.14971923828125}"
