surrogate_model_prediction,benchmark_evaluation
"{'F1': 6.5, 'Latency': 18.0}","{'f1': 24.49333333333334, 'latency': 18.303003311157227}"
"{'F1': 6.5, 'Latency': 18.0}","{'f1': 13.289999999999992, 'latency': 10.651845932006836}"
"{'F1': 6.5, 'Latency': 18.0}","{'f1': 26.85666666666667, 'latency': 18.06175708770752}"
"{'F1': 6.5, 'Latency': 18.0}","{'f1': 30.180000000000007, 'latency': 18.123068809509277}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 13.159713745117188}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 10.631942749023438}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 20.206666666666663, 'latency': 14.00423526763916}"
"{'F1': 5.0, 'Latency': 10.0}","{'f1': 29.08, 'latency': 9.05116081237793}"
"{'F1': 29.08, 'Latency': 9.05}","{'f1': 20.0, 'latency': 13.922691345214844}"
"{'F1': 29.08, 'Latency': 9.05}","{'f1': 15.829999999999998, 'latency': 13.179678916931152}"
"{'F1': 29.08, 'Latency': 9.05}","{'f1': 29.900000000000006, 'latency': 18.104262351989746}"
"{'F1': 29.08, 'Latency': 9.05}","{'f1': 90.0, 'latency': 18.676109313964844}"
"{'F1': 22.5, 'Latency': 15.0}","{'f1': 13.450000000000003, 'latency': 16.4227294921875}"
"{'F1': 22.5, 'Latency': 15.0}","{'f1': 8.189999999999998, 'latency': 19.237051010131836}"
"{'F1': 22.5, 'Latency': 15.0}","{'f1': 24.556666666666672, 'latency': 18.93972396850586}"
"{'F1': 22.5, 'Latency': 15.0}","{'f1': 38.00666666666666, 'latency': 17.287864685058594}"
"{'F1': 12.0, 'Latency': 14.5}","{'f1': 13.570000000000007, 'latency': 13.93712043762207}"
"{'F1': 12.0, 'Latency': 14.5}","{'f1': 26.5, 'latency': 18.179001808166504}"
"{'F1': 12.0, 'Latency': 14.5}","{'f1': 31.22, 'latency': 25.06760597229004}"
"{'F1': 12.0, 'Latency': 14.5}","{'f1': 19.92, 'latency': 13.2232666015625}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 90.0, 'latency': 15.65868854522705}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 24.14999999999999, 'latency': 22.31447696685791}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 10.786666666666676, 'latency': 13.055596351623535}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 6.49666666666667, 'latency': 21.195449829101562}"
"{'F1': 27.0, 'Latency': 15.0}","{'f1': 19.956666666666663, 'latency': 13.986930847167969}"
"{'F1': 27.0, 'Latency': 15.0}","{'f1': 90.0, 'latency': 14.879074096679688}"
"{'F1': 27.0, 'Latency': 15.0}","{'f1': 15.476666666666674, 'latency': 9.806408882141113}"
"{'F1': 27.0, 'Latency': 15.0}","{'f1': 31.99000000000001, 'latency': 13.009591102600098}"
"{'F1': 19.96, 'Latency': 15.99}","{'f1': 13.459999999999994, 'latency': 19.236483573913574}"
"{'F1': 19.96, 'Latency': 15.99}","{'f1': 15.730000000000004, 'latency': 13.157944679260254}"
"{'F1': 19.96, 'Latency': 15.99}","{'f1': 41.74, 'latency': 25.83423614501953}"
"{'F1': 19.96, 'Latency': 15.99}","{'f1': 26.806666666666672, 'latency': 17.648324966430664}"
"{'F1': 31.22, 'Latency': 25.07}","{'f1': 11.629999999999995, 'latency': 25.36752223968506}"
"{'F1': 31.22, 'Latency': 25.07}","{'f1': 13.980000000000004, 'latency': 20.566067695617676}"
"{'F1': 31.22, 'Latency': 25.07}","{'f1': 20.88333333333334, 'latency': 15.717239379882814}"
"{'F1': 31.22, 'Latency': 25.07}","{'f1': 13.24333333333334, 'latency': 13.914785385131836}"
"{'F1': 10.5, 'Latency': 13.0}","{'f1': 90.0, 'latency': 11.493821144104004}"
"{'F1': 10.5, 'Latency': 13.0}","{'f1': 90.0, 'latency': 11.464042663574219}"
"{'F1': 10.5, 'Latency': 13.0}","{'f1': 13.61, 'latency': 9.81755256652832}"
"{'F1': 10.5, 'Latency': 13.0}","{'f1': 24.75333333333333, 'latency': 14.029316902160645}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 29.483333333333334, 'latency': 8.996825218200684}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 13.459999999999994, 'latency': 11.464896202087402}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 21.004999999999995, 'latency': 21.802330017089844}"
"{'F1': 13.29, 'Latency': 10.65}","{'f1': 24.310000000000002, 'latency': 14.873089790344238}"
"{'F1': 29.48, 'Latency': 9.0}","{'f1': 46.425, 'latency': 16.620874404907227}"
"{'F1': 29.48, 'Latency': 9.0}","{'f1': 90.0, 'latency': 14.684944152832031}"
"{'F1': 29.48, 'Latency': 9.0}","{'f1': 26.275000000000006, 'latency': 18.997340202331543}"
"{'F1': 29.48, 'Latency': 9.0}","{'f1': 20.53, 'latency': 13.879928588867188}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 90.0, 'latency': 13.81563663482666}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 29.10333333333334, 'latency': 8.994145393371582}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 13.294999999999987, 'latency': 10.640363693237305}"
"{'F1': 10.0, 'Latency': 12.0}","{'f1': 20.010000000000005, 'latency': 21.886777877807617}"
"{'F1': 10.63, 'Latency': 20.42}","{'f1': 90.0, 'latency': 12.327055931091309}"
"{'F1': 10.63, 'Latency': 20.42}","{'f1': 13.736666666666665, 'latency': 10.648818016052246}"
"{'F1': 10.63, 'Latency': 20.42}","{'f1': 12.91000000000001, 'latency': 16.526498794555664}"
"{'F1': 10.63, 'Latency': 20.42}","{'f1': 13.34333333333332, 'latency': 10.633678436279297}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.379999999999995, 'latency': 10.662603378295898}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.490000000000009, 'latency': 11.472864151000977}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 24.263333333333335, 'latency': 14.630837440490723}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.25, 'latency': 17.231483459472656}"
"{'F1': 8.0, 'Latency': 11.5}","{'f1': 90.0, 'latency': 16.65478229522705}"
"{'F1': 8.0, 'Latency': 11.5}","{'f1': 90.0, 'latency': 11.491026878356934}"
"{'F1': 8.0, 'Latency': 11.5}","{'f1': 90.0, 'latency': 15.6559419631958}"
"{'F1': 8.0, 'Latency': 11.5}","{'f1': 7.9566666666666634, 'latency': 17.44795322418213}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.344999999999999, 'latency': 11.473932266235352}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.765, 'latency': 11.487650871276855}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 21.266666666666666, 'latency': 19.911174774169922}"
"{'F1': 13.34, 'Latency': 10.63}","{'f1': 13.61, 'latency': 9.78945255279541}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 20.335000000000008, 'latency': 13.107728958129883}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 13.203333333333333, 'latency': 10.671820640563965}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 25.090000000000003, 'latency': 22.943120002746582}"
"{'F1': 29.1, 'Latency': 8.99}","{'f1': 20.25999999999999, 'latency': 16.630167961120605}"
"{'F1': 20.34, 'Latency': 13.11}","{'f1': 15.969999999999999, 'latency': 13.240456581115723}"
"{'F1': 20.34, 'Latency': 13.11}","{'f1': 90.0, 'latency': 14.931344985961914}"
"{'F1': 20.34, 'Latency': 13.11}","{'f1': 13.0, 'latency': 14.984612464904785}"
"{'F1': 20.34, 'Latency': 13.11}","{'f1': 19.974999999999994, 'latency': 17.472643852233887}"
"{'F1': 13.0, 'Latency': 10.0}","{'f1': 90.0, 'latency': 12.314319610595703}"
"{'F1': 13.0, 'Latency': 10.0}","{'f1': 37.43333333333334, 'latency': 17.247085571289062}"
"{'F1': 13.0, 'Latency': 10.0}","{'f1': 13.335000000000008, 'latency': 20.02814769744873}"
"{'F1': 13.0, 'Latency': 10.0}","{'f1': 20.286666666666676, 'latency': 22.56899356842041}"
