candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.18, 'x1': 0.45, 'x2': 0.29, 'x3': 0.33, 'x4': 0.65, 'x5': 0.2, 'x6': 0.35, 'x7': 0.6, 'x8': 0.15, 'x9': 0.3}, {'x0': 0.25, 'x1': 0.35, 'x2': 0.15, 'x3': 0.22, 'x4': 0.55, 'x5': 0.3, 'x6': 0.4, 'x7': 0.5, 'x8': 0.1, 'x9': 0.4}, {'x0': 0.3, 'x1': 0.25, 'x2': 0.35, 'x3': 0.45, 'x4': 0.7, 'x5': 0.15, 'x6': 0.55, 'x7': 0.25, 'x8': 0.3, 'x9': 0.2}, {'x0': 0.22, 'x1': 0.4, 'x2': 0.2, 'x3': 0.3, 'x4': 0.6, 'x5': 0.4, 'x6': 0.2, 'x7': 0.4, 'x8': 0.3, 'x9': 0.25}, {'x0': 0.4, 'x1': 0.2, 'x2': 0.5, 'x3': 0.4, 'x4': 0.8, 'x5': 0.25, 'x6': 0.45, 'x7': 0.35, 'x8': 0.2, 'x9': 0.1}]","{'x0': 0.18, 'x1': 0.45, 'x2': 0.29, 'x3': 0.33, 'x4': 0.65, 'x5': 0.2, 'x6': 0.35, 'x7': 0.6, 'x8': 0.15, 'x9': 0.3}",0
"[{'x0': 0.07, 'x1': 0.3, 'x2': 0.2, 'x3': 0.25, 'x4': 0.35, 'x5': 0.2, 'x6': 0.1, 'x7': 0.2, 'x8': 0.1, 'x9': 0.15}, {'x0': 0.03, 'x1': 0.35, 'x2': 0.1, 'x3': 0.2, 'x4': 0.3, 'x5': 0.2, 'x6': 0.15, 'x7': 0.25, 'x8': 0.05, 'x9': 0.1}, {'x0': 0.05, 'x1': 0.2, 'x2': 0.1, 'x3': 0.2, 'x4': 0.3, 'x5': 0.1, 'x6': 0.15, 'x7': 0.25, 'x8': 0.05, 'x9': 0.1}, {'x0': 0.02, 'x1': 0.4, 'x2': 0.15, 'x3': 0.3, 'x4': 0.25, 'x5': 0.15, 'x6': 0.2, 'x7': 0.3, 'x8': 0.1, 'x9': 0.05}, {'x0': 0.1, 'x1': 0.1, 'x2': 0.05, 'x3': 0.15, 'x4': 0.2, 'x5': 0.3, 'x6': 0.25, 'x7': 0.2, 'x8': 0.1, 'x9': 0.15}]","{'x0': 0.02, 'x1': 0.4, 'x2': 0.15, 'x3': 0.3, 'x4': 0.25, 'x5': 0.15, 'x6': 0.2, 'x7': 0.3, 'x8': 0.1, 'x9': 0.05}",3
"[{'x0': 0.1, 'x1': 0.2, 'x2': 0.15, 'x3': 0.2, 'x4': 0.5, 'x5': 0.3, 'x6': 0.25, 'x7': 0.4, 'x8': 0.1, 'x9': 0.03}, {'x0': 0.05, 'x1': 0.35, 'x2': 0.1, 'x3': 0.25, 'x4': 0.2, 'x5': 0.1, 'x6': 0.15, 'x7': 0.2, 'x8': 0.05, 'x9': 0.01}, {'x0': 0.3, 'x1': 0.1, 'x2': 0.05, 'x3': 0.2, 'x4': 0.15, 'x5': 0.1, 'x6': 0.1, 'x7': 0.3, 'x8': 0.2, 'x9': 0.01}, {'x0': 0.15, 'x1': 0.3, 'x2': 0.2, 'x3': 0.4, 'x4': 0.4, 'x5': 0.2, 'x6': 0.3, 'x7': 0.25, 'x8': 0.1, 'x9': 0.02}, {'x0': 0.2, 'x1': 0.4, 'x2': 0.25, 'x3': 0.3, 'x4': 0.3, 'x5': 0.15, 'x6': 0.2, 'x7': 0.1, 'x8': 0.05, 'x9': 0.04}]","{'x0': 0.05, 'x1': 0.35, 'x2': 0.1, 'x3': 0.25, 'x4': 0.2, 'x5': 0.1, 'x6': 0.15, 'x7': 0.2, 'x8': 0.05, 'x9': 0.01}",1
"[{'x0': 0.11, 'x1': 0.38, 'x2': 0.23, 'x3': 0.36, 'x4': 0.19, 'x5': 0.09, 'x6': 0.14, 'x7': 0.24, 'x8': 0.07, 'x9': 0.04}, {'x0': 0.04, 'x1': 0.25, 'x2': 0.12, 'x3': 0.22, 'x4': 0.15, 'x5': 0.08, 'x6': 0.17, 'x7': 0.19, 'x8': 0.03, 'x9': 0.02}, {'x0': 0.09, 'x1': 0.27, 'x2': 0.16, 'x3': 0.31, 'x4': 0.22, 'x5': 0.12, 'x6': 0.13, 'x7': 0.21, 'x8': 0.06, 'x9': 0.03}, {'x0': 0.03, 'x1': 0.29, 'x2': 0.2, 'x3': 0.27, 'x4': 0.16, 'x5': 0.11, 'x6': 0.12, 'x7': 0.22, 'x8': 0.05, 'x9': 0.02}, {'x0': 0.07, 'x1': 0.32, 'x2': 0.18, 'x3': 0.28, 'x4': 0.14, 'x5': 0.07, 'x6': 0.15, 'x7': 0.23, 'x8': 0.08, 'x9': 0.01}]","{'x0': 0.04, 'x1': 0.25, 'x2': 0.12, 'x3': 0.22, 'x4': 0.15, 'x5': 0.08, 'x6': 0.17, 'x7': 0.19, 'x8': 0.03, 'x9': 0.02}",1
"[{'x0': 0.03, 'x1': 0.45, 'x2': 0.11, 'x3': 0.15, 'x4': 0.25, 'x5': 0.09, 'x6': 0.3, 'x7': 0.2, 'x8': 0.06, 'x9': 0.01}, {'x0': 0.15, 'x1': 0.35, 'x2': 0.2, 'x3': 0.3, 'x4': 0.4, 'x5': 0.1, 'x6': 0.2, 'x7': 0.25, 'x8': 0.05, 'x9': 0.03}, {'x0': 0.1, 'x1': 0.5, 'x2': 0.25, 'x3': 0.4, 'x4': 0.3, 'x5': 0.2, 'x6': 0.25, 'x7': 0.4, 'x8': 0.1, 'x9': 0.02}, {'x0': 0.08, 'x1': 0.4, 'x2': 0.12, 'x3': 0.2, 'x4': 0.35, 'x5': 0.1, 'x6': 0.18, 'x7': 0.22, 'x8': 0.07, 'x9': 0.04}, {'x0': 0.06, 'x1': 0.22, 'x2': 0.09, 'x3': 0.18, 'x4': 0.12, 'x5': 0.06, 'x6': 0.14, 'x7': 0.16, 'x8': 0.04, 'x9': 0.01}]","{'x0': 0.06, 'x1': 0.22, 'x2': 0.09, 'x3': 0.18, 'x4': 0.12, 'x5': 0.06, 'x6': 0.14, 'x7': 0.16, 'x8': 0.04, 'x9': 0.01}",4
"[{'x0': 0.04, 'x1': 0.1, 'x2': 0.03, 'x3': 0.12, 'x4': 0.06, 'x5': 0.01, 'x6': 0.04, 'x7': 0.15, 'x8': 0.03, 'x9': 0.01}, {'x0': 0.03, 'x1': 0.15, 'x2': 0.05, 'x3': 0.1, 'x4': 0.1, 'x5': 0.02, 'x6': 0.1, 'x7': 0.12, 'x8': 0.01, 'x9': 0.02}, {'x0': 0.02, 'x1': 0.08, 'x2': 0.04, 'x3': 0.1, 'x4': 0.07, 'x5': 0.02, 'x6': 0.03, 'x7': 0.17, 'x8': 0.02, 'x9': 0.03}, {'x0': 0.01, 'x1': 0.1, 'x2': 0.07, 'x3': 0.15, 'x4': 0.05, 'x5': 0.03, 'x6': 0.05, 'x7': 0.2, 'x8': 0.02, 'x9': 0.04}, {'x0': 0.05, 'x1': 0.12, 'x2': 0.06, 'x3': 0.1, 'x4': 0.08, 'x5': 0.02, 'x6': 0.05, 'x7': 0.14, 'x8': 0.01, 'x9': 0.02}]","{'x0': 0.04, 'x1': 0.1, 'x2': 0.03, 'x3': 0.12, 'x4': 0.06, 'x5': 0.01, 'x6': 0.04, 'x7': 0.15, 'x8': 0.03, 'x9': 0.01}",0
"[{'x0': 0.03, 'x1': 0.15, 'x2': 0.05, 'x3': 0.1, 'x4': 0.04, 'x5': 0.02, 'x6': 0.03, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.05, 'x1': 0.1, 'x2': 0.04, 'x3': 0.2, 'x4': 0.01, 'x5': 0.02, 'x6': 0.03, 'x7': 0.1, 'x8': 0.01, 'x9': 0.02}, {'x0': 0.02, 'x1': 0.1, 'x2': 0.06, 'x3': 0.15, 'x4': 0.05, 'x5': 0.04, 'x6': 0.02, 'x7': 0.05, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.04, 'x1': 0.05, 'x2': 0.02, 'x3': 0.12, 'x4': 0.03, 'x5': 0.01, 'x6': 0.02, 'x7': 0.1, 'x8': 0.02, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.2, 'x2': 0.07, 'x3': 0.2, 'x4': 0.03, 'x5': 0.01, 'x6': 0.04, 'x7': 0.1, 'x8': 0.01, 'x9': 0.02}]","{'x0': 0.02, 'x1': 0.1, 'x2': 0.06, 'x3': 0.15, 'x4': 0.05, 'x5': 0.04, 'x6': 0.02, 'x7': 0.05, 'x8': 0.01, 'x9': 0.01}",2
"[{'x0': 0.01, 'x1': 0.08, 'x2': 0.03, 'x3': 0.07, 'x4': 0.05, 'x5': 0.02, 'x6': 0.02, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.03, 'x1': 0.15, 'x2': 0.04, 'x3': 0.05, 'x4': 0.08, 'x5': 0.02, 'x6': 0.03, 'x7': 0.04, 'x8': 0.02, 'x9': 0.02}, {'x0': 0.04, 'x1': 0.11, 'x2': 0.06, 'x3': 0.06, 'x4': 0.03, 'x5': 0.01, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.01, 'x1': 0.05, 'x2': 0.02, 'x3': 0.08, 'x4': 0.04, 'x5': 0.03, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.02, 'x1': 0.12, 'x2': 0.05, 'x3': 0.09, 'x4': 0.07, 'x5': 0.02, 'x6': 0.01, 'x7': 0.03, 'x8': 0.01, 'x9': 0.01}]","{'x0': 0.01, 'x1': 0.08, 'x2': 0.03, 'x3': 0.07, 'x4': 0.05, 'x5': 0.02, 'x6': 0.02, 'x7': 0.01, 'x8': 0.01, 'x9': 0.01}",0
"[{'x0': 0.25, 'x1': 0.3, 'x2': 0.2, 'x3': 0.2, 'x4': 0.15, 'x5': 0.1, 'x6': 0.1, 'x7': 0.15, 'x8': 0.04, 'x9': 0.02}, {'x0': 0.02, 'x1': 0.05, 'x2': 0.02, 'x3': 0.04, 'x4': 0.03, 'x5': 0.01, 'x6': 0.01, 'x7': 0.02, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.15, 'x1': 0.12, 'x2': 0.08, 'x3': 0.1, 'x4': 0.1, 'x5': 0.05, 'x6': 0.06, 'x7': 0.1, 'x8': 0.02, 'x9': 0.02}, {'x0': 0.03, 'x1': 0.09, 'x2': 0.05, 'x3': 0.06, 'x4': 0.07, 'x5': 0.03, 'x6': 0.04, 'x7': 0.07, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.11, 'x1': 0.15, 'x2': 0.07, 'x3': 0.09, 'x4': 0.14, 'x5': 0.07, 'x6': 0.05, 'x7': 0.08, 'x8': 0.02, 'x9': 0.03}]","{'x0': 0.25, 'x1': 0.3, 'x2': 0.2, 'x3': 0.2, 'x4': 0.15, 'x5': 0.1, 'x6': 0.1, 'x7': 0.15, 'x8': 0.04, 'x9': 0.02}",0
"[{'x0': 0.07, 'x1': 0.3, 'x2': 0.2, 'x3': 0.25, 'x4': 0.1, 'x5': 0.1, 'x6': 0.05, 'x7': 0.1, 'x8': 0.01, 'x9': 0.01}, {'x0': 0.09, 'x1': 0.22, 'x2': 0.1, 'x3': 0.2, 'x4': 0.12, 'x5': 0.1, 'x6': 0.08, 'x7': 0.1, 'x8': 0.03, 'x9': 0.01}, {'x0': 0.15, 'x1': 0.25, 'x2': 0.05, 'x3': 0.1, 'x4': 0.1, 'x5': 0.12, 'x6': 0.1, 'x7': 0.1, 'x8': 0.03, 'x9': 0.01}, {'x0': 0.12, 'x1': 0.18, 'x2': 0.1, 'x3': 0.15, 'x4': 0.15, 'x5': 0.08, 'x6': 0.12, 'x7': 0.1, 'x8': 0.02, 'x9': 0.02}, {'x0': 0.1, 'x1': 0.2, 'x2': 0.15, 'x3': 0.1, 'x4': 0.2, 'x5': 0.05, 'x6': 0.1, 'x7': 0.15, 'x8': 0.02, 'x9': 0.01}]","{'x0': 0.15, 'x1': 0.25, 'x2': 0.05, 'x3': 0.1, 'x4': 0.1, 'x5': 0.12, 'x6': 0.1, 'x7': 0.1, 'x8': 0.03, 'x9': 0.01}",2
