surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.36, 'F2': 3.5}","{'F1': 0.7, 'F2': 1.897}"
"{'F1': 0.36, 'F2': 3.5}","{'F1': 0.1, 'F2': 4.44}"
"{'F1': 0.36, 'F2': 3.5}","{'F1': 0.2, 'F2': 4.115}"
"{'F1': 0.36, 'F2': 3.5}","{'F1': 0.2, 'F2': 3.655}"
"{'F1': 0.05, 'F2': 4.05}","{'F1': 0.05, 'F2': 4.704}"
"{'F1': 0.05, 'F2': 4.05}","{'F1': 0.0, 'F2': 4.693}"
"{'F1': 0.05, 'F2': 4.05}","{'F1': 0.03, 'F2': 2.993}"
"{'F1': 0.05, 'F2': 4.05}","{'F1': 0.01, 'F2': 2.281}"
"{'F1': 0.01, 'F2': 2.28}","{'F1': 0.01, 'F2': 0.983}"
"{'F1': 0.01, 'F2': 2.28}","{'F1': 0.1, 'F2': 3.471}"
"{'F1': 0.01, 'F2': 2.28}","{'F1': 0.01, 'F2': 5.111}"
"{'F1': 0.01, 'F2': 2.28}","{'F1': 0.2, 'F2': 4.073}"
"{'F1': 0.0, 'F2': 0.98}","{'F1': 0.0, 'F2': 1.0}"
"{'F1': 0.0, 'F2': 0.98}","{'F1': 0.0, 'F2': 1.0}"
"{'F1': 0.0, 'F2': 0.98}","{'F1': 0.2, 'F2': 1.31}"
"{'F1': 0.0, 'F2': 0.98}","{'F1': 0.3, 'F2': 2.646}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.0, 'F2': 1.09}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.0, 'F2': 3.079}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.03, 'F2': 1.051}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.0, 'F2': 1.326}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.1, 'F2': 0.684}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.4, 'F2': 3.244}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.05, 'F2': 4.763}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.2, 'F2': 2.052}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 1.081}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 1.196}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.02, 'F2': 1.015}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 1.065}"
"{'F1': 0.01, 'F2': 0.68}","{'F1': 0.01, 'F2': 0.897}"
"{'F1': 0.01, 'F2': 0.68}","{'F1': 0.01, 'F2': 0.985}"
"{'F1': 0.01, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.13}"
"{'F1': 0.01, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.18}"
"{'F1': 0.1, 'F2': 4.44}","{'F1': 0.0, 'F2': 1.062}"
"{'F1': 0.1, 'F2': 4.44}","{'F1': 0.0, 'F2': 2.397}"
"{'F1': 0.1, 'F2': 4.44}","{'F1': 0.05, 'F2': 0.726}"
"{'F1': 0.1, 'F2': 4.44}","{'F1': 0.02, 'F2': 0.931}"
"{'F1': 0.04, 'F2': 2.05}","{'F1': 0.0, 'F2': 1.003}"
"{'F1': 0.04, 'F2': 2.05}","{'F1': 0.0, 'F2': 1.031}"
"{'F1': 0.04, 'F2': 2.05}","{'F1': 0.07, 'F2': 3.976}"
"{'F1': 0.04, 'F2': 2.05}","{'F1': 0.06, 'F2': 3.172}"
"{'F1': 0.1, 'F2': 3.12}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.1, 'F2': 3.12}","{'F1': 0.0, 'F2': 1.009}"
"{'F1': 0.1, 'F2': 3.12}","{'F1': 0.2, 'F2': 4.003}"
"{'F1': 0.1, 'F2': 3.12}","{'F1': 0.4, 'F2': 3.749}"
"{'F1': 0.06, 'F2': 1.05}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.06, 'F2': 1.05}","{'F1': 0.0, 'F2': 1.006}"
"{'F1': 0.06, 'F2': 1.05}","{'F1': 0.03, 'F2': 0.885}"
"{'F1': 0.06, 'F2': 1.05}","{'F1': 0.04, 'F2': 0.843}"
"{'F1': 0.0, 'F2': 0.9}","{'F1': 0.0, 'F2': 1.034}"
"{'F1': 0.0, 'F2': 0.9}","{'F1': 0.04, 'F2': 0.768}"
"{'F1': 0.0, 'F2': 0.9}","{'F1': 0.0, 'F2': 1.124}"
"{'F1': 0.0, 'F2': 0.9}","{'F1': 0.0, 'F2': 1.043}"
"{'F1': 0.0, 'F2': 1.03}","{'F1': 0.0, 'F2': 1.05}"
"{'F1': 0.0, 'F2': 1.03}","{'F1': 0.0, 'F2': 1.003}"
"{'F1': 0.0, 'F2': 1.03}","{'F1': 0.0, 'F2': 1.047}"
"{'F1': 0.0, 'F2': 1.03}","{'F1': 0.0, 'F2': 1.068}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.1, 'F2': 0.718}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.031}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.056}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.05, 'F2': 0.732}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.0, 'F2': 1.078}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.01, 'F2': 1.042}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.0, 'F2': 1.016}"
"{'F1': 0.0, 'F2': 1.09}","{'F1': 0.0, 'F2': 1.012}"
"{'F1': 0.02, 'F2': 1.09}","{'F1': 0.0, 'F2': 1.059}"
"{'F1': 0.02, 'F2': 1.09}","{'F1': 0.0, 'F2': 1.062}"
"{'F1': 0.02, 'F2': 1.09}","{'F1': 0.01, 'F2': 1.015}"
"{'F1': 0.02, 'F2': 1.09}","{'F1': 0.01, 'F2': 0.98}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.1, 'F2': 0.686}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.068}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.01, 'F2': 0.903}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.04, 'F2': 0.812}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.1, 'F2': 0.72}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.016}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.043}"
"{'F1': 0.1, 'F2': 0.68}","{'F1': 0.0, 'F2': 1.078}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.01, 'F2': 0.912}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.0, 'F2': 1.047}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.0, 'F2': 1.028}"
"{'F1': 0.01, 'F2': 0.98}","{'F1': 0.0, 'F2': 1.065}"
