surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.25, 'F2': 3.0}","{'F1': 0.2, 'F2': 4.115}"
"{'F1': 0.25, 'F2': 3.0}","{'F1': 0.05, 'F2': 4.012}"
"{'F1': 0.25, 'F2': 3.0}","{'F1': 0.15, 'F2': 5.027}"
"{'F1': 0.25, 'F2': 3.0}","{'F1': 0.3, 'F2': 3.86}"
"{'F1': 0.01, 'F2': 3.86}","{'F1': 0.01, 'F2': 4.625}"
"{'F1': 0.01, 'F2': 3.86}","{'F1': 0.03, 'F2': 4.264}"
"{'F1': 0.01, 'F2': 3.86}","{'F1': 0.02, 'F2': 4.225}"
"{'F1': 0.01, 'F2': 3.86}","{'F1': 0.03, 'F2': 5.114}"
"{'F1': 0.4, 'F2': 3.5}","{'F1': 0.4, 'F2': 3.244}"
"{'F1': 0.4, 'F2': 3.5}","{'F1': 0.005, 'F2': 3.304}"
"{'F1': 0.4, 'F2': 3.5}","{'F1': 0.001, 'F2': 2.48}"
"{'F1': 0.4, 'F2': 3.5}","{'F1': 0.007, 'F2': 2.922}"
"{'F1': 0.0, 'F2': 2.48}","{'F1': 0.0, 'F2': 2.431}"
"{'F1': 0.0, 'F2': 2.48}","{'F1': 0.0, 'F2': 2.244}"
"{'F1': 0.0, 'F2': 2.48}","{'F1': 0.0, 'F2': 2.089}"
"{'F1': 0.0, 'F2': 2.48}","{'F1': 0.0, 'F2': 2.151}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.05, 'F2': 1.131}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.0, 'F2': 1.124}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.0, 'F2': 1.9}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.0, 'F2': 2.8}"
"{'F1': 0.0, 'F2': 1.12}","{'F1': 0.0, 'F2': 1.047}"
"{'F1': 0.0, 'F2': 1.12}","{'F1': 0.0, 'F2': 1.093}"
"{'F1': 0.0, 'F2': 1.12}","{'F1': 0.0, 'F2': 1.062}"
"{'F1': 0.0, 'F2': 1.12}","{'F1': 0.0, 'F2': 1.155}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.0, 'F2': 1.093}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.0, 'F2': 1.217}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.0, 'F2': 1.155}"
"{'F1': 0.0, 'F2': 2.09}","{'F1': 0.0, 'F2': 1.155}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 1.0}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 1.652}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 1.807}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.01, 'F2': 0.983}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.005, 'F2': 1.759}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.01, 'F2': 1.792}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 1.934}"
"{'F1': 0.0, 'F2': 1.0}","{'F1': 0.0, 'F2': 2.027}"
"{'F1': 0.1, 'F2': 2.3}","{'F1': 0.01, 'F2': 2.281}"
"{'F1': 0.1, 'F2': 2.3}","{'F1': 0.1, 'F2': 5.309}"
"{'F1': 0.1, 'F2': 2.3}","{'F1': 0.02, 'F2': 2.293}"
"{'F1': 0.1, 'F2': 2.3}","{'F1': 0.01, 'F2': 0.903}"
"{'F1': 0.0, 'F2': 1.16}","{'F1': 0.0, 'F2': 1.031}"
