candidate_evaluations,hypervolume_contributions
"[{'Latency': 11.2161, 'Perplexity': 26.3569}, {'Latency': 8.6139, 'Perplexity': 29.2085}, {'Latency': 7.2856, 'Perplexity': 35.6467}, {'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 8.351, 'Perplexity': 35.0353}]","[0.0, 1.3505720120043918e-06, 0.0, 0.013906578157254712, 0.0]"
"[{'Latency': 8.351, 'Perplexity': 35.0353}, {'Latency': 6.709719794042017, 'Perplexity': 36.222347259521484}, {'Latency': 10.8886, 'Perplexity': 26.5259}, {'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 8.6139, 'Perplexity': 29.2085}]","[0.0, 0.01016005742380699, 0.0, 0.008348143682984421, 1.2344582080991984e-06]"
"[{'Latency': 8.6139, 'Perplexity': 29.2085}, {'Latency': 10.8886, 'Perplexity': 26.5259}, {'Latency': 8.351, 'Perplexity': 35.0353}, {'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 7.2856, 'Perplexity': 35.6467}]","[1.2742274440036283e-06, 0.0, 0.0, 0.008617087007493307, 0.0]"
"[{'Latency': 7.2856, 'Perplexity': 35.6467}, {'Latency': 8.351, 'Perplexity': 35.0353}, {'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 10.8886, 'Perplexity': 26.5259}, {'Latency': 8.6139, 'Perplexity': 29.2085}]","[0.0, 0.0, 0.0, 0.0, 1.2742274440036283e-06]"
"[{'Latency': 6.7097, 'Perplexity': 36.2223}, {'Latency': 8.6139, 'Perplexity': 29.2085}, {'Latency': 10.185, 'Perplexity': 27.0131}, {'Latency': 18.0451, 'Perplexity': 20.6879}, {'Latency': 10.8886, 'Perplexity': 26.5259}]","[0.004090174549306158, 1.2344592135171695e-06, 5.666140614479787e-07, 0.0, 0.0]"
"[{'Latency': 7.2856, 'Perplexity': 35.6467}, {'Latency': 14.6325, 'Perplexity': 22.7749}, {'Latency': 10.261946718772608, 'Perplexity': 26.8625545501709}, {'Latency': 8.6139, 'Perplexity': 29.2085}, {'Latency': 10.185, 'Perplexity': 27.0131}]","[0.0, 3.9028096399107426e-07, 0.0, 1.2742274440036283e-06, 5.848675914688073e-07]"
"[{'Latency': 7.2856, 'Perplexity': 35.6467}, {'Latency': 18.0451, 'Perplexity': 20.6879}, {'Latency': 10.2596, 'Perplexity': 26.8626}, {'Latency': 10.8886, 'Perplexity': 26.5259}, {'Latency': 8.351, 'Perplexity': 35.0353}]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"[{'Latency': 13.185, 'Perplexity': 24.678}, {'Latency': 9.7252, 'Perplexity': 28.4782}, {'Latency': 10.2596, 'Perplexity': 26.8626}, {'Latency': 7.2856, 'Perplexity': 35.6467}, {'Latency': 18.0451, 'Perplexity': 20.6879}]","[0.014245384948389894, 8.055460343214804e-08, 0.0, 0.0, 0.0]"
"[{'Latency': 6.7097, 'Perplexity': 36.2223}, {'Latency': 10.8886, 'Perplexity': 26.5259}, {'Latency': 10.185, 'Perplexity': 27.0131}, {'Latency': 18.0451, 'Perplexity': 20.6879}, {'Latency': 9.7252, 'Perplexity': 28.4782}]","[0.004090174549306269, 0.0, 3.83990877095286e-07, 0.0, 7.80405584599464e-08]"
"[{'Latency': 8.351, 'Perplexity': 35.0353}, {'Latency': 10.185, 'Perplexity': 27.0131}, {'Latency': 6.7097, 'Perplexity': 36.2223}, {'Latency': 10.185, 'Perplexity': 27.0131}, {'Latency': 6.7097, 'Perplexity': 36.2223}]","[0.0, 3.839910620584419e-07, 0.00409017651923782, 3.839910620584419e-07, 0.00409017651923782]"
