prompt_cost,completion_cost,total_cost
0.0001737,0.0002052,0.0003789
0.00018209999999999998,5.5799999999999994e-05,0.00023789999999999998
0.00018674999999999996,0.0002052,0.00039194999999999996
0.00019515,5.2799999999999996e-05,0.00024795
0.00019979999999999998,0.0002052,0.000405
0.00020819999999999996,5.6999999999999996e-05,0.00026519999999999994
0.00021269999999999997,0.0002052,0.00041789999999999997
0.00022109999999999998,5.2799999999999996e-05,0.0002739
0.00022544999999999998,0.0002052,0.00043065
0.00023384999999999997,5.5799999999999994e-05,0.00028964999999999997
0.0002385,0.0002052,0.0004437
0.0002469,5.34e-05,0.0003003
0.00025155,0.0002052,0.00045675
0.00025994999999999995,5.88e-05,0.00031874999999999997
0.0002643,0.0002052,0.0004695
0.0002727,5.76e-05,0.0003303
0.00027735,0.0002052,0.00048255
0.0002857499999999999,5.5799999999999994e-05,0.0003415499999999999
0.0002902499999999999,0.0002052,0.0004954499999999999
0.00029864999999999997,5.76e-05,0.00035624999999999996
0.00030329999999999995,0.0002052,0.0005085
0.0003117,5.639999999999999e-05,0.0003681
0.0003162,0.0002052,0.0005214
0.0003245999999999999,5.5799999999999994e-05,0.0003803999999999999
0.00032925,0.0002052,0.00053445
0.00033764999999999994,5.639999999999999e-05,0.00039404999999999996
0.00034229999999999997,0.0002052,0.0005475
0.00035069999999999996,5.819999999999999e-05,0.00040889999999999996
0.00035534999999999994,0.0002052,0.0005605499999999999
0.00036375,5.6999999999999996e-05,0.00042074999999999995
0.00036839999999999996,0.0002052,0.0005736
0.00037679999999999994,5.639999999999999e-05,0.0004331999999999999
0.00038114999999999997,0.0002052,0.00058635
0.00038954999999999995,5.6999999999999996e-05,0.00044654999999999993
0.00039404999999999996,0.0002052,0.00059925
0.00040245,5.9399999999999994e-05,0.00046185
0.00040695,0.0002052,0.00061215
0.00041534999999999993,5.6999999999999996e-05,0.0004723499999999999
0.00041969999999999996,0.0002052,0.0006249
0.0004281,5.9399999999999994e-05,0.0004875
0.00043275,0.0002052,0.00063795
