surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.6, 'F2': 6.0}","{'F1': 0.77, 'F2': 7.135}"
"{'F1': 0.6, 'F2': 6.0}","{'F1': 1.0, 'F2': 7.264}"
"{'F1': 0.6, 'F2': 6.0}","{'F1': 0.851, 'F2': 7.803}"
"{'F1': 0.6, 'F2': 6.0}","{'F1': 0.77, 'F2': 8.183}"
"{'F1': 0.7, 'F2': 7.1}","{'F1': 0.77, 'F2': 7.52}"
"{'F1': 0.7, 'F2': 7.1}","{'F1': 1.0, 'F2': 7.04}"
"{'F1': 0.7, 'F2': 7.1}","{'F1': 0.504, 'F2': 7.257}"
"{'F1': 0.7, 'F2': 7.1}","{'F1': 0.851, 'F2': 7.384}"
"{'F1': 0.85, 'F2': 7.0}","{'F1': 0.981, 'F2': 7.005}"
"{'F1': 0.85, 'F2': 7.0}","{'F1': 0.981, 'F2': 6.838}"
"{'F1': 0.85, 'F2': 7.0}","{'F1': 0.504, 'F2': 7.144}"
"{'F1': 0.85, 'F2': 7.0}","{'F1': 0.933, 'F2': 7.895}"
"{'F1': 0.75, 'F2': 7.0}","{'F1': 0.988, 'F2': 7.404}"
"{'F1': 0.75, 'F2': 7.0}","{'F1': 0.851, 'F2': 7.208}"
"{'F1': 0.75, 'F2': 7.0}","{'F1': 0.632, 'F2': 6.962}"
"{'F1': 0.75, 'F2': 7.0}","{'F1': 1.0, 'F2': 7.622}"
"{'F1': 0.45, 'F2': 6.8}","{'F1': 0.504, 'F2': 6.455}"
"{'F1': 0.45, 'F2': 6.8}","{'F1': 0.77, 'F2': 5.977}"
"{'F1': 0.45, 'F2': 6.8}","{'F1': 0.504, 'F2': 6.168}"
"{'F1': 0.45, 'F2': 6.8}","{'F1': 1.0, 'F2': 7.155}"
"{'F1': 0.5, 'F2': 6.3}","{'F1': 0.504, 'F2': 5.871}"
"{'F1': 0.5, 'F2': 6.3}","{'F1': 0.77, 'F2': 6.288}"
"{'F1': 0.5, 'F2': 6.3}","{'F1': 0.981, 'F2': 5.902}"
"{'F1': 0.5, 'F2': 6.3}","{'F1': 0.981, 'F2': 5.751}"
"{'F1': 0.5, 'F2': 5.72}","{'F1': 0.77, 'F2': 5.467}"
"{'F1': 0.5, 'F2': 5.72}","{'F1': 0.282, 'F2': 7.184}"
"{'F1': 0.5, 'F2': 5.72}","{'F1': 0.632, 'F2': 7.345}"
"{'F1': 0.5, 'F2': 5.72}","{'F1': 0.988, 'F2': 7.565}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.335, 'F2': 7.327}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.504, 'F2': 7.144}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 1.0, 'F2': 5.896}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.504, 'F2': 5.871}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.77, 'F2': 4.787}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.568, 'F2': 6.973}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.335, 'F2': 6.398}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.504, 'F2': 6.115}"
"{'F1': 0.34, 'F2': 5.47}","{'F1': 0.998, 'F2': 5.823}"
"{'F1': 0.34, 'F2': 5.47}","{'F1': 0.871, 'F2': 4.815}"
"{'F1': 0.34, 'F2': 5.47}","{'F1': 0.568, 'F2': 5.069}"
"{'F1': 0.34, 'F2': 5.47}","{'F1': 0.851, 'F2': 5.424}"
"{'F1': 0.5, 'F2': 6.12}","{'F1': 0.708, 'F2': 6.676}"
"{'F1': 0.5, 'F2': 6.12}","{'F1': 0.504, 'F2': 6.76}"
"{'F1': 0.5, 'F2': 6.12}","{'F1': 0.988, 'F2': 6.793}"
"{'F1': 0.5, 'F2': 6.12}","{'F1': 0.632, 'F2': 6.433}"
"{'F1': 0.5, 'F2': 5.8}","{'F1': 0.77, 'F2': 5.717}"
"{'F1': 0.5, 'F2': 5.8}","{'F1': 0.998, 'F2': 5.665}"
"{'F1': 0.5, 'F2': 5.8}","{'F1': 1.0, 'F2': 6.283}"
"{'F1': 0.5, 'F2': 5.8}","{'F1': 0.77, 'F2': 6.1}"
"{'F1': 0.34, 'F2': 5.5}","{'F1': 1.0, 'F2': 5.631}"
"{'F1': 0.34, 'F2': 5.5}","{'F1': 0.504, 'F2': 6.897}"
"{'F1': 0.34, 'F2': 5.5}","{'F1': 0.979, 'F2': 6.001}"
"{'F1': 0.34, 'F2': 5.5}","{'F1': 0.282, 'F2': 5.355}"
"{'F1': 0.77, 'F2': 6.0}","{'F1': 0.988, 'F2': 6.748}"
"{'F1': 0.77, 'F2': 6.0}","{'F1': 1.0, 'F2': 6.248}"
"{'F1': 0.77, 'F2': 6.0}","{'F1': 1.0, 'F2': 7.374}"
"{'F1': 0.77, 'F2': 6.0}","{'F1': 0.988, 'F2': 7.267}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 1.0, 'F2': 3.998}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 0.504, 'F2': 7.22}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 1.0, 'F2': 4.605}"
"{'F1': 0.0, 'F2': 5.0}","{'F1': 0.998, 'F2': 4.252}"
