surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.75, 'F2': 5.0}","{'F1': 0.98, 'F2': 7.535}"
"{'F1': 0.75, 'F2': 5.0}","{'F1': 0.504, 'F2': 7.835}"
"{'F1': 0.75, 'F2': 5.0}","{'F1': 0.504, 'F2': 7.806}"
"{'F1': 0.75, 'F2': 5.0}","{'F1': 0.851, 'F2': 7.746}"
"{'F1': 0.4, 'F2': 7.0}","{'F1': 0.851, 'F2': 8.069}"
"{'F1': 0.4, 'F2': 7.0}","{'F1': 0.981, 'F2': 7.197}"
"{'F1': 0.4, 'F2': 7.0}","{'F1': 0.851, 'F2': 7.371}"
"{'F1': 0.4, 'F2': 7.0}","{'F1': 1.0, 'F2': 7.401}"
"{'F1': 0.5, 'F2': 7.4}","{'F1': 0.504, 'F2': 5.322}"
"{'F1': 0.5, 'F2': 7.4}","{'F1': 0.504, 'F2': 6.713}"
"{'F1': 0.5, 'F2': 7.4}","{'F1': 0.988, 'F2': 6.344}"
"{'F1': 0.5, 'F2': 7.4}","{'F1': 0.504, 'F2': 6.713}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.851, 'F2': 4.313}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 1.0, 'F2': 3.667}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.981, 'F2': 5.902}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 1.0, 'F2': 6.035}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 0.504, 'F2': 6.76}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 1.0, 'F2': 6.035}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 0.981, 'F2': 6.965}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 0.981, 'F2': 7.005}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 4.418}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 1.0, 'F2': 4.938}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 1.0, 'F2': 5.183}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.988, 'F2': 5.749}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.77, 'F2': 5.65}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 5.743}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.77, 'F2': 6.228}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 6.563}"
"{'F1': 0.5, 'F2': 6.04}","{'F1': 0.979, 'F2': 4.891}"
"{'F1': 0.5, 'F2': 6.04}","{'F1': 0.504, 'F2': 5.947}"
"{'F1': 0.5, 'F2': 6.04}","{'F1': 0.988, 'F2': 6.399}"
"{'F1': 0.5, 'F2': 6.04}","{'F1': 0.504, 'F2': 5.159}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.504, 'F2': 5.621}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.504, 'F2': 5.692}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 1.0, 'F2': 7.079}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.504, 'F2': 6.51}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 1.0, 'F2': 5.09}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.504, 'F2': 5.947}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.504, 'F2': 5.709}"
"{'F1': 0.5, 'F2': 5.5}","{'F1': 0.871, 'F2': 6.164}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 5.674}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.981, 'F2': 5.32}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 5.947}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 5.208}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.981, 'F2': 4.647}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 4.856}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 1.0, 'F2': 5.066}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 5.083}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.77, 'F2': 5.259}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.77, 'F2': 4.723}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 5.759}"
"{'F1': 0.5, 'F2': 5.0}","{'F1': 0.504, 'F2': 5.387}"
"{'F1': 0.5, 'F2': 4.5}","{'F1': 1.0, 'F2': 4.339}"
"{'F1': 0.5, 'F2': 4.5}","{'F1': 1.0, 'F2': 4.938}"
"{'F1': 0.5, 'F2': 4.5}","{'F1': 0.981, 'F2': 4.712}"
"{'F1': 0.5, 'F2': 4.5}","{'F1': 0.504, 'F2': 5.208}"
"{'F1': 0.5, 'F2': 4.31}","{'F1': 0.504, 'F2': 4.174}"
"{'F1': 0.5, 'F2': 4.31}","{'F1': 0.504, 'F2': 4.327}"
"{'F1': 0.5, 'F2': 4.31}","{'F1': 0.632, 'F2': 5.767}"
"{'F1': 0.5, 'F2': 4.31}","{'F1': 0.504, 'F2': 4.856}"
