surrogate_model_prediction,benchmark_evaluation
"{'F1': 0.7, 'F2': 8.3}","{'F1': 0.504, 'F2': 6.075}"
"{'F1': 0.7, 'F2': 8.3}","{'F1': 0.77, 'F2': 7.675}"
"{'F1': 0.7, 'F2': 8.3}","{'F1': 0.77, 'F2': 7.552}"
"{'F1': 0.7, 'F2': 8.3}","{'F1': 0.981, 'F2': 6.181}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 0.998, 'F2': 6.249}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 0.979, 'F2': 6.559}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 0.376, 'F2': 7.528}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 0.504, 'F2': 6.563}"
"{'F1': 1.0, 'F2': 5.75}","{'F1': 1.0, 'F2': 5.271}"
"{'F1': 1.0, 'F2': 5.75}","{'F1': 0.282, 'F2': 8.192}"
"{'F1': 1.0, 'F2': 5.75}","{'F1': 1.0, 'F2': 6.021}"
"{'F1': 1.0, 'F2': 5.75}","{'F1': 0.851, 'F2': 7.913}"
"{'F1': 0.75, 'F2': 7.2}","{'F1': 1.0, 'F2': 7.984}"
"{'F1': 0.75, 'F2': 7.2}","{'F1': 0.504, 'F2': 7.596}"
"{'F1': 0.75, 'F2': 7.2}","{'F1': 0.981, 'F2': 6.608}"
"{'F1': 0.75, 'F2': 7.2}","{'F1': 0.871, 'F2': 6.589}"
"{'F1': 0.5, 'F2': 7.5}","{'F1': 0.504, 'F2': 8.58}"
"{'F1': 0.5, 'F2': 7.5}","{'F1': 0.979, 'F2': 7.705}"
"{'F1': 0.5, 'F2': 7.5}","{'F1': 0.979, 'F2': 8.303}"
"{'F1': 0.5, 'F2': 7.5}","{'F1': 0.912, 'F2': 7.489}"
"{'F1': 0.87, 'F2': 7.45}","{'F1': 1.0, 'F2': 7.192}"
"{'F1': 0.87, 'F2': 7.45}","{'F1': 0.77, 'F2': 7.455}"
"{'F1': 0.87, 'F2': 7.45}","{'F1': 0.568, 'F2': 7.458}"
"{'F1': 0.87, 'F2': 7.45}","{'F1': 0.504, 'F2': 7.719}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 0.632, 'F2': 5.799}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 0.504, 'F2': 7.467}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 0.504, 'F2': 6.852}"
"{'F1': 0.5, 'F2': 6.5}","{'F1': 1.0, 'F2': 7.879}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 0.504, 'F2': 6.019}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 1.0, 'F2': 7.228}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 0.988, 'F2': 6.922}"
"{'F1': 0.5, 'F2': 6.08}","{'F1': 0.77, 'F2': 7.455}"
"{'F1': 0.5, 'F2': 6.4}","{'F1': 0.504, 'F2': 6.075}"
"{'F1': 0.5, 'F2': 6.4}","{'F1': 0.988, 'F2': 7.302}"
"{'F1': 0.5, 'F2': 6.4}","{'F1': 0.998, 'F2': 7.402}"
"{'F1': 0.5, 'F2': 6.4}","{'F1': 0.979, 'F2': 7.305}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.77, 'F2': 6.532}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.504, 'F2': 6.089}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.504, 'F2': 6.563}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.504, 'F2': 7.5}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 1.0, 'F2': 5.896}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.504, 'F2': 6.281}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.504, 'F2': 6.005}"
"{'F1': 0.5, 'F2': 6.02}","{'F1': 0.504, 'F2': 6.155}"
"{'F1': 0.5, 'F2': 6.1}","{'F1': 0.77, 'F2': 6.288}"
"{'F1': 0.5, 'F2': 6.1}","{'F1': 0.981, 'F2': 5.973}"
"{'F1': 0.5, 'F2': 6.1}","{'F1': 0.504, 'F2': 6.583}"
"{'F1': 0.5, 'F2': 6.1}","{'F1': 0.912, 'F2': 6.675}"
"{'F1': 0.5, 'F2': 6.28}","{'F1': 0.504, 'F2': 6.399}"
"{'F1': 0.5, 'F2': 6.28}","{'F1': 0.504, 'F2': 6.317}"
"{'F1': 0.5, 'F2': 6.28}","{'F1': 0.504, 'F2': 7.024}"
"{'F1': 0.5, 'F2': 6.28}","{'F1': 0.504, 'F2': 7.433}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.376, 'F2': 5.951}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.282, 'F2': 6.209}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.568, 'F2': 6.17}"
"{'F1': 0.5, 'F2': 6.0}","{'F1': 0.568, 'F2': 6.233}"
"{'F1': 0.28, 'F2': 6.21}","{'F1': 0.77, 'F2': 5.991}"
"{'F1': 0.28, 'F2': 6.21}","{'F1': 0.504, 'F2': 6.563}"
"{'F1': 0.28, 'F2': 6.21}","{'F1': 0.504, 'F2': 5.887}"
"{'F1': 0.28, 'F2': 6.21}","{'F1': 0.871, 'F2': 7.654}"
