configs,runtime_traj,F1,F2
"{'x0': 0.5, 'x1': 0.5, 'x2': 0.5, 'x3': 0.5, 'x4': 0.5, 'x5': 0.5, 'x6': 0.5, 'x7': 0.5, 'x8': 0.5, 'x9': 0.5, 'problem': 'zdt6'}",5.121093851999831,1.0,8.451
"{'x0': 0.3470626021991051, 'x1': 0.677479485418203, 'x2': 0.777768436132985, 'x3': 0.7979683252286911, 'x4': 0.0212929422675892, 'x5': 0.9573405427895136, 'x6': 0.9592044861221558, 'x7': 0.5818945542467895, 'x8': 0.4067936746367743, 'x9': 0.7326304693210808, 'problem': 'zdt6'}",5.121082833000401,1.0,8.993
"{'x0': 0.237560430317248, 'x1': 0.6150964271950266, 'x2': 0.293057185586941, 'x3': 0.2867537737003325, 'x4': 0.0673738680243852, 'x5': 0.60531611960732, 'x6': 0.8812133871078845, 'x7': 0.1272784975015405, 'x8': 0.955830271280986, 'x9': 0.7060263610406551, 'problem': 'zdt6'}",5.121113392000552,0.673,8.531
"{'x0': 0.1531560291909841, 'x1': 0.7564771197676036, 'x2': 0.1461813519177424, 'x3': 0.7936743156492027, 'x4': 0.0434378583710708, 'x5': 0.6103082073609463, 'x6': 0.0937557612489787, 'x7': 0.0512174207572582, 'x8': 0.718220112689696, 'x9': 0.1794961340579389, 'problem': 'zdt6'}",5.121031073000268,1.0,7.928
"{'x0': 0.6831803787572371, 'x1': 0.561076123189058, 'x2': 0.6018293481437079, 'x3': 0.5160336519426341, 'x4': 0.6756550754102303, 'x5': 0.791154389300555, 'x6': 0.588145645235687, 'x7': 0.2951157588744665, 'x8': 0.1315575491978368, 'x9': 0.1477435577707311, 'problem': 'zdt6'}",5.121104891999494,1.0,8.368
"{'x0': 0.7377972994898169, 'x1': 0.6572687215523205, 'x2': 0.945731774127954, 'x3': 0.6735648942179083, 'x4': 0.3373665219012945, 'x5': 0.4359114191955403, 'x6': 0.7838961346087706, 'x7': 0.8062833516253677, 'x8': 0.5764784795377783, 'x9': 0.0451657541054876, 'problem': 'zdt6'}",5.121011273000477,0.955,8.767
"{'x0': 0.5249547450616635, 'x1': 0.0872116493455734, 'x2': 0.6099201669092953, 'x3': 0.8440942618608628, 'x4': 0.6423637247866336, 'x5': 0.5353807929766565, 'x6': 0.8948081159160735, 'x7': 0.8566535430377429, 'x8': 0.4297865217922562, 'x9': 0.2664073255550442, 'problem': 'zdt6'}",5.121061883000948,0.999,8.721
"{'x0': 0.6319514240631849, 'x1': 0.2257484185161047, 'x2': 0.8727806340519618, 'x3': 0.7640742819712087, 'x4': 0.1086073767101424, 'x5': 0.7098585773835551, 'x6': 0.4411172531249181, 'x7': 0.169496732926689, 'x8': 0.6908322531775686, 'x9': 0.1912248886366842, 'problem': 'zdt6'}",5.121045302999846,0.996,8.309
"{'x0': 0.7208797717527023, 'x1': 0.165379972089419, 'x2': 0.2204632636168427, 'x3': 0.3778814556855133, 'x4': 0.5628388628126387, 'x5': 0.6653871647207361, 'x6': 0.9937469981451204, 'x7': 0.2238284055245382, 'x8': 0.7950485187163652, 'x9': 0.3308521156370547, 'problem': 'zdt6'}",5.121072463000019,0.978,8.385
"{'x0': 0.016891292439995, 'x1': 0.1522244133720105, 'x2': 0.7318654338745518, 'x3': 0.0007523722694035, 'x4': 0.0445470756897057, 'x5': 0.9181502041579646, 'x6': 0.7775724505740216, 'x7': 0.6639064034812518, 'x8': 0.8262397867185638, 'x9': 0.6125343982838417, 'problem': 'zdt6'}",5.121121101999961,0.999,8.547
