surrogate_model_prediction,benchmark_evaluation
"{'Latency': 8.92, 'Perplexity': 25.1}","{'Latency': 9.013075578343289, 'Perplexity': 28.136314392089844}"
"{'Latency': 9.75, 'Perplexity': 26.0}","{'Latency': 9.832135693908334, 'Perplexity': 27.077741622924805}"
"{'Latency': 11.0, 'Perplexity': 25.5}","{'Latency': 10.75282051537138, 'Perplexity': 26.677021026611328}"
"{'Latency': 9.5, 'Perplexity': 26.5}","{'Latency': 10.516444809896914, 'Perplexity': 26.618213653564453}"
"{'Latency': 17.3, 'Perplexity': 21.0}","{'Latency': 16.31595280778869, 'Perplexity': 21.101472854614258}"
"{'Latency': 11.0, 'Perplexity': 25.0}","{'Latency': 10.191482325787035, 'Perplexity': 26.62184715270996}"
"{'Latency': 12.5, 'Perplexity': 25.5}","{'Latency': 11.33700601952269, 'Perplexity': 26.55950355529785}"
"{'Latency': 11.0, 'Perplexity': 26.0}","{'Latency': 10.940112246020103, 'Perplexity': 26.55349349975586}"
"{'Latency': 9.5, 'Perplexity': 27.0}","{'Latency': 9.381728483331521, 'Perplexity': 27.118247985839844}"
"{'Latency': 12.5, 'Perplexity': 23.0}","{'Latency': 12.580068814653664, 'Perplexity': 23.787160873413086}"
"{'Latency': 12.5, 'Perplexity': 24.0}","{'Latency': 11.70008324478074, 'Perplexity': 26.34719467163086}"
"{'Latency': 10.0, 'Perplexity': 26.0}","{'Latency': 10.569411631117493, 'Perplexity': 26.630197525024414}"
"{'Latency': 12.0, 'Perplexity': 24.0}","{'Latency': 15.038606010128246, 'Perplexity': 21.738048553466797}"
"{'Latency': 13.2, 'Perplexity': 23.0}","{'Latency': 12.718617707090546, 'Perplexity': 23.61138916015625}"
"{'Latency': 10.7, 'Perplexity': 26.3}","{'Latency': 11.07614053633288, 'Perplexity': 26.769933700561523}"
"{'Latency': 11.0, 'Perplexity': 26.0}","{'Latency': 10.252696278633657, 'Perplexity': 26.70508575439453}"
"{'Latency': 10.7, 'Perplexity': 26.3}","{'Latency': 10.260503001940132, 'Perplexity': 26.83363151550293}"
"{'Latency': 10.5, 'Perplexity': 26.5}","{'Latency': 10.124089933684191, 'Perplexity': 26.848831176757812}"
"{'Latency': 14.5, 'Perplexity': 21.5}","{'Latency': 15.672192243983273, 'Perplexity': 21.446081161499023}"
"{'Latency': 12.0, 'Perplexity': 22.5}","{'Latency': 13.39593151038353, 'Perplexity': 22.511301040649414}"
"{'Latency': 13.0, 'Perplexity': 22.5}","{'Latency': 13.596570694823054, 'Perplexity': 22.666139602661133}"
"{'Latency': 10.0, 'Perplexity': 26.8}","{'Latency': 10.209060682805914, 'Perplexity': 26.929264068603516}"
"{'Latency': 11.5, 'Perplexity': 23.0}","{'Latency': 9.907507173896636, 'Perplexity': 27.177942276000977}"
"{'Latency': 15.7, 'Perplexity': 21.3}","{'Latency': 15.268076923463326, 'Perplexity': 21.474828720092773}"
"{'Latency': 11.5, 'Perplexity': 26.0}","{'Latency': 11.34989372562336, 'Perplexity': 26.38518524169922}"
"{'Latency': 10.6, 'Perplexity': 26.3}","{'Latency': 10.886070996321685, 'Perplexity': 26.559097290039062}"
"{'Latency': 9.5, 'Perplexity': 26.7}","{'Latency': 9.358336176433522, 'Perplexity': 27.118247985839844}"
"{'Latency': 14.5, 'Perplexity': 21.6}","{'Latency': 15.153143241309058, 'Perplexity': 21.5382137298584}"
"{'Latency': 10.5, 'Perplexity': 26.5}","{'Latency': 10.168099813349327, 'Perplexity': 27.08399772644043}"
"{'Latency': 15.0, 'Perplexity': 21.8}","{'Latency': 15.116714420837177, 'Perplexity': 21.76625633239746}"
"{'Latency': 13.0, 'Perplexity': 22.6}","{'Latency': 13.503484893960799, 'Perplexity': 22.80548095703125}"
"{'Latency': 14.0, 'Perplexity': 22.0}","{'Latency': 13.858287493348005, 'Perplexity': 22.193830490112305}"
"{'Latency': 9.35, 'Perplexity': 27.11}","{'Latency': 9.363250888667638, 'Perplexity': 27.118247985839844}"
"{'Latency': 14.0, 'Perplexity': 22.0}","{'Latency': 14.502011281864487, 'Perplexity': 21.844545364379883}"
"{'Latency': 11.5, 'Perplexity': 25.0}","{'Latency': 11.574008009162569, 'Perplexity': 26.377052307128906}"
"{'Latency': 9.5, 'Perplexity': 27.0}","{'Latency': 9.201672163117896, 'Perplexity': 28.713253021240234}"
"{'Latency': 10.2, 'Perplexity': 26.5}","{'Latency': 10.285666669709896, 'Perplexity': 26.86311149597168}"
"{'Latency': 9.3, 'Perplexity': 27.1}","{'Latency': 9.250977923482155, 'Perplexity': 27.911081314086914}"
"{'Latency': 9.5, 'Perplexity': 27.0}","{'Latency': 9.007200737985752, 'Perplexity': 27.853477478027344}"
"{'Latency': 10.0, 'Perplexity': 26.5}","{'Latency': 9.943361462624816, 'Perplexity': 27.403745651245117}"
"{'Latency': 10.26, 'Perplexity': 27.0}","{'Latency': 9.72866524674103, 'Perplexity': 27.84877586364746}"
"{'Latency': 11.0, 'Perplexity': 26.3}","{'Latency': 10.61980805032049, 'Perplexity': 26.520902633666992}"
"{'Latency': 9.5, 'Perplexity': 27.0}","{'Latency': 9.384812032532764, 'Perplexity': 27.102663040161133}"
"{'Latency': 14.502, 'Perplexity': 21.8445}","{'Latency': 14.483105449520998, 'Perplexity': 21.844545364379883}"
"{'Latency': 9.5, 'Perplexity': 27.0}","{'Latency': 9.355046461588739, 'Perplexity': 27.11226463317871}"
"{'Latency': 9.4, 'Perplexity': 27.0}","{'Latency': 9.697368763957794, 'Perplexity': 27.056764602661133}"
