surrogate_model_prediction,benchmark_evaluation
"{'Latency': 12.8, 'Perplexity': 24.5}","{'Latency': 10.631768777034807, 'Perplexity': 26.827421188354492}"
"{'Latency': 11.0, 'Perplexity': 25.0}","{'Latency': 10.306906645768906, 'Perplexity': 26.674001693725586}"
"{'Latency': 10.5, 'Perplexity': 25.5}","{'Latency': 10.623714704992068, 'Perplexity': 26.520902633666992}"
"{'Latency': 14.5, 'Perplexity': 21.6}","{'Latency': 16.287459595624046, 'Perplexity': 21.101472854614258}"
"{'Latency': 10.3, 'Perplexity': 26.7}","{'Latency': 10.892993836163976, 'Perplexity': 26.542598724365234}"
"{'Latency': 9.6, 'Perplexity': 27.0}","{'Latency': 9.686053581624043, 'Perplexity': 27.381454467773438}"
"{'Latency': 11.0, 'Perplexity': 26.0}","{'Latency': 11.336686286975697, 'Perplexity': 26.526174545288086}"
"{'Latency': 9.0, 'Perplexity': 28.5}","{'Latency': 9.02399787977087, 'Perplexity': 28.145845413208008}"
"{'Latency': 9.5, 'Perplexity': 27.3}","{'Latency': 9.734341433213961, 'Perplexity': 27.056764602661133}"
"{'Latency': 10.72, 'Perplexity': 26.5}","{'Latency': 10.963538969847738, 'Perplexity': 26.358213424682617}"
"{'Latency': 12.5, 'Perplexity': 23.0}","{'Latency': 10.468994736585964, 'Perplexity': 26.961626052856445}"
"{'Latency': 8.3, 'Perplexity': 35.0}","{'Latency': 7.255039164442228, 'Perplexity': 35.811859130859375}"
"{'Latency': 9.5, 'Perplexity': 26.5}","{'Latency': 10.323323128163068, 'Perplexity': 26.90131187438965}"
"{'Latency': 15.0, 'Perplexity': 22.0}","{'Latency': 15.579350318471194, 'Perplexity': 21.594167709350586}"
"{'Latency': 8.0, 'Perplexity': 30.0}","{'Latency': 8.934836577313954, 'Perplexity': 27.730627059936523}"
"{'Latency': 9.734, 'Perplexity': 27.06}","{'Latency': 9.352589928512042, 'Perplexity': 27.11226463317871}"
"{'Latency': 9.6, 'Perplexity': 26.8}","{'Latency': 9.921204229208248, 'Perplexity': 26.745927810668945}"
"{'Latency': 14.92, 'Perplexity': 23.45}","{'Latency': 14.619405575557135, 'Perplexity': 21.796762466430664}"
"{'Latency': 11.0, 'Perplexity': 26.0}","{'Latency': 9.780470253071105, 'Perplexity': 27.08193588256836}"
"{'Latency': 17.8, 'Perplexity': 20.7}","{'Latency': 17.565427744460248, 'Perplexity': 20.692232131958008}"
"{'Latency': 9.5, 'Perplexity': 26.5}","{'Latency': 10.086302791483158, 'Perplexity': 27.66893196105957}"
"{'Latency': 16.0, 'Perplexity': 21.2}","{'Latency': 16.280673645679748, 'Perplexity': 21.101472854614258}"
"{'Latency': 11.8, 'Perplexity': 25.5}","{'Latency': 11.675524067689421, 'Perplexity': 26.37080955505371}"
"{'Latency': 10.0, 'Perplexity': 26.5}","{'Latency': 10.471177085197336, 'Perplexity': 26.786962509155273}"
"{'Latency': 16.0, 'Perplexity': 21.1}","{'Latency': 15.493977454131644, 'Perplexity': 22.126502990722656}"
"{'Latency': 15.5, 'Perplexity': 21.5}","{'Latency': 16.166360943328367, 'Perplexity': 21.39499855041504}"
"{'Latency': 10.6237, 'Perplexity': 26.5209}","{'Latency': 10.597831109274994, 'Perplexity': 26.520902633666992}"
"{'Latency': 15.5, 'Perplexity': 21.5}","{'Latency': 15.839411693601928, 'Perplexity': 21.738351821899414}"
"{'Latency': 12.5, 'Perplexity': 22.0}","{'Latency': 11.328490015579618, 'Perplexity': 26.55950355529785}"
"{'Latency': 9.8, 'Perplexity': 26.8}","{'Latency': 10.120378045492364, 'Perplexity': 26.643877029418945}"
"{'Latency': 15.58, 'Perplexity': 21.1}","{'Latency': 15.675528237192179, 'Perplexity': 21.388988494873047}"
"{'Latency': 15.5, 'Perplexity': 21.5}","{'Latency': 16.339120537836916, 'Perplexity': 21.320026397705078}"
"{'Latency': 17.5, 'Perplexity': 20.69}","{'Latency': 17.132358510235623, 'Perplexity': 21.033489227294922}"
"{'Latency': 9.5, 'Perplexity': 27.0}","{'Latency': 9.35869597063399, 'Perplexity': 27.11226463317871}"
"{'Latency': 10.0, 'Perplexity': 26.5}","{'Latency': 9.419646809812471, 'Perplexity': 27.352617263793945}"
"{'Latency': 10.5, 'Perplexity': 21.5}","{'Latency': 11.023683033566517, 'Perplexity': 26.529621124267578}"
"{'Latency': 15.0, 'Perplexity': 21.5}","{'Latency': 15.137161707575814, 'Perplexity': 22.273649215698242}"
"{'Latency': 15.6755, 'Perplexity': 21.389}","{'Latency': 15.654763516827456, 'Perplexity': 21.388988494873047}"
"{'Latency': 17.0, 'Perplexity': 21.0}","{'Latency': 17.580136227545875, 'Perplexity': 20.909849166870117}"
"{'Latency': 10.5, 'Perplexity': 26.5}","{'Latency': 10.577604938905056, 'Perplexity': 26.592824935913086}"
"{'Latency': 15.5, 'Perplexity': 21.1}","{'Latency': 16.10404022625833, 'Perplexity': 21.191970825195312}"
"{'Latency': 15.1372, 'Perplexity': 22.2736}","{'Latency': 15.134153379720843, 'Perplexity': 22.273649215698242}"
"{'Latency': 9.9, 'Perplexity': 26.7}","{'Latency': 9.162559948578021, 'Perplexity': 27.595643997192383}"
"{'Latency': 15.65, 'Perplexity': 21.39}","{'Latency': 16.105271925589058, 'Perplexity': 21.411592483520508}"
"{'Latency': 15.5, 'Perplexity': 21.5}","{'Latency': 15.775420842443946, 'Perplexity': 21.60114860534668}"
"{'Latency': 9.6, 'Perplexity': 27.0}","{'Latency': 10.566727091183923, 'Perplexity': 26.842424392700195}"
"{'Latency': 10.3, 'Perplexity': 26.5}","{'Latency': 10.515196058554212, 'Perplexity': 26.618213653564453}"
